"","X","IndividualID","FragID","LocationID","TableID","SumpID","TankID","DeathDate","Depth","Longitude","Latitude","Reassessment_survival","Taxon","Reassessment_bleaching","TempMaxMM","TempMinMM","TempRange","TempMean","TimePoint","Date","WaterTemp","Survival","CoralWatchLetter","CoralWatchNumber","Bleaching","BleachedArea","BW","Comment","WaterDensity","SkelletonWeight","time_without_bleaching","time_alive","min_health_score","time_to_recovery","ITS2","SurvivalT12","tempPC1","tempPC2"
"322",829,"EXP22","EXP22_T2","FR2",1,"T2_1","Tank2","12/2/2024",5.9,151.9510635,-23.4708255,"","Taxon1","",28.39977455,21.66377068,6.736003876,24.81396019,"T9","6/4/2024",27.5,"Dead",NA,NA,NA,NA,NA,NA,1.022703365,0,12,6,2,NA,"C8",NA,-0.818782976360112,-1.22584641828567
"323",830,"EXP22","EXP22_T2","FR2",1,"T2_1","Tank2","12/2/2024",5.9,151.9510635,-23.4708255,"","Taxon1","",28.39977455,21.66377068,6.736003876,24.81396019,"T10","13/4/2024",25.8,"Dead",NA,NA,NA,NA,NA,NA,1.023243649,0,12,6,2,NA,"C8",NA,-0.818782976360112,-1.22584641828567
"324",831,"EXP22","EXP22_T2","FR2",1,"T2_1","Tank2","12/2/2024",5.9,151.9510635,-23.4708255,"","Taxon1","",28.39977455,21.66377068,6.736003876,24.81396019,"T11","19/4/2024",24.1,"Dead",NA,NA,NA,NA,NA,NA,1.02376184,0,12,6,2,NA,"C8",NA,-0.818782976360112,-1.22584641828567
"325",832,"EXP22","EXP22_T2","FR2",1,"T2_1","Tank2","12/2/2024",5.9,151.9510635,-23.4708255,"","Taxon1","",28.39977455,21.66377068,6.736003876,24.81396019,"T12","27/4/2024",25.7,"Dead",NA,NA,NA,NA,NA,NA,1.023274748,0,12,6,2,NA,"C8",1,-0.818782976360112,-1.22584641828567
"326",833,"EXP22","EXP22_C","FR2",1,"C_1","Tank6","9/3/2024",5.9,151.9510635,-23.4708255,"","Taxon1","",28.39977455,21.66377068,6.736003876,24.81396019,"T0","4/2/2024",30.8,"Alive","D",4,"NoBleaching",0,5.988,NA,1.021593521,16.21065335,12,5,3,NA,"C8",NA,-0.818782976360112,-1.22584641828567
"327",834,"EXP22","EXP22_C","FR2",1,"C_1","Tank6","9/3/2024",5.9,151.9510635,-23.4708255,"","Taxon1","",28.39977455,21.66377068,6.736003876,24.81396019,"T1","10/2/2024",29.7,"Alive","C",3,"NoBleaching",0,5.511,"Pink",1.021972254,14.92877221,12,5,3,NA,"C8",NA,-0.818782976360112,-1.22584641828567
"328",835,"EXP22","EXP22_C","FR2",1,"C_1","Tank6","9/3/2024",5.9,151.9510635,-23.4708255,"","Taxon1","",28.39977455,21.66377068,6.736003876,24.81396019,"T2","17/2/2024",29.3,"Alive","C",3,"NoBleaching",0,4.065,"Pink",1.022107816,11.01419316,12,5,3,NA,"C8",NA,-0.818782976360112,-1.22584641828567
"329",836,"EXP22","EXP22_C","FR2",1,"C_1","Tank6","9/3/2024",5.9,151.9510635,-23.4708255,"","Taxon1","",28.39977455,21.66377068,6.736003876,24.81396019,"T3","24/2/2024",30.1,"Alive","C",3,"NoBleaching",0,6.844,"Pink",1.021835536,18.5355043,12,5,3,NA,"C8",NA,-0.818782976360112,-1.22584641828567
"330",837,"EXP22","EXP22_C","FR2",1,"C_1","Tank6","9/3/2024",5.9,151.9510635,-23.4708255,"","Taxon1","",28.39977455,21.66377068,6.736003876,24.81396019,"T4","3/3/2024",28.6,"PartiallyDead","C",3,"NoBleaching",0,5.595,"Pink; RTN",1.02234225,15.16570311,12,5,3,NA,"C8",NA,-0.818782976360112,-1.22584641828567
"331",838,"EXP22","EXP22_C","FR2",1,"C_1","Tank6","9/3/2024",5.9,151.9510635,-23.4708255,"","Taxon1","",28.39977455,21.66377068,6.736003876,24.81396019,"T5","9/3/2024",26.5,"Dead",NA,NA,NA,NA,NA,NA,1.023023824,0,12,5,3,NA,"C8",NA,-0.818782976360112,-1.22584641828567
"332",839,"EXP22","EXP22_C","FR2",1,"C_1","Tank6","9/3/2024",5.9,151.9510635,-23.4708255,"","Taxon1","",28.39977455,21.66377068,6.736003876,24.81396019,"T6","16/3/2024",26.8,"Dead",NA,NA,NA,NA,NA,NA,1.022928476,0,12,5,3,NA,"C8",NA,-0.818782976360112,-1.22584641828567
"333",840,"EXP22","EXP22_C","FR2",1,"C_1","Tank6","9/3/2024",5.9,151.9510635,-23.4708255,"","Taxon1","",28.39977455,21.66377068,6.736003876,24.81396019,"T7","23/3/2024",26.1,"Dead",NA,NA,NA,NA,NA,NA,1.023149895,0,12,5,3,NA,"C8",NA,-0.818782976360112,-1.22584641828567
"334",841,"EXP22","EXP22_C","FR2",1,"C_1","Tank6","9/3/2024",5.9,151.9510635,-23.4708255,"","Taxon1","",28.39977455,21.66377068,6.736003876,24.81396019,"T8","30/3/2024",26.7,"Dead",NA,NA,NA,NA,NA,NA,1.022960334,0,12,5,3,NA,"C8",NA,-0.818782976360112,-1.22584641828567
"335",842,"EXP22","EXP22_C","FR2",1,"C_1","Tank6","9/3/2024",5.9,151.9510635,-23.4708255,"","Taxon1","",28.39977455,21.66377068,6.736003876,24.81396019,"T9","6/4/2024",27.5,"Dead",NA,NA,NA,NA,NA,NA,1.022703365,0,12,5,3,NA,"C8",NA,-0.818782976360112,-1.22584641828567
"336",843,"EXP22","EXP22_C","FR2",1,"C_1","Tank6","9/3/2024",5.9,151.9510635,-23.4708255,"","Taxon1","",28.39977455,21.66377068,6.736003876,24.81396019,"T10","13/4/2024",25.8,"Dead",NA,NA,NA,NA,NA,NA,1.023243649,0,12,5,3,NA,"C8",NA,-0.818782976360112,-1.22584641828567
"337",844,"EXP22","EXP22_C","FR2",1,"C_1","Tank6","9/3/2024",5.9,151.9510635,-23.4708255,"","Taxon1","",28.39977455,21.66377068,6.736003876,24.81396019,"T11","19/4/2024",24.1,"Dead",NA,NA,NA,NA,NA,NA,1.02376184,0,12,5,3,NA,"C8",NA,-0.818782976360112,-1.22584641828567
"338",845,"EXP22","EXP22_C","FR2",1,"C_1","Tank6","9/3/2024",5.9,151.9510635,-23.4708255,"","Taxon1","",28.39977455,21.66377068,6.736003876,24.81396019,"T12","27/4/2024",25.7,"Dead",NA,NA,NA,NA,NA,NA,1.023274748,0,12,5,3,NA,"C8",1,-0.818782976360112,-1.22584641828567
"339",846,"EXP22","EXP22_T1","FR2",2,"T1_2","Tank10","14/3/2024",5.9,151.9510635,-23.4708255,"","Taxon1","",28.39977455,21.66377068,6.736003876,24.81396019,"T0","4/2/2024",30.8,"Alive","D",4,"NoBleaching",0,5.717,NA,1.021593521,15.47700488,12,6,2,NA,"C8",NA,-0.818782976360112,-1.22584641828567
"340",847,"EXP22","EXP22_T1","FR2",2,"T1_2","Tank10","14/3/2024",5.9,151.9510635,-23.4708255,"","Taxon1","",28.39977455,21.66377068,6.736003876,24.81396019,"T1","10/2/2024",29.7,"Alive","C",3,"NoBleaching",0,5.746,NA,1.021972254,15.56536474,12,6,2,NA,"C8",NA,-0.818782976360112,-1.22584641828567
"341",848,"EXP22","EXP22_T1","FR2",2,"T1_2","Tank10","14/3/2024",5.9,151.9510635,-23.4708255,"","Taxon1","",28.39977455,21.66377068,6.736003876,24.81396019,"T2","18/2/2024",30.3,"Alive","C",3,"NoBleaching",0,5.909,"Pink",1.021766746,16.00141739,12,6,2,NA,"C8",NA,-0.818782976360112,-1.22584641828567
"342",849,"EXP22","EXP22_T1","FR2",2,"T1_2","Tank10","14/3/2024",5.9,151.9510635,-23.4708255,"","Taxon1","",28.39977455,21.66377068,6.736003876,24.81396019,"T3","25/2/2024",29.6,"Alive","C",3,"NoBleaching",0,5.891,"Pink",1.022006253,15.95906319,12,6,2,NA,"C8",NA,-0.818782976360112,-1.22584641828567
"343",850,"EXP22","EXP22_T1","FR2",2,"T1_2","Tank10","14/3/2024",5.9,151.9510635,-23.4708255,"","Taxon1","",28.39977455,21.66377068,6.736003876,24.81396019,"T4","2/3/2024",28.6,"Alive","C",2,"NoBleaching",0,5.903,NA,1.02234225,16.00056219,12,6,2,NA,"C8",NA,-0.818782976360112,-1.22584641828567
"344",851,"EXP22","EXP22_T1","FR2",2,"T1_2","Tank10","14/3/2024",5.9,151.9510635,-23.4708255,"","Taxon1","",28.39977455,21.66377068,6.736003876,24.81396019,"T5","10/3/2024",26.5,"Alive","C",2,"NoBleaching",0,5.902,"Algae",1.023023824,16.01611652,12,6,2,NA,"C8",NA,-0.818782976360112,-1.22584641828567
"345",852,"EXP22","EXP22_T1","FR2",2,"T1_2","Tank10","14/3/2024",5.9,151.9510635,-23.4708255,"","Taxon1","",28.39977455,21.66377068,6.736003876,24.81396019,"T6","16/3/2024",26.8,"Dead",NA,NA,NA,NA,NA,NA,1.022928476,0,12,6,2,NA,"C8",NA,-0.818782976360112,-1.22584641828567
"346",853,"EXP22","EXP22_T1","FR2",2,"T1_2","Tank10","14/3/2024",5.9,151.9510635,-23.4708255,"","Taxon1","",28.39977455,21.66377068,6.736003876,24.81396019,"T7","23/3/2024",26.1,"Dead",NA,NA,NA,NA,NA,NA,1.023149895,0,12,6,2,NA,"C8",NA,-0.818782976360112,-1.22584641828567
"347",854,"EXP22","EXP22_T1","FR2",2,"T1_2","Tank10","14/3/2024",5.9,151.9510635,-23.4708255,"","Taxon1","",28.39977455,21.66377068,6.736003876,24.81396019,"T8","30/3/2024",26.7,"Dead",NA,NA,NA,NA,NA,NA,1.022960334,0,12,6,2,NA,"C8",NA,-0.818782976360112,-1.22584641828567
"348",855,"EXP22","EXP22_T1","FR2",2,"T1_2","Tank10","14/3/2024",5.9,151.9510635,-23.4708255,"","Taxon1","",28.39977455,21.66377068,6.736003876,24.81396019,"T9","6/4/2024",27.5,"Dead",NA,NA,NA,NA,NA,NA,1.022703365,0,12,6,2,NA,"C8",NA,-0.818782976360112,-1.22584641828567
"349",856,"EXP22","EXP22_T1","FR2",2,"T1_2","Tank10","14/3/2024",5.9,151.9510635,-23.4708255,"","Taxon1","",28.39977455,21.66377068,6.736003876,24.81396019,"T10","13/4/2024",25.8,"Dead",NA,NA,NA,NA,NA,NA,1.023243649,0,12,6,2,NA,"C8",NA,-0.818782976360112,-1.22584641828567
"350",857,"EXP22","EXP22_T1","FR2",2,"T1_2","Tank10","14/3/2024",5.9,151.9510635,-23.4708255,"","Taxon1","",28.39977455,21.66377068,6.736003876,24.81396019,"T11","19/4/2024",24.1,"Dead",NA,NA,NA,NA,NA,NA,1.02376184,0,12,6,2,NA,"C8",NA,-0.818782976360112,-1.22584641828567
"351",858,"EXP22","EXP22_T1","FR2",2,"T1_2","Tank10","14/3/2024",5.9,151.9510635,-23.4708255,"","Taxon1","",28.39977455,21.66377068,6.736003876,24.81396019,"T12","27/4/2024",25.7,"Dead",NA,NA,NA,NA,NA,NA,1.023274748,0,12,6,2,NA,"C8",1,-0.818782976360112,-1.22584641828567
"352",859,"EXP23","EXP23_C","FR2",1,"C_1","Tank1",NA,4.5,151.9510635,-23.4708255,"","Taxon1","",28.41265106,21.66410255,6.748548508,24.81540555,"T0","4/2/2024",30.8,"Alive","D",4,"NoBleaching",0,4.067,NA,1.021593521,11.01014148,9,12,2,NA,"C8",NA,-0.849845650828125,-0.904483182630989
"353",860,"EXP23","EXP23_C","FR2",1,"C_1","Tank1",NA,4.5,151.9510635,-23.4708255,"","Taxon1","",28.41265106,21.66410255,6.748548508,24.81540555,"T1","10/2/2024",29.7,"Alive","C",3,"NoBleaching",0,4.115,NA,1.021972254,11.14714165,9,12,2,NA,"C8",NA,-0.849845650828125,-0.904483182630989
"354",861,"EXP23","EXP23_C","FR2",1,"C_1","Tank1",NA,4.5,151.9510635,-23.4708255,"","Taxon1","",28.41265106,21.66410255,6.748548508,24.81540555,"T2","17/2/2024",29.3,"Alive","C",3,"NoBleaching",0,3.194,NA,1.022107816,8.654202446,9,12,2,NA,"C8",NA,-0.849845650828125,-0.904483182630989
"355",862,"EXP23","EXP23_C","FR2",1,"C_1","Tank1",NA,4.5,151.9510635,-23.4708255,"","Taxon1","",28.41265106,21.66410255,6.748548508,24.81540555,"T3","24/2/2024",30.1,"Alive","D",3,"NoBleaching",0,4.195,NA,1.021835536,11.36125665,9,12,2,NA,"C8",NA,-0.849845650828125,-0.904483182630989
"356",863,"EXP23","EXP23_C","FR2",1,"C_1","Tank1",NA,4.5,151.9510635,-23.4708255,"","Taxon1","",28.41265106,21.66410255,6.748548508,24.81540555,"T4","2/3/2024",28.6,"Alive","D",3,"NoBleaching",0,4.269,NA,1.02234225,11.57147213,9,12,2,NA,"C8",NA,-0.849845650828125,-0.904483182630989
"357",864,"EXP23","EXP23_C","FR2",1,"C_1","Tank1",NA,4.5,151.9510635,-23.4708255,"","Taxon1","",28.41265106,21.66410255,6.748548508,24.81540555,"T5","9/3/2024",26.5,"Alive","D",2,"NoBleaching",0,4.283,NA,1.023023824,11.62267487,9,12,2,NA,"C8",NA,-0.849845650828125,-0.904483182630989
"358",865,"EXP23","EXP23_C","FR2",1,"C_1","Tank1",NA,4.5,151.9510635,-23.4708255,"","Taxon1","",28.41265106,21.66410255,6.748548508,24.81540555,"T6","16/3/2024",26.8,"Alive","C",2,"NoBleaching",0,4.277,NA,1.022928476,11.60453935,9,12,2,NA,"C8",NA,-0.849845650828125,-0.904483182630989
"359",866,"EXP23","EXP23_C","FR2",1,"C_1","Tank1",NA,4.5,151.9510635,-23.4708255,"","Taxon1","",28.41265106,21.66410255,6.748548508,24.81540555,"T7","23/3/2024",26.1,"Alive","C",2,"NoBleaching",0,4.272,NA,1.023149895,11.59527315,9,12,2,NA,"C8",NA,-0.849845650828125,-0.904483182630989
"360",867,"EXP23","EXP23_C","FR2",1,"C_1","Tank1",NA,4.5,151.9510635,-23.4708255,"","Taxon1","",28.41265106,21.66410255,6.748548508,24.81540555,"T8","30/3/2024",26.7,"PartiallyDead","C",2,"NoBleaching",0,4.301,"TN tips",1.022960334,11.67027987,9,12,2,NA,"C8",NA,-0.849845650828125,-0.904483182630989
"361",868,"EXP23","EXP23_C","FR2",1,"C_1","Tank1",NA,4.5,151.9510635,-23.4708255,"","Taxon1","",28.41265106,21.66410255,6.748548508,24.81540555,"T9","6/4/2024",27.5,"PartiallyDead","C",2,"PartialBleaching",0.3,4.292,"TLT",1.022703365,11.64084911,9,12,2,NA,"C8",NA,-0.849845650828125,-0.904483182630989
"362",869,"EXP23","EXP23_C","FR2",1,"C_1","Tank1",NA,4.5,151.9510635,-23.4708255,"","Taxon1","",28.41265106,21.66410255,6.748548508,24.81540555,"T10","13/4/2024",25.8,"PartiallyDead","C",2,"PartialBleaching",0.2,4.227,"PDT",1.023243649,11.47493443,9,12,2,NA,"C8",NA,-0.849845650828125,-0.904483182630989
"363",870,"EXP23","EXP23_C","FR2",1,"C_1","Tank1",NA,4.5,151.9510635,-23.4708255,"","Taxon1","",28.41265106,21.66410255,6.748548508,24.81540555,"T11","19/4/2024",24.1,"PartiallyDead","C",2,"NoBleaching",0,4.261,"PDT",1.02376184,11.5772865,9,12,2,NA,"C8",NA,-0.849845650828125,-0.904483182630989
"364",871,"EXP23","EXP23_C","FR2",1,"C_1","Tank1",NA,4.5,151.9510635,-23.4708255,"","Taxon1","",28.41265106,21.66410255,6.748548508,24.81540555,"T12","27/4/2024",25.7,"PartiallyDead","C",2,"NoBleaching",0,4.281,"PDT",1.023274748,11.62213258,9,12,2,NA,"C8",0.5,-0.849845650828125,-0.904483182630989
"365",872,"EXP23","EXP23_T1","FR2",1,"T1_1","Tank5","13/3/2024",4.5,151.9510635,-23.4708255,"","Taxon1","",28.41265106,21.66410255,6.748548508,24.81540555,"T0","4/2/2024",30.8,"Alive","D",3,"NoBleaching",0,4.586,NA,1.021593521,12.41517306,12,6,2,NA,"C8",NA,-0.849845650828125,-0.904483182630989
"366",873,"EXP23","EXP23_T1","FR2",1,"T1_1","Tank5","13/3/2024",4.5,151.9510635,-23.4708255,"","Taxon1","",28.41265106,21.66410255,6.748548508,24.81540555,"T1","10/2/2024",29.7,"Alive","C",3,"NoBleaching",0,4.591,"Pink",1.021972254,12.43658015,12,6,2,NA,"C8",NA,-0.849845650828125,-0.904483182630989
"367",874,"EXP23","EXP23_T1","FR2",1,"T1_1","Tank5","13/3/2024",4.5,151.9510635,-23.4708255,"","Taxon1","",28.41265106,21.66410255,6.748548508,24.81540555,"T2","17/2/2024",29.3,"Alive","C",2,"NoBleaching",0,3.736,NA,1.022107816,10.12276153,12,6,2,NA,"C8",NA,-0.849845650828125,-0.904483182630989
"368",875,"EXP23","EXP23_T1","FR2",1,"T1_1","Tank5","13/3/2024",4.5,151.9510635,-23.4708255,"","Taxon1","",28.41265106,21.66410255,6.748548508,24.81540555,"T3","24/2/2024",30.1,"Alive","C",2,"NoBleaching",0,4.776,NA,1.021835536,12.93477039,12,6,2,NA,"C8",NA,-0.849845650828125,-0.904483182630989
"369",876,"EXP23","EXP23_T1","FR2",1,"T1_1","Tank5","13/3/2024",4.5,151.9510635,-23.4708255,"","Taxon1","",28.41265106,21.66410255,6.748548508,24.81540555,"T4","3/3/2024",28.6,"Alive","C",2,"NoBleaching",0,4.719,NA,1.02234225,12.79123377,12,6,2,NA,"C8",NA,-0.849845650828125,-0.904483182630989
"370",877,"EXP23","EXP23_T1","FR2",1,"T1_1","Tank5","13/3/2024",4.5,151.9510635,-23.4708255,"","Taxon1","",28.41265106,21.66410255,6.748548508,24.81540555,"T5","9/3/2024",26.5,"Alive","C",2,"NoBleaching",0,4.719,"Algae",1.023023824,12.80583766,12,6,2,NA,"C8",NA,-0.849845650828125,-0.904483182630989
"371",878,"EXP23","EXP23_T1","FR2",1,"T1_1","Tank5","13/3/2024",4.5,151.9510635,-23.4708255,"","Taxon1","",28.41265106,21.66410255,6.748548508,24.81540555,"T6","16/3/2024",26.8,"Dead",NA,NA,NA,NA,NA,NA,1.022928476,0,12,6,2,NA,"C8",NA,-0.849845650828125,-0.904483182630989
"372",879,"EXP23","EXP23_T1","FR2",1,"T1_1","Tank5","13/3/2024",4.5,151.9510635,-23.4708255,"","Taxon1","",28.41265106,21.66410255,6.748548508,24.81540555,"T7","23/3/2024",26.1,"Dead",NA,NA,NA,NA,NA,NA,1.023149895,0,12,6,2,NA,"C8",NA,-0.849845650828125,-0.904483182630989
"373",880,"EXP23","EXP23_T1","FR2",1,"T1_1","Tank5","13/3/2024",4.5,151.9510635,-23.4708255,"","Taxon1","",28.41265106,21.66410255,6.748548508,24.81540555,"T8","30/3/2024",26.7,"Dead",NA,NA,NA,NA,NA,NA,1.022960334,0,12,6,2,NA,"C8",NA,-0.849845650828125,-0.904483182630989
"374",881,"EXP23","EXP23_T1","FR2",1,"T1_1","Tank5","13/3/2024",4.5,151.9510635,-23.4708255,"","Taxon1","",28.41265106,21.66410255,6.748548508,24.81540555,"T9","6/4/2024",27.5,"Dead",NA,NA,NA,NA,NA,NA,1.022703365,0,12,6,2,NA,"C8",NA,-0.849845650828125,-0.904483182630989
"375",882,"EXP23","EXP23_T1","FR2",1,"T1_1","Tank5","13/3/2024",4.5,151.9510635,-23.4708255,"","Taxon1","",28.41265106,21.66410255,6.748548508,24.81540555,"T10","13/4/2024",25.8,"Dead",NA,NA,NA,NA,NA,NA,1.023243649,0,12,6,2,NA,"C8",NA,-0.849845650828125,-0.904483182630989
"376",883,"EXP23","EXP23_T1","FR2",1,"T1_1","Tank5","13/3/2024",4.5,151.9510635,-23.4708255,"","Taxon1","",28.41265106,21.66410255,6.748548508,24.81540555,"T11","19/4/2024",24.1,"Dead",NA,NA,NA,NA,NA,NA,1.02376184,0,12,6,2,NA,"C8",NA,-0.849845650828125,-0.904483182630989
"377",884,"EXP23","EXP23_T1","FR2",1,"T1_1","Tank5","13/3/2024",4.5,151.9510635,-23.4708255,"","Taxon1","",28.41265106,21.66410255,6.748548508,24.81540555,"T12","27/4/2024",25.7,"Dead",NA,NA,NA,NA,NA,NA,1.023274748,0,12,6,2,NA,"C8",1,-0.849845650828125,-0.904483182630989
"378",885,"EXP23","EXP23_T2","FR2",2,"T2_2","Tank8","26/3/2024",4.5,151.9510635,-23.4708255,"","Taxon1","",28.41265106,21.66410255,6.748548508,24.81540555,"T0","4/2/2024",30.8,"Alive","D",3,"NoBleaching",0,5.205,NA,1.021593521,14.09092363,2,8,2,NA,"C8",NA,-0.849845650828125,-0.904483182630989
"379",886,"EXP23","EXP23_T2","FR2",2,"T2_2","Tank8","26/3/2024",4.5,151.9510635,-23.4708255,"","Taxon1","",28.41265106,21.66410255,6.748548508,24.81540555,"T1","10/2/2024",29.7,"Alive","D",2,"NoBleaching",0,5.255,NA,1.021972254,14.23529268,2,8,2,NA,"C8",NA,-0.849845650828125,-0.904483182630989
"380",887,"EXP23","EXP23_T2","FR2",2,"T2_2","Tank8","26/3/2024",4.5,151.9510635,-23.4708255,"","Taxon1","",28.41265106,21.66410255,6.748548508,24.81540555,"T2","18/2/2024",30.3,"Alive","C",2,"PartialBleaching",0.2,5.3,NA,1.021766746,14.35226133,2,8,2,NA,"C8",NA,-0.849845650828125,-0.904483182630989
"381",888,"EXP23","EXP23_T2","FR2",2,"T2_2","Tank8","26/3/2024",4.5,151.9510635,-23.4708255,"","Taxon1","",28.41265106,21.66410255,6.748548508,24.81540555,"T3","25/2/2024",29.6,"Alive","C",2,"PartialBleaching",0.5,5.307,NA,1.022006253,14.37697307,2,8,2,NA,"C8",NA,-0.849845650828125,-0.904483182630989
"382",889,"EXP23","EXP23_T2","FR2",2,"T2_2","Tank8","26/3/2024",4.5,151.9510635,-23.4708255,"","Taxon1","",28.41265106,21.66410255,6.748548508,24.81540555,"T4","2/3/2024",28.6,"Alive","C",2,"NoBleaching",0,5.32,NA,1.02234225,14.42029321,2,8,2,NA,"C8",NA,-0.849845650828125,-0.904483182630989
"383",890,"EXP23","EXP23_T2","FR2",2,"T2_2","Tank8","26/3/2024",4.5,151.9510635,-23.4708255,"","Taxon1","",28.41265106,21.66410255,6.748548508,24.81540555,"T5","9/3/2024",26.5,"Alive","C",2,"NoBleaching",0,5.305,NA,1.023023824,14.39605187,2,8,2,NA,"C8",NA,-0.849845650828125,-0.904483182630989
"384",891,"EXP23","EXP23_T2","FR2",2,"T2_2","Tank8","26/3/2024",4.5,151.9510635,-23.4708255,"","Taxon1","",28.41265106,21.66410255,6.748548508,24.81540555,"T6","16/3/2024",26.8,"Alive","C",2,"NoBleaching",0,5.316,NA,1.022928476,14.4235986,2,8,2,NA,"C8",NA,-0.849845650828125,-0.904483182630989
"385",892,"EXP23","EXP23_T2","FR2",2,"T2_2","Tank8","26/3/2024",4.5,151.9510635,-23.4708255,"","Taxon1","",28.41265106,21.66410255,6.748548508,24.81540555,"T7","23/3/2024",26.1,"PartiallyDead","C",2,"NoBleaching",0,5.297,NA,1.023149895,14.37737871,2,8,2,NA,"C8",NA,-0.849845650828125,-0.904483182630989
"386",893,"EXP23","EXP23_T2","FR2",2,"T2_2","Tank8","26/3/2024",4.5,151.9510635,-23.4708255,"","Taxon1","",28.41265106,21.66410255,6.748548508,24.81540555,"T8","30/3/2024",26.7,"Dead",NA,NA,NA,NA,NA,NA,1.022960334,0,2,8,2,NA,"C8",NA,-0.849845650828125,-0.904483182630989
"387",894,"EXP23","EXP23_T2","FR2",2,"T2_2","Tank8","26/3/2024",4.5,151.9510635,-23.4708255,"","Taxon1","",28.41265106,21.66410255,6.748548508,24.81540555,"T9","6/4/2024",28.3,"Dead",NA,NA,NA,NA,NA,NA,1.022441623,0,2,8,2,NA,"C8",NA,-0.849845650828125,-0.904483182630989
"388",895,"EXP23","EXP23_T2","FR2",2,"T2_2","Tank8","26/3/2024",4.5,151.9510635,-23.4708255,"","Taxon1","",28.41265106,21.66410255,6.748548508,24.81540555,"T10","13/4/2024",25.8,"Dead",NA,NA,NA,NA,NA,NA,1.023243649,0,2,8,2,NA,"C8",NA,-0.849845650828125,-0.904483182630989
"389",896,"EXP23","EXP23_T2","FR2",2,"T2_2","Tank8","26/3/2024",4.5,151.9510635,-23.4708255,"","Taxon1","",28.41265106,21.66410255,6.748548508,24.81540555,"T11","19/4/2024",24.1,"Dead",NA,NA,NA,NA,NA,NA,1.02376184,0,2,8,2,NA,"C8",NA,-0.849845650828125,-0.904483182630989
"390",897,"EXP23","EXP23_T2","FR2",2,"T2_2","Tank8","26/3/2024",4.5,151.9510635,-23.4708255,"","Taxon1","",28.41265106,21.66410255,6.748548508,24.81540555,"T12","27/4/2024",25.7,"Dead",NA,NA,NA,NA,NA,NA,1.023274748,0,2,8,2,NA,"C8",1,-0.849845650828125,-0.904483182630989
"391",898,"EXP24","EXP24_T2","BA1S",2,"T2_2","Tank11",NA,10.5,151.952453,-23.428043,"PartiallyDead","Taxon1","NoBleaching",28.25893402,21.70922661,6.549707413,24.74034511,"T0","5/2/2024",30.9,"Alive","D",5,"NoBleaching",0,6.24,NA,1.021558662,16.89188122,7,12,4,4,"C8",NA,-0.579797576442787,-0.942844480277526
"392",899,"EXP24","EXP24_T2","BA1S",2,"T2_2","Tank11",NA,10.5,151.952453,-23.428043,"PartiallyDead","Taxon1","NoBleaching",28.25893402,21.70922661,6.549707413,24.74034511,"T1","10/2/2024",29.7,"Alive","D",6,"NoBleaching",0,6.433,NA,1.021972254,17.42638207,7,12,4,4,"C8",NA,-0.579797576442787,-0.942844480277526
"393",900,"EXP24","EXP24_T2","BA1S",2,"T2_2","Tank11",NA,10.5,151.952453,-23.428043,"PartiallyDead","Taxon1","NoBleaching",28.25893402,21.70922661,6.549707413,24.74034511,"T2","18/2/2024",30.3,"Alive","D",5,"NoBleaching",0,6.527,NA,1.021766746,17.67494522,7,12,4,4,"C8",NA,-0.579797576442787,-0.942844480277526
"394",901,"EXP24","EXP24_T2","BA1S",2,"T2_2","Tank11",NA,10.5,151.952453,-23.428043,"PartiallyDead","Taxon1","NoBleaching",28.25893402,21.70922661,6.549707413,24.74034511,"T3","25/2/2024",29.6,"Alive","D",5,"NoBleaching",0,6.641,NA,1.022006253,17.99085701,7,12,4,4,"C8",NA,-0.579797576442787,-0.942844480277526
"395",902,"EXP24","EXP24_T2","BA1S",2,"T2_2","Tank11",NA,10.5,151.952453,-23.428043,"PartiallyDead","Taxon1","NoBleaching",28.25893402,21.70922661,6.549707413,24.74034511,"T4","2/3/2024",28.6,"Alive","D",4,"NoBleaching",0,1.76,NA,1.02234225,4.770623319,7,12,4,4,"C8",NA,-0.579797576442787,-0.942844480277526
"396",903,"EXP24","EXP24_T2","BA1S",2,"T2_2","Tank11",NA,10.5,151.952453,-23.428043,"PartiallyDead","Taxon1","NoBleaching",28.25893402,21.70922661,6.549707413,24.74034511,"T5","10/3/2024",26.5,"Alive","D",4,"NoBleaching",0.3,6.701,NA,1.023023824,18.18434375,7,12,4,4,"C8",NA,-0.579797576442787,-0.942844480277526
"397",904,"EXP24","EXP24_T2","BA1S",2,"T2_2","Tank11",NA,10.5,151.952453,-23.428043,"PartiallyDead","Taxon1","NoBleaching",28.25893402,21.70922661,6.549707413,24.74034511,"T6","16/3/2024",26.8,"Alive","D",4,"NoBleaching",0.3,6.617,NA,1.022928476,17.95352745,7,12,4,4,"C8",NA,-0.579797576442787,-0.942844480277526
"398",905,"EXP24","EXP24_T2","BA1S",2,"T2_2","Tank11",NA,10.5,151.952453,-23.428043,"PartiallyDead","Taxon1","NoBleaching",28.25893402,21.70922661,6.549707413,24.74034511,"T7","23/3/2024",26.1,"Alive","D",4,"PartialBleaching",0.3,6.494,NA,1.023149895,17.62633516,7,12,4,4,"C8",NA,-0.579797576442787,-0.942844480277526
