IndividualID,FragID,ReefZone,LocationID,TableID,SumpID,TankID,DeathDate,Depth,Longitude,Latitude,Reassessment_survival,Taxon,Reassessment_bleaching,TempMaxMM,TempMinMM,TempRange,TempMean,TimePoint,Date,WaterTemp,Survival,CoralWatchLetter,CoralWatchNumber,Bleaching,BleachedArea,BW,Comment,WaterDensity,SkelletonWeight,time_without_bleaching,time_alive,min_health_score,time_to_recovery,ITS2,SurvivalT12,tempPC1,tempPC2
EXP19,EXP19_C,Windward,FR2,1,C_1,Tank1,NA,9.5,151.9510635,-23.4708255,,Taxon1,,28.39861107,21.66318321,6.735427856,24.81371681,T5,9/3/2024,26.5,Alive,D,3,NoBleaching,0,6.56,Pink,1.023023824,17.80171542,12,12,3,11,C8,NA,-5.29763619,-0.422739886
EXP19,EXP19_C,Windward,FR2,1,C_1,Tank1,NA,9.5,151.9510635,-23.4708255,,Taxon1,,28.39861107,21.66318321,6.735427856,24.81371681,T6,16/3/2024,26.8,Alive,C,3,NoBleaching,0,6.563,Pink,1.022928476,17.80701234,12,12,3,11,C8,NA,-5.29763619,-0.422739886
EXP19,EXP19_C,Windward,FR2,1,C_1,Tank1,NA,9.5,151.9510635,-23.4708255,,Taxon1,,28.39861107,21.66318321,6.735427856,24.81371681,T7,23/3/2024,26.1,PartiallyDead,C,3,NoBleaching,0,15.336,TN tips,1.023149895,41.62572775,12,12,3,11,C8,NA,-5.29763619,-0.422739886
EXP19,EXP19_C,Windward,FR2,1,C_1,Tank1,NA,9.5,151.9510635,-23.4708255,,Taxon1,,28.39861107,21.66318321,6.735427856,24.81371681,T8,30/3/2024,26.7,PartiallyDead,C,3,NoBleaching,0,6.578,NA,1.022960334,17.84866334,12,12,3,11,C8,NA,-5.29763619,-0.422739886
EXP19,EXP19_C,Windward,FR2,1,C_1,Tank1,NA,9.5,151.9510635,-23.4708255,,Taxon1,,28.39861107,21.66318321,6.735427856,24.81371681,T9,6/4/2024,27.5,PartiallyDead,C,3,NoBleaching,0,6.553,NA,1.022703365,17.77317898,12,12,3,11,C8,NA,-5.29763619,-0.422739886
EXP19,EXP19_C,Windward,FR2,1,C_1,Tank1,NA,9.5,151.9510635,-23.4708255,,Taxon1,,28.39861107,21.66318321,6.735427856,24.81371681,T10,13/4/2024,25.8,PartiallyDead,C,3,NoBleaching,0,6.572,NA,1.023243649,17.84084908,12,12,3,11,C8,NA,-5.29763619,-0.422739886
EXP19,EXP19_C,Windward,FR2,1,C_1,Tank1,NA,9.5,151.9510635,-23.4708255,,Taxon1,,28.39861107,21.66318321,6.735427856,24.81371681,T11,19/4/2024,24.1,PartiallyDead,C,3,NoBleaching,0,6.711,NA,1.02376184,18.23402246,12,12,3,11,C8,NA,-5.29763619,-0.422739886
EXP19,EXP19_C,Windward,FR2,1,C_1,Tank1,NA,9.5,151.9510635,-23.4708255,,Taxon1,,28.39861107,21.66318321,6.735427856,24.81371681,T12,27/4/2024,25.7,PartiallyDead,C,4,NoBleaching,0,6.561,NA,1.023274748,17.81191588,12,12,3,11,C8,0.5,-5.29763619,-0.422739886
EXP19,EXP19_T1,Windward,FR2,1,T1_1,Tank5,NA,9.5,151.9510635,-23.4708255,,Taxon1,,28.39861107,21.66318321,6.735427856,24.81371681,T0,4/2/2024,30.8,Alive,D,5,NoBleaching,0,5.079,NA,1.021593521,13.74981769,12,12,3,6,C8,NA,-5.29763619,-0.422739886
EXP19,EXP19_T1,Windward,FR2,1,T1_1,Tank5,NA,9.5,151.9510635,-23.4708255,,Taxon1,,28.39861107,21.66318321,6.735427856,24.81371681,T1,10/2/2024,29.7,Alive,C,4,NoBleaching,0,5.063,NA,1.021972254,13.71518303,12,12,3,6,C8,NA,-5.29763619,-0.422739886
EXP19,EXP19_T1,Windward,FR2,1,T1_1,Tank5,NA,9.5,151.9510635,-23.4708255,,Taxon1,,28.39861107,21.66318321,6.735427856,24.81371681,T2,17/2/2024,29.3,Alive,C,3,NoBleaching,0,4.063,NA,1.022107816,11.00877412,12,12,3,6,C8,NA,-5.29763619,-0.422739886
EXP19,EXP19_T1,Windward,FR2,1,T1_1,Tank5,NA,9.5,151.9510635,-23.4708255,,Taxon1,,28.39861107,21.66318321,6.735427856,24.81371681,T3,24/2/2024,30.1,Alive,C,3,NoBleaching,0,5.213,NA,1.021835536,14.11829105,12,12,3,6,C8,NA,-5.29763619,-0.422739886
EXP19,EXP19_T1,Windward,FR2,1,T1_1,Tank5,NA,9.5,151.9510635,-23.4708255,,Taxon1,,28.39861107,21.66318321,6.735427856,24.81371681,T4,3/3/2024,28.6,Alive,C,3,NoBleaching,0,5.221,NA,1.02234225,14.15194565,12,12,3,6,C8,NA,-5.29763619,-0.422739886
EXP19,EXP19_T1,Windward,FR2,1,T1_1,Tank5,NA,9.5,151.9510635,-23.4708255,,Taxon1,,28.39861107,21.66318321,6.735427856,24.81371681,T5,9/3/2024,26.5,Alive,C,3,NoBleaching,0,5.246,Pink,1.023023824,14.23594498,12,12,3,6,C8,NA,-5.29763619,-0.422739886
EXP19,EXP19_T1,Windward,FR2,1,T1_1,Tank5,NA,9.5,151.9510635,-23.4708255,,Taxon1,,28.39861107,21.66318321,6.735427856,24.81371681,T6,16/3/2024,26.8,Alive,C,3,NoBleaching,0,5.251,NA,1.022928476,14.24723782,12,12,3,6,C8,NA,-5.29763619,-0.422739886
EXP19,EXP19_T1,Windward,FR2,1,T1_1,Tank5,NA,9.5,151.9510635,-23.4708255,,Taxon1,,28.39861107,21.66318321,6.735427856,24.81371681,T7,23/3/2024,26.1,Alive,C,3,NoBleaching,0,5.268,Pink; Reglued,1.023149895,14.29866548,12,12,3,6,C8,NA,-5.29763619,-0.422739886
EXP19,EXP19_T1,Windward,FR2,1,T1_1,Tank5,NA,9.5,151.9510635,-23.4708255,,Taxon1,,28.39861107,21.66318321,6.735427856,24.81371681,T8,30/3/2024,26.7,Alive,C,4,NoBleaching,0,5.292,Pink,1.022960334,14.35924694,12,12,3,6,C8,NA,-5.29763619,-0.422739886
EXP19,EXP19_T1,Windward,FR2,1,T1_1,Tank5,NA,9.5,151.9510635,-23.4708255,,Taxon1,,28.39861107,21.66318321,6.735427856,24.81371681,T9,6/4/2024,27.5,Alive,C,4,NoBleaching,0,5.293,NA,1.022703365,14.35578153,12,12,3,6,C8,NA,-5.29763619,-0.422739886
EXP19,EXP19_T1,Windward,FR2,1,T1_1,Tank5,NA,9.5,151.9510635,-23.4708255,,Taxon1,,28.39861107,21.66318321,6.735427856,24.81371681,T10,13/4/2024,25.8,Alive,C,4,NoBleaching,0,5.293,NA,1.023243649,14.36877879,12,12,3,6,C8,NA,-5.29763619,-0.422739886
EXP19,EXP19_T1,Windward,FR2,1,T1_1,Tank5,NA,9.5,151.9510635,-23.4708255,,Taxon1,,28.39861107,21.66318321,6.735427856,24.81371681,T11,19/4/2024,24.1,Alive,C,4,NoBleaching,0,5.299,NA,1.02376184,14.39756892,12,12,3,6,C8,NA,-5.29763619,-0.422739886
EXP19,EXP19_T1,Windward,FR2,1,T1_1,Tank5,NA,9.5,151.9510635,-23.4708255,,Taxon1,,28.39861107,21.66318321,6.735427856,24.81371681,T12,27/4/2024,25.7,Alive,C,4,NoBleaching,0,5.273,NA,1.023274748,14.31523128,12,12,3,6,C8,0,-5.29763619,-0.422739886
EXP20,EXP20_C,Windward,FR2,2,C_2,Tank9,25/3/2024,8.1,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,T0,4/2/2024,30.8,Alive,D,4,NoBleaching,0,8.13,NA,1.021593521,22.0094542,6,8,2,NA,C8,NA,-0.818782976,-1.225846418
EXP20,EXP20_C,Windward,FR2,2,C_2,Tank9,25/3/2024,8.1,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,T1,10/2/2024,29.7,Alive,C,2,NoBleaching,0,8.083,NA,1.021972254,21.89607435,6,8,2,NA,C8,NA,-0.818782976,-1.225846418
EXP20,EXP20_C,Windward,FR2,2,C_2,Tank9,25/3/2024,8.1,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,T2,18/2/2024,30.3,Alive,C,2,NoBleaching,0,8.21,NA,1.021766746,22.23246519,6,8,2,NA,C8,NA,-0.818782976,-1.225846418
EXP20,EXP20_C,Windward,FR2,2,C_2,Tank9,25/3/2024,8.1,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,T3,25/2/2024,29.6,Alive,C,2,NoBleaching,0,8.276,NA,1.022006253,22.42016754,6,8,2,NA,C8,NA,-0.818782976,-1.225846418
EXP20,EXP20_C,Windward,FR2,2,C_2,Tank9,25/3/2024,8.1,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,T4,2/3/2024,28.6,Alive,C,2,NoBleaching,0,8.215,NA,1.02234225,22.26742646,6,8,2,NA,C8,NA,-0.818782976,-1.225846418
EXP20,EXP20_C,Windward,FR2,2,C_2,Tank9,25/3/2024,8.1,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,T5,9/3/2024,26.5,PartiallyDead,C,2,NoBleaching,0,8.2,RTN tips,1.023023824,22.25214427,6,8,2,NA,C8,NA,-0.818782976,-1.225846418
EXP20,EXP20_C,Windward,FR2,2,C_2,Tank9,25/3/2024,8.1,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,T6,16/3/2024,26.8,PartiallyDead,C,2,PartialBleaching,0.5,8.199,NA,1.022928476,22.24587752,6,8,2,NA,C8,NA,-0.818782976,-1.225846418
EXP20,EXP20_C,Windward,FR2,2,C_2,Tank9,25/3/2024,8.1,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,T7,23/3/2024,26.1,PartiallyDead,C,2,NoBleaching,0,8.182,NA,1.023149895,22.20798803,6,8,2,NA,C8,NA,-0.818782976,-1.225846418
EXP20,EXP20_C,Windward,FR2,2,C_2,Tank9,25/3/2024,8.1,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,T8,30/3/2024,26.7,Dead,NA,NA,NA,NA,NA,NA,1.022960334,0,6,8,2,NA,C8,NA,-0.818782976,-1.225846418
EXP20,EXP20_C,Windward,FR2,2,C_2,Tank9,25/3/2024,8.1,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,T9,6/4/2024,28.3,Dead,NA,NA,NA,NA,NA,NA,1.022441623,0,6,8,2,NA,C8,NA,-0.818782976,-1.225846418
EXP20,EXP20_C,Windward,FR2,2,C_2,Tank9,25/3/2024,8.1,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,T10,13/4/2024,25.8,Dead,NA,NA,NA,NA,NA,NA,1.023243649,0,6,8,2,NA,C8,NA,-0.818782976,-1.225846418
EXP20,EXP20_C,Windward,FR2,2,C_2,Tank9,25/3/2024,8.1,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,T11,19/4/2024,24.1,Dead,NA,NA,NA,NA,NA,NA,1.02376184,0,6,8,2,NA,C8,NA,-0.818782976,-1.225846418
EXP20,EXP20_C,Windward,FR2,2,C_2,Tank9,25/3/2024,8.1,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,T12,27/4/2024,25.7,Dead,NA,NA,NA,NA,NA,NA,1.023274748,0,6,8,2,NA,C8,1,-0.818782976,-1.225846418
EXP20,EXP20_T1,Windward,FR2,1,T1_1,Tank3,15/3/2024,8.1,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,T0,4/2/2024,30.8,Alive,D,3,NoBleaching,0,9.452,NA,1.021593521,25.58835929,5,6,2,3,C8,NA,-0.818782976,-1.225846418
EXP20,EXP20_T1,Windward,FR2,1,T1_1,Tank3,15/3/2024,8.1,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,T1,10/2/2024,29.7,Alive,D,3,NoBleaching,0,5.87,NA,1.021972254,15.90126889,5,6,2,3,C8,NA,-0.818782976,-1.225846418
EXP20,EXP20_T1,Windward,FR2,1,T1_1,Tank3,15/3/2024,8.1,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,T2,17/2/2024,29.3,Alive,D,2,NoBleaching,0,5.03,NA,1.022107816,13.62887862,5,6,2,3,C8,NA,-0.818782976,-1.225846418
EXP20,EXP20_T1,Windward,FR2,1,T1_1,Tank3,15/3/2024,8.1,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,T3,24/2/2024,30.1,Alive,D,2,NoBleaching,0,5.881,NA,1.021835536,15.9274256,5,6,2,3,C8,NA,-0.818782976,-1.225846418
EXP20,EXP20_T1,Windward,FR2,1,T1_1,Tank3,15/3/2024,8.1,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,T4,3/3/2024,28.6,Alive,C,2,NoBleaching,0,5.953,NA,1.02234225,16.13609126,5,6,2,3,C8,NA,-0.818782976,-1.225846418
EXP20,EXP20_T1,Windward,FR2,1,T1_1,Tank3,15/3/2024,8.1,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,T5,9/3/2024,26.5,PartiallyDead,C,3,PartialBleaching,0.9,5.939,RTN,1.023023824,16.11652254,5,6,2,3,C8,NA,-0.818782976,-1.225846418
EXP20,EXP20_T1,Windward,FR2,1,T1_1,Tank3,15/3/2024,8.1,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,T6,16/3/2024,26.8,Dead,NA,NA,NA,NA,NA,NA,1.022928476,0,5,6,2,3,C8,NA,-0.818782976,-1.225846418
EXP20,EXP20_T1,Windward,FR2,1,T1_1,Tank3,15/3/2024,8.1,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,T7,23/3/2024,26.1,Dead,NA,NA,NA,NA,NA,NA,1.023149895,0,5,6,2,3,C8,NA,-0.818782976,-1.225846418
EXP20,EXP20_T1,Windward,FR2,1,T1_1,Tank3,15/3/2024,8.1,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,T8,30/3/2024,26.7,Dead,NA,NA,NA,NA,NA,NA,1.022960334,0,5,6,2,3,C8,NA,-0.818782976,-1.225846418
EXP20,EXP20_T1,Windward,FR2,1,T1_1,Tank3,15/3/2024,8.1,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,T9,6/4/2024,27.5,Dead,NA,NA,NA,NA,NA,NA,1.022703365,0,5,6,2,3,C8,NA,-0.818782976,-1.225846418
EXP20,EXP20_T1,Windward,FR2,1,T1_1,Tank3,15/3/2024,8.1,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,T10,13/4/2024,25.8,Dead,NA,NA,NA,NA,NA,NA,1.023243649,0,5,6,2,3,C8,NA,-0.818782976,-1.225846418
EXP20,EXP20_T1,Windward,FR2,1,T1_1,Tank3,15/3/2024,8.1,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,T11,19/4/2024,24.1,Dead,NA,NA,NA,NA,NA,NA,1.02376184,0,5,6,2,3,C8,NA,-0.818782976,-1.225846418
EXP20,EXP20_T1,Windward,FR2,1,T1_1,Tank3,15/3/2024,8.1,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,T12,27/4/2024,25.7,Dead,NA,NA,NA,NA,NA,NA,1.023274748,0,5,6,2,3,C8,1,-0.818782976,-1.225846418
EXP20,EXP20_T2,Windward,FR2,1,T2_1,Tank4,9/3/2024,8.1,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,T0,4/2/2024,30.8,Alive,D,3,NoBleaching,0,4.716,NA,1.021593521,12.76710775,12,5,2,NA,C8,NA,-0.818782976,-1.225846418
EXP20,EXP20_T2,Windward,FR2,1,T2_1,Tank4,9/3/2024,8.1,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,T1,10/2/2024,29.7,Alive,C,3,NoBleaching,0,4.694,NA,1.021972254,12.7155973,12,5,2,NA,C8,NA,-0.818782976,-1.225846418
EXP20,EXP20_T2,Windward,FR2,1,T2_1,Tank4,9/3/2024,8.1,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,T2,17/2/2024,29.3,Alive,C,2,NoBleaching,0,4.261,NA,1.022107816,11.5452588,12,5,2,NA,C8,NA,-0.818782976,-1.225846418
EXP20,EXP20_T2,Windward,FR2,1,T2_1,Tank4,9/3/2024,8.1,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,T3,24/2/2024,30.1,Alive,D,2,NoBleaching,0,4.816,NA,1.021835536,13.0431018,12,5,2,NA,C8,NA,-0.818782976,-1.225846418
EXP20,EXP20_T2,Windward,FR2,1,T2_1,Tank4,9/3/2024,8.1,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,T4,2/3/2024,28.6,Alive,C,2,NoBleaching,0,4.756,NA,1.02234225,12.89152529,12,5,2,NA,C8,NA,-0.818782976,-1.225846418
EXP20,EXP20_T2,Windward,FR2,1,T2_1,Tank4,9/3/2024,8.1,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,T5,9/3/2024,26.5,Dead,NA,NA,NA,NA,NA,NA,1.023023824,0,12,5,2,NA,C8,NA,-0.818782976,-1.225846418
EXP20,EXP20_T2,Windward,FR2,1,T2_1,Tank4,9/3/2024,8.1,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,T6,16/3/2024,26.8,Dead,NA,NA,NA,NA,NA,NA,1.022928476,0,12,5,2,NA,C8,NA,-0.818782976,-1.225846418
EXP20,EXP20_T2,Windward,FR2,1,T2_1,Tank4,9/3/2024,8.1,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,T7,23/3/2024,26.1,Dead,NA,NA,NA,NA,NA,NA,1.023149895,0,12,5,2,NA,C8,NA,-0.818782976,-1.225846418
EXP20,EXP20_T2,Windward,FR2,1,T2_1,Tank4,9/3/2024,8.1,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,T8,30/3/2024,26.7,Dead,NA,NA,NA,NA,NA,NA,1.022960334,0,12,5,2,NA,C8,NA,-0.818782976,-1.225846418
EXP20,EXP20_T2,Windward,FR2,1,T2_1,Tank4,9/3/2024,8.1,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,T9,6/4/2024,27.5,Dead,NA,NA,NA,NA,NA,NA,1.022703365,0,12,5,2,NA,C8,NA,-0.818782976,-1.225846418
EXP20,EXP20_T2,Windward,FR2,1,T2_1,Tank4,9/3/2024,8.1,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,T10,13/4/2024,25.8,Dead,NA,NA,NA,NA,NA,NA,1.023243649,0,12,5,2,NA,C8,NA,-0.818782976,-1.225846418
EXP20,EXP20_T2,Windward,FR2,1,T2_1,Tank4,9/3/2024,8.1,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,T11,19/4/2024,24.1,Dead,NA,NA,NA,NA,NA,NA,1.02376184,0,12,5,2,NA,C8,NA,-0.818782976,-1.225846418
EXP20,EXP20_T2,Windward,FR2,1,T2_1,Tank4,9/3/2024,8.1,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,T12,27/4/2024,25.7,Dead,NA,NA,NA,NA,NA,NA,1.023274748,0,12,5,2,NA,C8,1,-0.818782976,-1.225846418
EXP21,EXP21_T2,Windward,FR2,1,T2_1,Tank4,NA,6.6,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,T0,4/2/2024,30.8,Alive,D,4,NoBleaching,0,6.569,NA,1.021593521,17.7835307,10,12,2,1,C8,NA,-0.818782976,-1.225846418
EXP21,EXP21_T2,Windward,FR2,1,T2_1,Tank4,NA,6.6,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,T1,10/2/2024,29.7,Alive,C,3,NoBleaching,0,6.62,NA,1.021972254,17.9329472,10,12,2,1,C8,NA,-0.818782976,-1.225846418
EXP21,EXP21_T2,Windward,FR2,1,T2_1,Tank4,NA,6.6,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,T2,17/2/2024,29.3,Alive,C,3,NoBleaching,0,5.768,Pink,1.022107816,15.62850335,10,12,2,1,C8,NA,-0.818782976,-1.225846418
EXP21,EXP21_T2,Windward,FR2,1,T2_1,Tank4,NA,6.6,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,T3,24/2/2024,30.1,Alive,C,3,NoBleaching,0,6.703,Pink,1.021835536,18.15363608,10,12,2,1,C8,NA,-0.818782976,-1.225846418
EXP21,EXP21_T2,Windward,FR2,1,T2_1,Tank4,NA,6.6,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,T4,2/3/2024,28.6,Alive,C,2,NoBleaching,0,6.772,Pink,1.02234225,18.35605745,10,12,2,1,C8,NA,-0.818782976,-1.225846418
EXP21,EXP21_T2,Windward,FR2,1,T2_1,Tank4,NA,6.6,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,T5,9/3/2024,26.5,Alive,C,3,NoBleaching,0,6.751,Pink,1.023023824,18.32002756,10,12,2,1,C8,NA,-0.818782976,-1.225846418
EXP21,EXP21_T2,Windward,FR2,1,T2_1,Tank4,NA,6.6,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,T6,16/3/2024,26.8,Alive,C,2,NoBleaching,0,6.775,NA,1.022928476,18.38221981,10,12,2,1,C8,NA,-0.818782976,-1.225846418
EXP21,EXP21_T2,Windward,FR2,1,T2_1,Tank4,NA,6.6,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,T7,23/3/2024,26.1,Alive,C,2,NoBleaching,0,6.769,Pink,1.023149895,18.37275373,10,12,2,1,C8,NA,-0.818782976,-1.225846418
EXP21,EXP21_T2,Windward,FR2,1,T2_1,Tank4,NA,6.6,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,T8,30/3/2024,26.7,Alive,C,2,NoBleaching,0,6.803,NA,1.022960334,18.45917554,10,12,2,1,C8,NA,-0.818782976,-1.225846418
EXP21,EXP21_T2,Windward,FR2,1,T2_1,Tank4,NA,6.6,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,T9,6/4/2024,27.5,PartiallyDead,C,2,NoBleaching,0,6.796,TLT,1.022703365,18.43224849,10,12,2,1,C8,NA,-0.818782976,-1.225846418
EXP21,EXP21_T2,Windward,FR2,1,T2_1,Tank4,NA,6.6,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,T10,13/4/2024,25.8,PartiallyDead,C,2,PartialBleaching,0.5,6.777,NA,1.023243649,18.39735761,10,12,2,1,C8,NA,-0.818782976,-1.225846418
EXP21,EXP21_T2,Windward,FR2,1,T2_1,Tank4,NA,6.6,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,T11,19/4/2024,24.1,PartiallyDead,C,3,NoBleaching,0,6.781,NA,1.02376184,18.42421491,10,12,2,1,C8,NA,-0.818782976,-1.225846418
EXP21,EXP21_T2,Windward,FR2,1,T2_1,Tank4,NA,6.6,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,T12,27/4/2024,25.7,PartiallyDead,C,3,NoBleaching,0,6.774,NA,1.023274748,18.39017195,10,12,2,1,C8,0.5,-0.818782976,-1.225846418
EXP21,EXP21_T1,Windward,FR2,2,T1_2,Tank12,16/3/2024,6.6,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,T0,4/2/2024,30.8,Alive,D,4,NoBleaching,0,5.234,NA,1.021593521,14.16943214,12,6,2,NA,C8,NA,-0.818782976,-1.225846418
EXP21,EXP21_T1,Windward,FR2,2,T1_2,Tank12,16/3/2024,6.6,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,T1,10/2/2024,29.7,Alive,C,3,NoBleaching,0,5.144,NA,1.021972254,13.93460429,12,6,2,NA,C8,NA,-0.818782976,-1.225846418
EXP21,EXP21_T1,Windward,FR2,2,T1_2,Tank12,16/3/2024,6.6,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,T2,18/2/2024,30.3,Alive,C,3,NoBleaching,0,5.275,NA,1.021766746,14.28456198,12,6,2,NA,C8,NA,-0.818782976,-1.225846418
EXP21,EXP21_T1,Windward,FR2,2,T1_2,Tank12,16/3/2024,6.6,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,T3,24/2/2024,30.1,Alive,C,3,NoBleaching,0,5.303,Pink,1.021835536,14.36203672,12,6,2,NA,C8,NA,-0.818782976,-1.225846418
EXP21,EXP21_T1,Windward,FR2,2,T1_2,Tank12,16/3/2024,6.6,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,T4,2/3/2024,28.6,Alive,C,3,NoBleaching,0,5.889,Pink,1.02234225,15.96261405,12,6,2,NA,C8,NA,-0.818782976,-1.225846418
EXP21,EXP21_T1,Windward,FR2,2,T1_2,Tank12,16/3/2024,6.6,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,T5,10/3/2024,26.5,Alive,C,2,NoBleaching,0,5.332,NA,1.023023824,14.46932113,12,6,2,NA,C8,NA,-0.818782976,-1.225846418
EXP21,EXP21_T1,Windward,FR2,2,T1_2,Tank12,16/3/2024,6.6,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,T6,16/3/2024,26.8,Dead,NA,NA,NA,NA,NA,NA,1.022928476,0,12,6,2,NA,C8,NA,-0.818782976,-1.225846418
EXP21,EXP21_T1,Windward,FR2,2,T1_2,Tank12,16/3/2024,6.6,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,T7,23/3/2024,26.1,Dead,NA,NA,NA,NA,NA,NA,1.023149895,0,12,6,2,NA,C8,NA,-0.818782976,-1.225846418
EXP21,EXP21_T1,Windward,FR2,2,T1_2,Tank12,16/3/2024,6.6,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,T8,30/3/2024,26.7,Dead,NA,NA,NA,NA,NA,NA,1.022960334,0,12,6,2,NA,C8,NA,-0.818782976,-1.225846418
EXP21,EXP21_T1,Windward,FR2,2,T1_2,Tank12,16/3/2024,6.6,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,T9,6/4/2024,27.5,Dead,NA,NA,NA,NA,NA,NA,1.022703365,0,12,6,2,NA,C8,NA,-0.818782976,-1.225846418
