IndividualID,FragID,LocationID,ReefZone,TableID,SumpID,TankID,DeathDate,Depth,Longitude,Latitude,Reassessment_survival,Taxon,Reassessment_bleaching,TempMaxMM,TempMinMM,TempRange,TempMean,ITS2,TimePoint,Date,WaterTemp,Survival,CoralWatchLetter,CoralWatchNumber,Bleaching,BleachedArea,BW,Comment,WaterDensity,SkelletonWeight,max_bleaching,SurvivalT12,max_bleaching_adj,tempPC2,tempPC1
EXP31,EXP31_T2,BA2S,Leeward,1,T2_1,Tank2,25/3/2024,9.9,151.920269,-23.434075,Alive,Taxon1,NoBleaching,28.33029938,21.69106293,6.63923645,24.75632477,C8/C8a,T2,17/2/2024,29.3,Alive,C,2,NoBleaching,0,3.898,NA,1.022107816,10.56170355,0,Dead,1.00E-06,0.38728208,-0.805286411
EXP31,EXP31_T2,BA2S,Leeward,1,T2_1,Tank2,25/3/2024,9.9,151.920269,-23.434075,Alive,Taxon1,NoBleaching,28.33029938,21.69106293,6.63923645,24.75632477,C8/C8a,T3,24/2/2024,30.1,Alive,C,2,NoBleaching,0,4.713,NA,1.021835536,12.76414842,0,Dead,1.00E-06,0.38728208,-0.805286411
EXP31,EXP31_T2,BA2S,Leeward,1,T2_1,Tank2,25/3/2024,9.9,151.920269,-23.434075,Alive,Taxon1,NoBleaching,28.33029938,21.69106293,6.63923645,24.75632477,C8/C8a,T4,2/3/2024,28.6,Alive,C,2,NoBleaching,0,4.707,NA,1.02234225,12.7587068,0,Dead,1.00E-06,0.38728208,-0.805286411
EXP31,EXP31_T2,BA2S,Leeward,1,T2_1,Tank2,25/3/2024,9.9,151.920269,-23.434075,Alive,Taxon1,NoBleaching,28.33029938,21.69106293,6.63923645,24.75632477,C8/C8a,T5,9/3/2024,26.5,Alive,D,2,NoBleaching,0,5.315,NA,1.023023824,14.42318863,0,Dead,1.00E-06,0.38728208,-0.805286411
EXP31,EXP31_T2,BA2S,Leeward,1,T2_1,Tank2,25/3/2024,9.9,151.920269,-23.434075,Alive,Taxon1,NoBleaching,28.33029938,21.69106293,6.63923645,24.75632477,C8/C8a,T6,16/3/2024,26.8,Alive,C,2,NoBleaching,0,4.714,NA,1.022928476,12.79022645,0,Dead,1.00E-06,0.38728208,-0.805286411
EXP31,EXP31_T2,BA2S,Leeward,1,T2_1,Tank2,25/3/2024,9.9,151.920269,-23.434075,Alive,Taxon1,NoBleaching,28.33029938,21.69106293,6.63923645,24.75632477,C8/C8a,T7,23/3/2024,26.1,PartiallyDead,C,2,NoBleaching,0,4.755,NA,1.023149895,12.90625557,0,Dead,1.00E-06,0.38728208,-0.805286411
EXP31,EXP31_T2,BA2S,Leeward,1,T2_1,Tank2,25/3/2024,9.9,151.920269,-23.434075,Alive,Taxon1,NoBleaching,28.33029938,21.69106293,6.63923645,24.75632477,C8/C8a,T8,30/3/2024,26.7,Dead,NA,NA,NA,NA,NA,NA,1.022960334,0,0,Dead,1.00E-06,0.38728208,-0.805286411
EXP31,EXP31_T2,BA2S,Leeward,1,T2_1,Tank2,25/3/2024,9.9,151.920269,-23.434075,Alive,Taxon1,NoBleaching,28.33029938,21.69106293,6.63923645,24.75632477,C8/C8a,T9,6/4/2024,27.5,Dead,NA,NA,NA,NA,NA,NA,1.022703365,0,0,Dead,1.00E-06,0.38728208,-0.805286411
EXP31,EXP31_T2,BA2S,Leeward,1,T2_1,Tank2,25/3/2024,9.9,151.920269,-23.434075,Alive,Taxon1,NoBleaching,28.33029938,21.69106293,6.63923645,24.75632477,C8/C8a,T10,13/4/2024,25.8,Dead,NA,NA,NA,NA,NA,NA,1.023243649,0,0,Dead,1.00E-06,0.38728208,-0.805286411
EXP31,EXP31_T2,BA2S,Leeward,1,T2_1,Tank2,25/3/2024,9.9,151.920269,-23.434075,Alive,Taxon1,NoBleaching,28.33029938,21.69106293,6.63923645,24.75632477,C8/C8a,T11,19/4/2024,24.1,Dead,NA,NA,NA,NA,NA,NA,1.02376184,0,0,Dead,1.00E-06,0.38728208,-0.805286411
EXP31,EXP31_T2,BA2S,Leeward,1,T2_1,Tank2,25/3/2024,9.9,151.920269,-23.434075,Alive,Taxon1,NoBleaching,28.33029938,21.69106293,6.63923645,24.75632477,C8/C8a,T12,27/4/2024,25.7,Dead,NA,NA,NA,NA,NA,NA,1.023274748,0,0,Dead,1.00E-06,0.38728208,-0.805286411
EXP34,EXP34_T1,BA2S,Leeward,2,T1_2,Tank10,16/3/2024,6.9,151.920269,-23.434075,Dead,Taxon1,,28.34126663,21.68590927,6.655357361,24.75913293,C8/C8a,T0,5/2/2024,30.9,Alive,D,3,NoBleaching,0,5.76,NA,1.021558662,15.59250575,1,Dead,0.999999,0.433411188,-0.468647226
EXP34,EXP34_T1,BA2S,Leeward,2,T1_2,Tank10,16/3/2024,6.9,151.920269,-23.434075,Dead,Taxon1,,28.34126663,21.68590927,6.655357361,24.75913293,C8/C8a,T1,10/2/2024,29.7,Alive,D,3,PartialBleaching,0.2,5.783,NA,1.021972254,15.66559421,1,Dead,0.999999,0.433411188,-0.468647226
EXP34,EXP34_T1,BA2S,Leeward,2,T1_2,Tank10,16/3/2024,6.9,151.920269,-23.434075,Dead,Taxon1,,28.34126663,21.68590927,6.655357361,24.75913293,C8/C8a,T2,18/2/2024,30.3,Alive,D,2,PartialBleaching,0.85,5.854,NA,1.021766746,15.85247883,1,Dead,0.999999,0.433411188,-0.468647226
EXP34,EXP34_T1,BA2S,Leeward,2,T1_2,Tank10,16/3/2024,6.9,151.920269,-23.434075,Dead,Taxon1,,28.34126663,21.68590927,6.655357361,24.75913293,C8/C8a,T3,25/2/2024,29.6,Alive,C,2,PartialBleaching,0.9,5.873,NA,1.022006253,15.91030014,1,Dead,0.999999,0.433411188,-0.468647226
EXP34,EXP34_T1,BA2S,Leeward,2,T1_2,Tank10,16/3/2024,6.9,151.920269,-23.434075,Dead,Taxon1,,28.34126663,21.68590927,6.655357361,24.75913293,C8/C8a,T4,2/3/2024,28.6,Alive,C,2,PartialBleaching,0.9,12.153,NA,1.02234225,32.94169613,1,Dead,0.999999,0.433411188,-0.468647226
EXP34,EXP34_T1,BA2S,Leeward,2,T1_2,Tank10,16/3/2024,6.9,151.920269,-23.434075,Dead,Taxon1,,28.34126663,21.68590927,6.655357361,24.75913293,C8/C8a,T5,10/3/2024,26.5,PartiallyDead,C,2,FullBleaching,1,5.906,RTN tips,1.023023824,16.02697123,1,Dead,0.999999,0.433411188,-0.468647226
EXP34,EXP34_T1,BA2S,Leeward,2,T1_2,Tank10,16/3/2024,6.9,151.920269,-23.434075,Dead,Taxon1,,28.34126663,21.68590927,6.655357361,24.75913293,C8/C8a,T6,16/3/2024,26.8,Dead,NA,NA,NA,NA,NA,NA,1.022928476,0,1,Dead,0.999999,0.433411188,-0.468647226
EXP34,EXP34_T1,BA2S,Leeward,2,T1_2,Tank10,16/3/2024,6.9,151.920269,-23.434075,Dead,Taxon1,,28.34126663,21.68590927,6.655357361,24.75913293,C8/C8a,T7,23/3/2024,26.1,Dead,NA,NA,NA,NA,NA,NA,1.023149895,0,1,Dead,0.999999,0.433411188,-0.468647226
EXP34,EXP34_T1,BA2S,Leeward,2,T1_2,Tank10,16/3/2024,6.9,151.920269,-23.434075,Dead,Taxon1,,28.34126663,21.68590927,6.655357361,24.75913293,C8/C8a,T8,30/3/2024,26.7,Dead,NA,NA,NA,NA,NA,NA,1.022960334,0,1,Dead,0.999999,0.433411188,-0.468647226
EXP34,EXP34_T1,BA2S,Leeward,2,T1_2,Tank10,16/3/2024,6.9,151.920269,-23.434075,Dead,Taxon1,,28.34126663,21.68590927,6.655357361,24.75913293,C8/C8a,T9,6/4/2024,27.5,Dead,NA,NA,NA,NA,NA,NA,1.022703365,0,1,Dead,0.999999,0.433411188,-0.468647226
EXP34,EXP34_T1,BA2S,Leeward,2,T1_2,Tank10,16/3/2024,6.9,151.920269,-23.434075,Dead,Taxon1,,28.34126663,21.68590927,6.655357361,24.75913293,C8/C8a,T10,13/4/2024,25.8,Dead,NA,NA,NA,NA,NA,NA,1.023243649,0,1,Dead,0.999999,0.433411188,-0.468647226
EXP34,EXP34_T1,BA2S,Leeward,2,T1_2,Tank10,16/3/2024,6.9,151.920269,-23.434075,Dead,Taxon1,,28.34126663,21.68590927,6.655357361,24.75913293,C8/C8a,T11,19/4/2024,24.1,Dead,NA,NA,NA,NA,NA,NA,1.02376184,0,1,Dead,0.999999,0.433411188,-0.468647226
EXP34,EXP34_T1,BA2S,Leeward,2,T1_2,Tank10,16/3/2024,6.9,151.920269,-23.434075,Dead,Taxon1,,28.34126663,21.68590927,6.655357361,24.75913293,C8/C8a,T12,27/4/2024,25.7,Dead,NA,NA,NA,NA,NA,NA,1.023274748,0,1,Dead,0.999999,0.433411188,-0.468647226
EXP34,EXP34_T2,BA2S,Leeward,1,T2_1,Tank2,2/3/2024,6.9,151.920269,-23.434075,Dead,Taxon1,,28.34126663,21.68590927,6.655357361,24.75913293,C8/C8a,T0,5/2/2024,30.9,Alive,D,3,PartialBleaching,0.2,7.638,NA,1.021558662,20.67631231,1,Dead,0.999999,0.433411188,-0.468647226
EXP34,EXP34_T2,BA2S,Leeward,1,T2_1,Tank2,2/3/2024,6.9,151.920269,-23.434075,Dead,Taxon1,,28.34126663,21.68590927,6.655357361,24.75913293,C8/C8a,T1,10/2/2024,29.7,Alive,D,3,NoBleaching,0.2,7.72,NA,1.021972254,20.91274205,1,Dead,0.999999,0.433411188,-0.468647226
EXP34,EXP34_T2,BA2S,Leeward,1,T2_1,Tank2,2/3/2024,6.9,151.920269,-23.434075,Dead,Taxon1,,28.34126663,21.68590927,6.655357361,24.75913293,C8/C8a,T2,17/2/2024,29.3,Alive,D,2,PartialBleaching,0.7,6.216,NA,1.022107816,16.84236769,1,Dead,0.999999,0.433411188,-0.468647226
EXP34,EXP34_T2,BA2S,Leeward,1,T2_1,Tank2,2/3/2024,6.9,151.920269,-23.434075,Dead,Taxon1,,28.34126663,21.68590927,6.655357361,24.75913293,C8/C8a,T3,24/2/2024,30.1,Alive,D,2,PartialBleaching,0.8,7.979,NA,1.021835536,21.60940807,1,Dead,0.999999,0.433411188,-0.468647226
EXP34,EXP34_T2,BA2S,Leeward,1,T2_1,Tank2,2/3/2024,6.9,151.920269,-23.434075,Dead,Taxon1,,28.34126663,21.68590927,6.655357361,24.75913293,C8/C8a,T4,2/3/2024,28.6,Alive,E,1,FullBleaching,1,7.802,NA,1.02234225,21.14795633,1,Dead,0.999999,0.433411188,-0.468647226
EXP34,EXP34_T2,BA2S,Leeward,1,T2_1,Tank2,2/3/2024,6.9,151.920269,-23.434075,Dead,Taxon1,,28.34126663,21.68590927,6.655357361,24.75913293,C8/C8a,T5,9/3/2024,26.5,Alive,C,1,FullBleaching,1,7.789,NA,1.023023824,21.13682338,1,Dead,0.999999,0.433411188,-0.468647226
EXP34,EXP34_T2,BA2S,Leeward,1,T2_1,Tank2,2/3/2024,6.9,151.920269,-23.434075,Dead,Taxon1,,28.34126663,21.68590927,6.655357361,24.75913293,C8/C8a,T6,16/3/2024,26.8,Alive,C,1,FullBleaching,1,7.983,TN tips,1.022928476,21.65981708,1,Dead,0.999999,0.433411188,-0.468647226
EXP34,EXP34_T2,BA2S,Leeward,1,T2_1,Tank2,2/3/2024,6.9,151.920269,-23.434075,Dead,Taxon1,,28.34126663,21.68590927,6.655357361,24.75913293,C8/C8a,T7,23/3/2024,26.1,Dead,NA,NA,NA,NA,NA,NA,1.023149895,0,1,Dead,0.999999,0.433411188,-0.468647226
EXP34,EXP34_T2,BA2S,Leeward,1,T2_1,Tank2,2/3/2024,6.9,151.920269,-23.434075,Dead,Taxon1,,28.34126663,21.68590927,6.655357361,24.75913293,C8/C8a,T8,30/3/2024,26.7,Dead,NA,NA,NA,NA,NA,NA,1.022960334,0,1,Dead,0.999999,0.433411188,-0.468647226
EXP34,EXP34_T2,BA2S,Leeward,1,T2_1,Tank2,2/3/2024,6.9,151.920269,-23.434075,Dead,Taxon1,,28.34126663,21.68590927,6.655357361,24.75913293,C8/C8a,T9,6/4/2024,27.5,Dead,NA,NA,NA,NA,NA,NA,1.022703365,0,1,Dead,0.999999,0.433411188,-0.468647226
EXP34,EXP34_T2,BA2S,Leeward,1,T2_1,Tank2,2/3/2024,6.9,151.920269,-23.434075,Dead,Taxon1,,28.34126663,21.68590927,6.655357361,24.75913293,C8/C8a,T10,13/4/2024,25.8,Dead,NA,NA,NA,NA,NA,NA,1.023243649,0,1,Dead,0.999999,0.433411188,-0.468647226
EXP34,EXP34_T2,BA2S,Leeward,1,T2_1,Tank2,2/3/2024,6.9,151.920269,-23.434075,Dead,Taxon1,,28.34126663,21.68590927,6.655357361,24.75913293,C8/C8a,T11,19/4/2024,24.1,Dead,NA,NA,NA,NA,NA,NA,1.02376184,0,1,Dead,0.999999,0.433411188,-0.468647226
EXP34,EXP34_T2,BA2S,Leeward,1,T2_1,Tank2,2/3/2024,6.9,151.920269,-23.434075,Dead,Taxon1,,28.34126663,21.68590927,6.655357361,24.75913293,C8/C8a,T12,27/4/2024,25.7,Dead,NA,NA,NA,NA,NA,NA,1.023274748,0,1,Dead,0.999999,0.433411188,-0.468647226
EXP34,EXP34_C,BA2S,Leeward,1,C_1,Tank1,2/3/2024,6.9,151.920269,-23.434075,Dead,Taxon1,,28.34126663,21.68590927,6.655357361,24.75913293,C8/C8a,T0,5/2/2024,30.9,Alive,D,3,NoBleaching,0,6.957,NA,1.021558662,18.83282335,1,Dead,0.999999,0.433411188,-0.468647226
EXP34,EXP34_C,BA2S,Leeward,1,C_1,Tank1,2/3/2024,6.9,151.920269,-23.434075,Dead,Taxon1,,28.34126663,21.68590927,6.655357361,24.75913293,C8/C8a,T1,10/2/2024,29.7,Alive,D,2,NoBleaching,0,7.11,NA,1.021972254,19.26031036,1,Dead,0.999999,0.433411188,-0.468647226
EXP34,EXP34_C,BA2S,Leeward,1,C_1,Tank1,2/3/2024,6.9,151.920269,-23.434075,Dead,Taxon1,,28.34126663,21.68590927,6.655357361,24.75913293,C8/C8a,T2,17/2/2024,29.3,Alive,C,2,PartialBleaching,0.9,5.8,NA,1.022107816,15.71520795,1,Dead,0.999999,0.433411188,-0.468647226
EXP34,EXP34_C,BA2S,Leeward,1,C_1,Tank1,2/3/2024,6.9,151.920269,-23.434075,Dead,Taxon1,,28.34126663,21.68590927,6.655357361,24.75913293,C8/C8a,T3,24/2/2024,30.1,Alive,C,2,FullBleaching,1,7.127,NA,1.021835536,19.30194903,1,Dead,0.999999,0.433411188,-0.468647226
EXP34,EXP34_C,BA2S,Leeward,1,C_1,Tank1,2/3/2024,6.9,151.920269,-23.434075,Dead,Taxon1,,28.34126663,21.68590927,6.655357361,24.75913293,C8/C8a,T4,2/3/2024,28.6,Dead,NA,NA,NA,NA,NA,NA,1.02234225,0,1,Dead,0.999999,0.433411188,-0.468647226
EXP34,EXP34_C,BA2S,Leeward,1,C_1,Tank1,2/3/2024,6.9,151.920269,-23.434075,Dead,Taxon1,,28.34126663,21.68590927,6.655357361,24.75913293,C8/C8a,T5,9/3/2024,26.5,Dead,NA,NA,NA,NA,NA,NA,1.023023824,0,1,Dead,0.999999,0.433411188,-0.468647226
EXP34,EXP34_C,BA2S,Leeward,1,C_1,Tank1,2/3/2024,6.9,151.920269,-23.434075,Dead,Taxon1,,28.34126663,21.68590927,6.655357361,24.75913293,C8/C8a,T6,16/3/2024,26.8,Dead,NA,NA,NA,NA,NA,NA,1.022928476,0,1,Dead,0.999999,0.433411188,-0.468647226
EXP34,EXP34_C,BA2S,Leeward,1,C_1,Tank1,2/3/2024,6.9,151.920269,-23.434075,Dead,Taxon1,,28.34126663,21.68590927,6.655357361,24.75913293,C8/C8a,T7,23/3/2024,26.1,Dead,NA,NA,NA,NA,NA,NA,1.023149895,0,1,Dead,0.999999,0.433411188,-0.468647226
EXP34,EXP34_C,BA2S,Leeward,1,C_1,Tank1,2/3/2024,6.9,151.920269,-23.434075,Dead,Taxon1,,28.34126663,21.68590927,6.655357361,24.75913293,C8/C8a,T8,30/3/2024,26.7,Dead,NA,NA,NA,NA,NA,NA,1.022960334,0,1,Dead,0.999999,0.433411188,-0.468647226
EXP34,EXP34_C,BA2S,Leeward,1,C_1,Tank1,2/3/2024,6.9,151.920269,-23.434075,Dead,Taxon1,,28.34126663,21.68590927,6.655357361,24.75913293,C8/C8a,T9,6/4/2024,27.5,Dead,NA,NA,NA,NA,NA,NA,1.022703365,0,1,Dead,0.999999,0.433411188,-0.468647226
EXP34,EXP34_C,BA2S,Leeward,1,C_1,Tank1,2/3/2024,6.9,151.920269,-23.434075,Dead,Taxon1,,28.34126663,21.68590927,6.655357361,24.75913293,C8/C8a,T10,13/4/2024,25.8,Dead,NA,NA,NA,NA,NA,NA,1.023243649,0,1,Dead,0.999999,0.433411188,-0.468647226
EXP34,EXP34_C,BA2S,Leeward,1,C_1,Tank1,2/3/2024,6.9,151.920269,-23.434075,Dead,Taxon1,,28.34126663,21.68590927,6.655357361,24.75913293,C8/C8a,T11,19/4/2024,24.1,Dead,NA,NA,NA,NA,NA,NA,1.02376184,0,1,Dead,0.999999,0.433411188,-0.468647226
EXP34,EXP34_C,BA2S,Leeward,1,C_1,Tank1,2/3/2024,6.9,151.920269,-23.434075,Dead,Taxon1,,28.34126663,21.68590927,6.655357361,24.75913293,C8/C8a,T12,27/4/2024,25.7,Dead,NA,NA,NA,NA,NA,NA,1.023274748,0,1,Dead,0.999999,0.433411188,-0.468647226
EXP35,EXP35_T2,BA2S,Leeward,2,T2_2,Tank11,23/3/2024,5.4,151.920269,-23.434075,PartiallyDead,Taxon1,NoBleaching,28.34126663,21.68590927,6.655357361,24.75913293,C8/C8a,T0,5/2/2024,30.9,Alive,D,5,NoBleaching,0,7.469,NA,1.021558662,20.21882386,0.4,Dead,0.4,0.433411188,-0.468647226
EXP35,EXP35_T2,BA2S,Leeward,2,T2_2,Tank11,23/3/2024,5.4,151.920269,-23.434075,PartiallyDead,Taxon1,NoBleaching,28.34126663,21.68590927,6.655357361,24.75913293,C8/C8a,T1,10/2/2024,29.7,Alive,D,3,NoBleaching,0,7.443,NA,1.021972254,20.16237553,0.4,Dead,0.4,0.433411188,-0.468647226
EXP35,EXP35_T2,BA2S,Leeward,2,T2_2,Tank11,23/3/2024,5.4,151.920269,-23.434075,PartiallyDead,Taxon1,NoBleaching,28.34126663,21.68590927,6.655357361,24.75913293,C8/C8a,T2,18/2/2024,30.3,Alive,C,5,PartialBleaching,0.4,7.559,NA,1.021766746,20.46957422,0.4,Dead,0.4,0.433411188,-0.468647226
EXP35,EXP35_T2,BA2S,Leeward,2,T2_2,Tank11,23/3/2024,5.4,151.920269,-23.434075,PartiallyDead,Taxon1,NoBleaching,28.34126663,21.68590927,6.655357361,24.75913293,C8/C8a,T3,25/2/2024,29.6,Alive,D,4,PartialBleaching,0.3,7.588,NA,1.022006253,20.55633534,0.4,Dead,0.4,0.433411188,-0.468647226
EXP35,EXP35_T2,BA2S,Leeward,2,T2_2,Tank11,23/3/2024,5.4,151.920269,-23.434075,PartiallyDead,Taxon1,NoBleaching,28.34126663,21.68590927,6.655357361,24.75913293,C8/C8a,T4,2/3/2024,28.6,Alive,C,3,NoBleaching,0,8.178,NA,1.02234225,22.16713494,0.4,Dead,0.4,0.433411188,-0.468647226
EXP35,EXP35_T2,BA2S,Leeward,2,T2_2,Tank11,23/3/2024,5.4,151.920269,-23.434075,PartiallyDead,Taxon1,NoBleaching,28.34126663,21.68590927,6.655357361,24.75913293,C8/C8a,T5,10/3/2024,26.5,Alive,C,3,NoBleaching,0,7.636,NA,1.023023824,20.72163093,0.4,Dead,0.4,0.433411188,-0.468647226
EXP35,EXP35_T2,BA2S,Leeward,2,T2_2,Tank11,23/3/2024,5.4,151.920269,-23.434075,PartiallyDead,Taxon1,NoBleaching,28.34126663,21.68590927,6.655357361,24.75913293,C8/C8a,T6,16/3/2024,26.8,Alive,C,2,NoBleaching,0,7.643,NA,1.022928476,20.73731454,0.4,Dead,0.4,0.433411188,-0.468647226
EXP35,EXP35_T2,BA2S,Leeward,2,T2_2,Tank11,23/3/2024,5.4,151.920269,-23.434075,PartiallyDead,Taxon1,NoBleaching,28.34126663,21.68590927,6.655357361,24.75913293,C8/C8a,T7,23/3/2024,26.1,Dead,NA,NA,NA,NA,NA,NA,1.023149895,0,0.4,Dead,0.4,0.433411188,-0.468647226
EXP35,EXP35_T2,BA2S,Leeward,2,T2_2,Tank11,23/3/2024,5.4,151.920269,-23.434075,PartiallyDead,Taxon1,NoBleaching,28.34126663,21.68590927,6.655357361,24.75913293,C8/C8a,T8,30/3/2024,26.7,Dead,NA,NA,NA,NA,NA,NA,1.022960334,0,0.4,Dead,0.4,0.433411188,-0.468647226
EXP35,EXP35_T2,BA2S,Leeward,2,T2_2,Tank11,23/3/2024,5.4,151.920269,-23.434075,PartiallyDead,Taxon1,NoBleaching,28.34126663,21.68590927,6.655357361,24.75913293,C8/C8a,T9,6/4/2024,27.5,Dead,NA,NA,NA,NA,NA,NA,1.022703365,0,0.4,Dead,0.4,0.433411188,-0.468647226
EXP35,EXP35_T2,BA2S,Leeward,2,T2_2,Tank11,23/3/2024,5.4,151.920269,-23.434075,PartiallyDead,Taxon1,NoBleaching,28.34126663,21.68590927,6.655357361,24.75913293,C8/C8a,T10,13/4/2024,25.8,Dead,NA,NA,NA,NA,NA,NA,1.023243649,0,0.4,Dead,0.4,0.433411188,-0.468647226
EXP35,EXP35_T2,BA2S,Leeward,2,T2_2,Tank11,23/3/2024,5.4,151.920269,-23.434075,PartiallyDead,Taxon1,NoBleaching,28.34126663,21.68590927,6.655357361,24.75913293,C8/C8a,T11,19/4/2024,24.1,Dead,NA,NA,NA,NA,NA,NA,1.02376184,0,0.4,Dead,0.4,0.433411188,-0.468647226
EXP35,EXP35_T2,BA2S,Leeward,2,T2_2,Tank11,23/3/2024,5.4,151.920269,-23.434075,PartiallyDead,Taxon1,NoBleaching,28.34126663,21.68590927,6.655357361,24.75913293,C8/C8a,T12,27/4/2024,25.7,Dead,NA,NA,NA,NA,NA,NA,1.023274748,0,0.4,Dead,0.4,0.433411188,-0.468647226
EXP35,EXP35_C,BA2S,Leeward,2,C_2,Tank7,13/3/2024,5.4,151.920269,-23.434075,PartiallyDead,Taxon1,NoBleaching,28.34126663,21.68590927,6.655357361,24.75913293,C8/C8a,T0,5/2/2024,30.9,Alive,D,4,NoBleaching,0,4.978,NA,1.021558662,13.47560653,0,Dead,1.00E-06,0.433411188,-0.468647226
EXP35,EXP35_C,BA2S,Leeward,2,C_2,Tank7,13/3/2024,5.4,151.920269,-23.434075,PartiallyDead,Taxon1,NoBleaching,28.34126663,21.68590927,6.655357361,24.75913293,C8/C8a,T1,10/2/2024,29.7,Alive,C,3,NoBleaching,0,5.08,NA,1.021972254,13.76123441,0,Dead,1.00E-06,0.433411188,-0.468647226
EXP35,EXP35_C,BA2S,Leeward,2,C_2,Tank7,13/3/2024,5.4,151.920269,-23.434075,PartiallyDead,Taxon1,NoBleaching,28.34126663,21.68590927,6.655357361,24.75913293,C8/C8a,T2,18/2/2024,30.3,Alive,C,3,NoBleaching,0,5.198,Pink,1.021766746,14.076048,0,Dead,1.00E-06,0.433411188,-0.468647226
EXP35,EXP35_C,BA2S,Leeward,2,C_2,Tank7,13/3/2024,5.4,151.920269,-23.434075,PartiallyDead,Taxon1,NoBleaching,28.34126663,21.68590927,6.655357361,24.75913293,C8/C8a,T3,25/2/2024,29.6,Alive,C,3,NoBleaching,0,5.103,NA,1.022006253,13.82432515,0,Dead,1.00E-06,0.433411188,-0.468647226
EXP35,EXP35_C,BA2S,Leeward,2,C_2,Tank7,13/3/2024,5.4,151.920269,-23.434075,PartiallyDead,Taxon1,NoBleaching,28.34126663,21.68590927,6.655357361,24.75913293,C8/C8a,T4,2/3/2024,28.6,PartiallyDead,C,2,NoBleaching,0,5.083,RTN,1.02234225,13.77788541,0,Dead,1.00E-06,0.433411188,-0.468647226
EXP35,EXP35_C,BA2S,Leeward,2,C_2,Tank7,13/3/2024,5.4,151.920269,-23.434075,PartiallyDead,Taxon1,NoBleaching,28.34126663,21.68590927,6.655357361,24.75913293,C8/C8a,T5,9/3/2024,26.5,PartiallyDead,C,2,NoBleaching,0,5.127,RTN tips,1.023023824,13.91301752,0,Dead,1.00E-06,0.433411188,-0.468647226
EXP35,EXP35_C,BA2S,Leeward,2,C_2,Tank7,13/3/2024,5.4,151.920269,-23.434075,PartiallyDead,Taxon1,NoBleaching,28.34126663,21.68590927,6.655357361,24.75913293,C8/C8a,T6,16/3/2024,26.8,Dead,NA,NA,NA,NA,NA,NA,1.022928476,0,0,Dead,1.00E-06,0.433411188,-0.468647226
EXP35,EXP35_C,BA2S,Leeward,2,C_2,Tank7,13/3/2024,5.4,151.920269,-23.434075,PartiallyDead,Taxon1,NoBleaching,28.34126663,21.68590927,6.655357361,24.75913293,C8/C8a,T7,24/3/2024,26.1,Dead,NA,NA,NA,NA,NA,NA,1.023149895,0,0,Dead,1.00E-06,0.433411188,-0.468647226
EXP35,EXP35_C,BA2S,Leeward,2,C_2,Tank7,13/3/2024,5.4,151.920269,-23.434075,PartiallyDead,Taxon1,NoBleaching,28.34126663,21.68590927,6.655357361,24.75913293,C8/C8a,T8,30/3/2024,26.7,Dead,NA,NA,NA,NA,NA,NA,1.022960334,0,0,Dead,1.00E-06,0.433411188,-0.468647226
EXP35,EXP35_C,BA2S,Leeward,2,C_2,Tank7,13/3/2024,5.4,151.920269,-23.434075,PartiallyDead,Taxon1,NoBleaching,28.34126663,21.68590927,6.655357361,24.75913293,C8/C8a,T9,6/4/2024,28.3,Dead,NA,NA,NA,NA,NA,NA,1.022441623,0,0,Dead,1.00E-06,0.433411188,-0.468647226
EXP35,EXP35_C,BA2S,Leeward,2,C_2,Tank7,13/3/2024,5.4,151.920269,-23.434075,PartiallyDead,Taxon1,NoBleaching,28.34126663,21.68590927,6.655357361,24.75913293,C8/C8a,T10,13/4/2024,25.8,Dead,NA,NA,NA,NA,NA,NA,1.023243649,0,0,Dead,1.00E-06,0.433411188,-0.468647226
EXP35,EXP35_C,BA2S,Leeward,2,C_2,Tank7,13/3/2024,5.4,151.920269,-23.434075,PartiallyDead,Taxon1,NoBleaching,28.34126663,21.68590927,6.655357361,24.75913293,C8/C8a,T11,19/4/2024,24.1,Dead,NA,NA,NA,NA,NA,NA,1.02376184,0,0,Dead,1.00E-06,0.433411188,-0.468647226
EXP35,EXP35_C,BA2S,Leeward,2,C_2,Tank7,13/3/2024,5.4,151.920269,-23.434075,PartiallyDead,Taxon1,NoBleaching,28.34126663,21.68590927,6.655357361,24.75913293,C8/C8a,T12,27/4/2024,25.7,Dead,NA,NA,NA,NA,NA,NA,1.023274748,0,0,Dead,1.00E-06,0.433411188,-0.468647226
EXP35,EXP35_T1,BA2S,Leeward,1,T1_1,Tank3,23/3/2024,5.4,151.920269,-23.434075,PartiallyDead,Taxon1,NoBleaching,28.34126663,21.68590927,6.655357361,24.75913293,C8/C8a,T0,5/2/2024,30.9,Alive,D,4,NoBleaching,0,5.559,NA,1.021558662,15.04839226,0,Dead,1.00E-06,0.433411188,-0.468647226
EXP35,EXP35_T1,BA2S,Leeward,1,T1_1,Tank3,23/3/2024,5.4,151.920269,-23.434075,PartiallyDead,Taxon1,NoBleaching,28.34126663,21.68590927,6.655357361,24.75913293,C8/C8a,T1,10/2/2024,29.7,Alive,C,3,NoBleaching,0,5.644,NA,1.021972254,15.28905649,0,Dead,1.00E-06,0.433411188,-0.468647226
