IndividualID,FragID,LocationID,TableID,SumpID,TankID,DeathDate,Date_T0,WaterTemp_T0,Survival_T0,CoralWatch_T0,Bleaching_T0,BleachedArea_T0,BW_T0,Comment_T0,Date_T1,WaterTemp_T1,Survival_T1,CoralWatch_T1,Bleaching_T1,BleachedArea_T1,BW_T1,Comment_T1,Date_T2,WaterTemp_T2,Survival_T2,CoralWatch_T2,Bleaching_T2,BleachedArea_T2,BW_T2,Comment_T2,Date_T3,WaterTemp_T3,Survival_T3,CoralWatch_T3,Bleaching_T3,BleachedArea_T3,BW_T3,Comment_T3,Date_T4,WaterTemp_T4,Survival_T4,CoralWatch_T4,Bleaching_T4,BleachedArea_T4,BW_T4,Comment_T4,Date_T5,WaterTemp_T5,Survival_T5,CoralWatch_T5,Bleaching_T5,BleachedArea_T5,BW_T5,Comment_T5,Date_T6,WaterTemp_T6,Survival_T6,CoralWatch_T6,Bleaching_T6,BleachedArea_T6,BW_T6,Comment_T6,Date_T7,WaterTemp_T7,Survival_T7,CoralWatch_T7,Bleaching_T7,BleachedArea_T7,BW_T7,Comment_T7,Date_T8,WaterTemp_T8,Survival_T8,CoralWatch_T8,Bleaching_T8,BleachedArea_T8,BW_T8,Comment_T8,Date_T9,WaterTemp_T9,Survival_T9,CoralWatch_T9,Bleaching_T9,BleachedArea_T9,BW_T9,Comment_T9,Date_T10,WaterTemp_T10,Survival_T10,CoralWatch_T10,Bleaching_T10,BleachedArea_T10,BW_T10,Comment_T10,Date_T11,WaterTemp_T11,Survival_T11,CoralWatch_T11,Bleaching_T11,BleachedArea_T11,BW_T11,Comment_T11,Date_T12,WaterTemp_T12,Survival_T12,CoralWatch_T12,Bleaching_T12,BleachedArea_T12,BW_T12,Comment_T12,Depth,Longitude,Latitude,Reassessment_survival,Taxon,Reassessment_bleaching,TempMaxMM,TempMinMM,TempRange,TempMean,ITS2
EXP09,EXP09_T2,H5a,1,T2_1,Tank2,26/3/2024,3/2/2024,30.7,Alive,D3,NoBleaching,0,6.127,NA,10/2/2024,29.7,Alive,D3,NoBleaching,0,6.335,NA,17/2/2024,29.3,Alive,D2,PartialBleaching,0.8,5.151,NA,24/2/2024,30.1,Alive,D2,PartialBleaching,0.9,6.329,NA,2/3/2024,28.6,Alive,D1,FullBleaching,1,6.332,NA,9/3/2024,26.5,Alive,D1,FullBleaching,1,6.32,NA,16/3/2024,26.8,PartiallyDead,D1,FullBleaching,1,6.325,TN tips,23/3/2024,26.1,PartiallyDead,D1,FullBleaching,1,6.334,TN tips,30/3/2024,26.7,Dead,NA,NA,NA,NA,NA,6/4/2024,27.5,Dead,NA,NA,NA,NA,NA,13/4/2024,25.8,Dead,NA,NA,NA,NA,NA,19/4/2024,24.1,Dead,NA,NA,NA,NA,NA,27/4/2024,25.7,Dead,NA,NA,NA,NA,NA,2.5,151.99555,-23.4526,Dead,Taxon5,Dead,28.33948517,21.71948624,6.619998932,24.78709425,C78/noName
EXP09,EXP09_C,H5a,1,C_1,Tank1,2/3/2024,4/2/2024,30.7,Alive,D3,NoBleaching,0,9.172,NA,10/2/2024,29.7,Alive,D2,NoBleaching,0,6.261,NA,17/2/2024,29.3,Alive,D2,PartialBleaching,0.9,5.015,NA,24/2/2024,30.1,Alive,D2,FullBleaching,1,6.274,NA,2/3/2024,28.6,Dead,NA,NA,NA,NA,NA,9/3/2024,26.5,Dead,NA,NA,NA,NA,NA,16/3/2024,26.8,Dead,NA,NA,NA,NA,NA,23/3/2024,26.1,Dead,NA,NA,NA,NA,NA,30/3/2024,26.7,Dead,NA,NA,NA,NA,NA,6/4/2024,27.5,Dead,NA,NA,NA,NA,NA,13/4/2024,25.8,Dead,NA,NA,NA,NA,NA,19/4/2024,24.1,Dead,NA,NA,NA,NA,NA,27/4/2024,25.7,Dead,NA,NA,NA,NA,NA,2.5,151.99555,-23.4526,Dead,Taxon5,Dead,28.33948517,21.71948624,6.619998932,24.78709425,C78/noName
EXP09,EXP09_T1,H5a,1,T1_1,Tank3,25/3/2024,3/2/2024,30.7,Alive,D4,NoBleaching,0,10.03,NA,10/2/2024,29.7,Alive,D3,NoBleaching,0,6.082,NA,17/2/2024,29.3,Alive,D2,PartialBleaching,0.5,4.958,NA,24/2/2024,30.1,Alive,D2,PartialBleaching,0.95,6.047,NA,3/3/2024,28.6,Alive,D2,FullBleaching,1,6.06,NA,9/3/2024,26.5,Alive,D1,FullBleaching,1,6.054,NA,16/3/2024,26.8,PartiallyDead,D1,FullBleaching,1,6.072,NA,23/3/2024,26.1,PartiallyDead,D1,FullBleaching,1,6.083,NA,30/3/2024,26.7,Dead,NA,NA,NA,NA,NA,6/4/2024,27.5,Dead,NA,NA,NA,NA,NA,13/4/2024,25.8,Dead,NA,NA,NA,NA,NA,19/4/2024,24.1,Dead,NA,NA,NA,NA,NA,27/4/2024,25.7,Dead,NA,NA,NA,NA,NA,2.5,151.99555,-23.4526,Dead,Taxon5,Dead,28.33948517,21.71948624,6.619998932,24.78709425,C78/noName
EXP10,EXP10_T1,H5a,1,T1_1,Tank5,28/3/2024,3/2/2024,30.7,Alive,D5,NoBleaching,0,7.565,NA,10/2/2024,29.7,Alive,C3,NoBleaching,0,7.871,NA,17/2/2024,29.3,Alive,D2,PartialBleaching,0.8,6.876,NA,24/2/2024,30.1,Alive,D2,PartialBleaching,0.9,9.192,NA,3/3/2024,28.6,Alive,C2,NoBleaching,1,7.995,NA,9/3/2024,26.5,Alive,C1,FullBleaching,1,7.987,NA,16/3/2024,26.8,Alive,D1,FullBleaching,1,7.99,NA,23/3/2024,26.1,PartiallyDead,D1,FullBleaching,1,8.03,TN tips,30/3/2024,26.7,Dead,NA,NA,NA,NA,NA,6/4/2024,27.5,Dead,NA,NA,NA,NA,NA,13/4/2024,25.8,Dead,NA,NA,NA,NA,NA,19/4/2024,24.1,Dead,NA,NA,NA,NA,NA,27/4/2024,25.7,Dead,NA,NA,NA,NA,NA,2,151.99555,-23.4526,Unknown,Taxon5,Unknown,28.33418465,21.71319008,6.620994568,24.78088316,C78/noName
EXP10,EXP10_C,H5a,1,C_1,Tank6,8/3/2024,3/2/2024,30.7,Alive,C4,NoBleaching,0,8.36,NA,10/2/2024,29.7,Alive,C3,NoBleaching,0,6.245,NA,17/2/2024,29.3,Alive,D2,NoBleaching,0,5.065,NA,24/2/2024,30.1,Alive,D2,PartialBleaching,0.5,7.587,NA,3/3/2024,28.6,Alive,D2,FullBleaching,1,6.334,NA,9/3/2024,26.5,Dead,NA,NA,NA,NA,NA,16/3/2024,26.8,Dead,NA,NA,NA,NA,NA,23/3/2024,26.1,Dead,NA,NA,NA,NA,NA,30/3/2024,26.7,Dead,NA,NA,NA,NA,NA,6/4/2024,27.5,Dead,NA,NA,NA,NA,NA,13/4/2024,25.8,Dead,NA,NA,NA,NA,NA,19/4/2024,24.1,Dead,NA,NA,NA,NA,NA,27/4/2024,25.7,Dead,NA,NA,NA,NA,NA,2,151.99555,-23.4526,Unknown,Taxon5,Unknown,28.33418465,21.71319008,6.620994568,24.78088316,C78/noName
EXP10,EXP10_T2,H5a,1,T2_1,Tank4,16/3/2024,3/2/2024,30.7,Alive,C5,NoBleaching,0,6.769,NA,10/2/2024,29.7,Alive,D3,PartialBleaching,0.6,6.926,NA,17/2/2024,29.3,Alive,D2,PartialBleaching,0.9,5.925,NA,24/2/2024,30.1,Alive,D2,PartialBleaching,0.95,7.041,NA,2/3/2024,28.6,Alive,C2,FullBleaching,1,6.914,NA,9/3/2024,26.5,Alive,D2,FullBleaching,1,6.923,NA,16/3/2024,26.8,Dead,NA,NA,NA,NA,NA,23/3/2024,26.1,Dead,NA,NA,NA,NA,NA,30/3/2024,26.7,Dead,NA,NA,NA,NA,NA,6/4/2024,27.5,Dead,NA,NA,NA,NA,NA,13/4/2024,25.8,Dead,NA,NA,NA,NA,NA,19/4/2024,24.1,Dead,NA,NA,NA,NA,NA,27/4/2024,25.7,Dead,NA,NA,NA,NA,NA,2,151.99555,-23.4526,Unknown,Taxon5,Unknown,28.33418465,21.71319008,6.620994568,24.78088316,C78/noName
EXP11,EXP11_T1,FR1,2,T1_2,Tank12,20/3/2024,4/2/2024,30.8,Alive,D3,PartialBleaching,0.2,7.506,NA,10/2/2024,29.7,Alive,D3,PartialBleaching,0.5,7.585,NA,18/2/2024,30.3,Alive,D3,PartialBleaching,0.5,7.683,NA,24/2/2024,30.1,PartiallyDead,C3,PartialBleaching,0.5,7.63,NA,2/3/2024,28.6,PartiallyDead,D2,PartialBleaching,0.6,9.078,NA,10/3/2024,26.5,PartiallyDead,D3,NoBleaching,0,7.705,RTN,16/3/2024,26.8,PartiallyDead,D3,PartialBleaching,0.7,7.695,NA,23/3/2024,26.1,Dead,NA,NA,NA,NA,NA,30/3/2024,26.7,Dead,NA,NA,NA,NA,NA,6/4/2024,27.5,Dead,NA,NA,NA,NA,NA,13/4/2024,25.8,Dead,NA,NA,NA,NA,NA,19/4/2024,24.1,Dead,NA,NA,NA,NA,NA,27/4/2024,25.7,Dead,NA,NA,NA,NA,NA,8.8,151.977937,-23.472098,Unknown,Taxon1,Unknown,28.31132126,21.69572067,6.615600586,24.78853934,C8/C8a
EXP11,EXP11_C,FR1,2,C_2,Tank9,NA,4/2/2024,30.8,Alive,D3,NoBleaching,0,4.868,NA,10/2/2024,29.7,Alive,D2,NoBleaching,0,4.944,NA,18/2/2024,30.3,Alive,D3,PartialBleaching,0.4,4.994,NA,25/2/2024,29.6,Alive,D3,PartialBleaching,0.3,5.186,NA,2/3/2024,28.6,Alive,D3,PartialBleaching,0.4,5.196,NA,9/3/2024,26.5,Alive,D3,PartialBleaching,0.5,5.178,NA,16/3/2024,26.8,Alive,D3,PartialBleaching,0.3,5.227,NA,23/3/2024,26.1,Alive,D3,PartialBleaching,0.3,5.152,NA,30/3/2024,26.7,Alive,D3,PartialBleaching,0.2,5.137,NA,6/4/2024,28.3,PartiallyDead,D3,PartialBleaching,0.2,5.225,TLT,13/4/2024,25.8,Alive,D3,PartialBleaching,0.25,5.23,NA,19/4/2024,24.1,PartiallyDead,D3,PartialBleaching,0.1,5.227,NA,27/4/2024,25.7,PartiallyDead,D2,NoBleaching,0,5.288,NA,8.8,151.977937,-23.472098,Unknown,Taxon1,Unknown,28.31132126,21.69572067,6.615600586,24.78853934,C8/C8a
EXP11,EXP11_T2,FR1,2,T2_2,Tank11,NA,4/2/2024,30.8,Alive,D3,PartialBleaching,0.25,7.86,NA,10/2/2024,29.7,Alive,D3,PartialBleaching,0.25,7.153,NA,18/2/2024,30.3,Alive,D2,PartialBleaching,0.7,11.193,NA,25/2/2024,29.6,Alive,C3,NoBleaching,0,5.925,NA,2/3/2024,28.6,Alive,D3,PartialBleaching,0.4,7.816,NA,10/3/2024,26.5,Alive,D3,PartialBleaching,0.5,7.225,NA,16/3/2024,26.8,PartiallyDead,D2,NoBleaching,0,7.198,NA,23/3/2024,26.1,PartiallyDead,D2,NoBleaching,0,7.226,NA,30/3/2024,26.7,PartiallyDead,D2,NoBleaching,0,7.263,NA,6/4/2024,27.5,PartiallyDead,D2,NoBleaching,0,7.221,NA,13/4/2024,25.8,PartiallyDead,C3,NoBleaching,0,7.274,NA,19/4/2024,24.1,PartiallyDead,C3,NoBleaching,0,7.256,NA,27/4/2024,25.7,PartiallyDead,D2,NoBleaching,0,7.091,NA,8.8,151.977937,-23.472098,Unknown,Taxon1,Unknown,28.31132126,21.69572067,6.615600586,24.78853934,C8/C8a
EXP12,EXP12_C,FR1,2,C_2,Tank7,NA,4/2/2024,30.8,Alive,D3,NoBleaching,0,10.132,NA,10/2/2024,29.7,Alive,D3,NoBleaching,0,9.501,NA,18/2/2024,30.3,Alive,D3,NoBleaching,0,9.512,NA,25/2/2024,29.6,Alive,D3,PartialBleaching,0.3,9.683,NA,2/3/2024,28.6,Alive,D4,PartialBleaching,0.3,9.769,NA,9/3/2024,26.5,Alive,D3,PartialBleaching,0.5,9.892,NA,16/3/2024,26.8,Alive,D3,PartialBleaching,0.5,9.909,NA,24/3/2024,26.1,Alive,D3,PartialBleaching,0.5,9.975,NA,30/3/2024,26.7,Alive,D3,PartialBleaching,0.5,10.014,NA,6/4/2024,28.3,Alive,D5,PartialBleaching,0.4,10.118,NA,13/4/2024,25.8,Alive,D4,PartialBleaching,0.4,10.24,NA,19/4/2024,24.1,Alive,D5,NoBleaching,0,10.785,NA,27/4/2024,25.7,Alive,D5,NoBleaching,0,10.427,NA,8.1,151.977937,-23.472098,PartiallyDead,Taxon5,NoBleaching,28.31132126,21.69572067,6.615600586,24.78853934,C78/noName
EXP12,EXP12_T2,FR1,2,T2_2,Tank8,NA,4/2/2024,30.8,Alive,D3,NoBleaching,0,10.562,NA,10/2/2024,29.7,Alive,D3,NoBleaching,0,9.742,NA,18/2/2024,30.3,Alive,D3,NoBleaching,0,9.955,NA,25/2/2024,29.6,Alive,D3,NoBleaching,0,10.524,NA,2/3/2024,28.6,Alive,D3,NoBleaching,0,10.238,NA,9/3/2024,26.5,Alive,D3,NoBleaching,0,10.286,NA,16/3/2024,26.8,Alive,D3,PartialBleaching,0.4,10.385,NA,23/3/2024,26.1,Alive,D4,PartialBleaching,0.1,10.5,NA,30/3/2024,26.7,Alive,D3,NoBleaching,0,10.461,NA,6/4/2024,28.3,Alive,D5,NoBleaching,0,10.528,NA,13/4/2024,25.8,Alive,D5,NoBleaching,0,11.496,NA,19/4/2024,24.1,Alive,D5,NoBleaching,0,11.292,NA,27/4/2024,25.7,Alive,D5,NoBleaching,0,11.072,NA,8.1,151.977937,-23.472098,PartiallyDead,Taxon5,NoBleaching,28.31132126,21.69572067,6.615600586,24.78853934,C78/noName
EXP12,EXP12_T1,FR1,2,T1_2,Tank10,NA,4/2/2024,30.8,Alive,D3,NoBleaching,0,11.4,NA,10/2/2024,29.7,Alive,D3,NoBleaching,0,11.072,NA,18/2/2024,30.3,Alive,D3,PartialBleaching,0.35,11.117,Black base,25/2/2024,29.6,Alive,D3,PartialBleaching,0.4,11.357,Black parts,2/3/2024,28.6,Alive,D3,PartialBleaching,0.5,15.566,NA,10/3/2024,26.5,Alive,D3,PartialBleaching,0.5,11.377,NA,16/3/2024,26.8,Alive,D3,PartialBleaching,0.6,11.381,NA,23/3/2024,26.1,Alive,D4,PartialBleaching,0.6,11.416,NA,30/3/2024,26.7,Alive,D4,PartialBleaching,0.5,11.461,NA,6/4/2024,27.5,Alive,D4,PartialBleaching,0.4,12.111,NA,13/4/2024,25.8,Alive,D5,PartialBleaching,0.5,12.364,NA,19/4/2024,24.1,Alive,D5,PartialBleaching,0.4,12.857,NA,27/4/2024,25.7,Alive,D5,PartialBleaching,0.4,12.195,NA,8.1,151.977937,-23.472098,PartiallyDead,Taxon5,NoBleaching,28.31132126,21.69572067,6.615600586,24.78853934,C78/noName
EXP13,EXP13_T1,FR1,1,T1_1,Tank5,13/4/2024,4/2/2024,30.8,Alive,D4,NoBleaching,0,8.009,NA,10/2/2024,29.7,Alive,D4,NoBleaching,0,7.856,NA,17/2/2024,29.3,Alive,D3,NoBleaching,0,6.91,NA,24/2/2024,30.1,Alive,D3,PartialBleaching,0.3,7.994,NA,3/3/2024,28.6,Alive,D2,PartialBleaching,0.9,8.028,NA,9/3/2024,26.5,Alive,D1,FullBleaching,1,8.612,NA,16/3/2024,26.8,Alive,D1,FullBleaching,1,8.052,NA,23/3/2024,26.1,Alive,C1,FullBleaching,1,8.088,NA,30/3/2024,26.7,Alive,C1,FullBleaching,1,8.074,NA,6/4/2024,27.5,Alive,C1,FullBleaching,1,8.08,NA,13/4/2024,25.8,Dead,NA,NA,NA,NA,NA,19/4/2024,24.1,Dead,NA,NA,NA,NA,NA,27/4/2024,25.7,Dead,NA,NA,NA,NA,NA,7.5,151.977937,-23.472098,Dead,Taxon5,Dead,28.31132126,21.69572067,6.615600586,24.78853934,C78/noName
EXP13,EXP13_C,FR1,1,C_1,Tank1,13/4/2024,4/2/2024,30.8,Alive,D4,NoBleaching,0,9.643,NA,10/2/2024,29.7,Alive,D4,NoBleaching,0,9.89,NA,17/2/2024,29.3,Alive,D4,NoBleaching,0,8.34,NA,24/2/2024,30.1,Alive,D3,PartialBleaching,0.2,10.142,NA,2/3/2024,28.6,Alive,D3,PartialBleaching,0.5,10.184,NA,9/3/2024,26.5,Alive,D1,FullBleaching,1,12.21,NA,16/3/2024,26.8,Alive,C1,FullBleaching,1,10.227,NA,23/3/2024,26.1,Alive,C1,FullBleaching,1,10.433,NA,30/3/2024,26.7,Alive,D1,FullBleaching,1,9.406,NA,6/4/2024,27.5,Alive,D1,FullBleaching,1,10.209,NA,13/4/2024,25.8,Dead,NA,NA,NA,NA,NA,19/4/2024,24.1,Dead,NA,NA,NA,NA,NA,27/4/2024,25.7,Dead,NA,NA,NA,NA,NA,7.5,151.977937,-23.472098,Dead,Taxon5,Dead,28.31132126,21.69572067,6.615600586,24.78853934,C78/noName
EXP13,EXP13_T2,FR1,1,T2_1,Tank2,NA,4/2/2024,30.8,Alive,D4,NoBleaching,0,9.072,NA,10/2/2024,29.7,Alive,D4,NoBleaching,0,8.543,NA,17/2/2024,29.3,Alive,D5,NoBleaching,0,7.215,NA,24/2/2024,30.1,Alive,D4,NoBleaching,0,8.603,NA,2/3/2024,28.6,Alive,E5,PartialBleaching,0.4,8.678,Green skelleton,9/3/2024,26.5,Alive,D3,PartialBleaching,0.8,8.727,Green skelleton,16/3/2024,26.8,Alive,D3,PartialBleaching,0.9,8.694,NA,23/3/2024,26.1,Alive,D3,PartialBleaching,0.9,8.749,NA,30/3/2024,26.7,Alive,D3,PartialBleaching,0.95,8.762,NA,6/4/2024,27.5,Alive,D3,PartialBleaching,0.9,8.795,NA,13/4/2024,25.8,PartiallyDead,D4,PartialBleaching,0.75,8.787,NA,19/4/2024,24.1,PartiallyDead,D5,PartialBleaching,0.7,8.803,NA,27/4/2024,25.7,PartiallyDead,D5,PartialBleaching,0.5,8.76,NA,7.5,151.977937,-23.472098,Dead,Taxon5,Dead,28.31132126,21.69572067,6.615600586,24.78853934,C78/noName
EXP14,EXP14_T2,FR1,1,T2_1,Tank4,4/2/2024,4/2/2024,30.8,Alive,D3,PartialBleaching,0.3,6.267,Fluorescent,10/2/2024,29.7,Alive,E2,FullBleaching,1,6.394,Fluorescent,17/2/2024,29.3,Alive,E2,FullBleaching,1,5.54,NA,24/2/2024,30.1,Alive,E2,FullBleaching,1,6.405,Fluorescent,2/3/2024,28.6,PartiallyDead,E2,FullBleaching,1,6.457,NA,9/3/2024,26.5,Dead,NA,NA,NA,NA,NA,16/3/2024,26.8,Dead,NA,NA,NA,NA,NA,23/3/2024,26.1,Dead,NA,NA,NA,NA,NA,30/3/2024,26.7,Dead,NA,NA,NA,NA,NA,6/4/2024,27.5,Dead,NA,NA,NA,NA,NA,13/4/2024,25.8,Dead,NA,NA,NA,NA,NA,19/4/2024,24.1,Dead,NA,NA,NA,NA,NA,27/4/2024,25.7,Dead,NA,NA,NA,NA,NA,7.2,151.977937,-23.472098,Unknown,Taxon4,Unknown,28.31132126,21.69572067,6.615600586,24.78853934,noName/C35.3/C35.1
EXP14,EXP14_T1,FR1,1,T1_1,Tank3,16/3/2024,4/2/2024,30.8,Alive,D3,PartialBleaching,0.35,6.532,Fluorescent,10/2/2024,29.7,Alive,E2,FullBleaching,1,6.6422,Fluorescent,17/2/2024,29.3,Alive,E2,FullBleaching,1,5.465,NA,24/2/2024,30.1,Alive,E2,FullBleaching,1,6.647,Fluorescent,3/3/2024,28.6,PartiallyDead,E2,FullBleaching,1,6.742,Algae,9/3/2024,26.5,PartiallyDead,E2,FullBleaching,1,6.704,NA,16/3/2024,26.8,Dead,NA,NA,NA,NA,NA,23/3/2024,26.1,Dead,NA,NA,NA,NA,NA,30/3/2024,26.7,Dead,NA,NA,NA,NA,NA,6/4/2024,27.5,Dead,NA,NA,NA,NA,NA,13/4/2024,25.8,Dead,NA,NA,NA,NA,NA,19/4/2024,24.1,Dead,NA,NA,NA,NA,NA,27/4/2024,25.7,Dead,NA,NA,NA,NA,NA,7.2,151.977937,-23.472098,Unknown,Taxon4,Unknown,28.31132126,21.69572067,6.615600586,24.78853934,noName/C35.3/C35.1
EXP14,EXP14_C,FR1,1,C_1,Tank6,8/3/2024,4/2/2024,30.8,Alive,D3,PartialBleaching,0.4,6.308,Fluorescent,10/2/2024,29.7,Alive,E2,FullBleaching,1,5.367,Fluorescent,17/2/2024,29.3,Alive,E2,FullBleaching,1,4.334,NA,24/2/2024,30.1,Alive,E2,FullBleaching,1,8.935,Fluorescent,3/3/2024,28.6,Alive,E2,FullBleaching,1,5.386,NA,9/3/2024,26.5,Dead,NA,NA,NA,NA,NA,16/3/2024,26.8,Dead,NA,NA,NA,NA,NA,23/3/2024,26.1,Dead,NA,NA,NA,NA,NA,30/3/2024,26.7,Dead,NA,NA,NA,NA,NA,6/4/2024,27.5,Dead,NA,NA,NA,NA,NA,13/4/2024,25.8,Dead,NA,NA,NA,NA,NA,19/4/2024,24.1,Dead,NA,NA,NA,NA,NA,27/4/2024,25.7,Dead,NA,NA,NA,NA,NA,7.2,151.977937,-23.472098,Unknown,Taxon4,Unknown,28.31132126,21.69572067,6.615600586,24.78853934,noName/C35.3/C35.1
EXP15,EXP15_T2,FR2,2,T2_2,Tank11,18/3/2024,4/2/2024,30.8,Alive,D4,NoBleaching,0,9.827,NA,10/2/2024,29.7,Alive,D3,NoBleaching,0,9.815,NA,18/2/2024,30.3,Alive,D3,NoBleaching,0,9.98,Pink,25/2/2024,29.6,Alive,C3,NoBleaching,0,9.975,Pink,2/3/2024,28.6,Alive,C3,NoBleaching,0,10.242,Pink,10/3/2024,26.5,PartiallyDead,D2,NoBleaching,0,9.982,RTN,16/3/2024,26.8,PartiallyDead,D2,NoBleaching,0,9.989,NA,23/3/2024,26.1,Dead,NA,NA,NA,NA,NA,30/3/2024,26.7,Dead,NA,NA,NA,NA,NA,6/4/2024,27.5,Dead,NA,NA,NA,NA,NA,13/4/2024,25.8,Dead,NA,NA,NA,NA,NA,19/4/2024,24.1,Dead,NA,NA,NA,NA,NA,27/4/2024,25.7,Dead,NA,NA,NA,NA,NA,10.5,151.9510635,-23.4708255,PartiallyDead,Taxon1,NoBleaching,28.39861107,21.66318321,6.735427856,24.81371681,C8/C8a
EXP15,EXP15_C,FR2,2,C_2,Tank9,15/3/2024,4/2/2024,30.8,Alive,D3,NoBleaching,0,6.245,NA,10/2/2024,29.7,Alive,C3,NoBleaching,0,6.237,NA,18/2/2024,30.3,Alive,C3,NoBleaching,0,6.39,Pink,25/2/2024,29.6,Alive,C3,NoBleaching,0,6.397,NA,2/3/2024,28.6,Alive,C3,NoBleaching,0,6.418,Pink,9/3/2024,26.5,PartiallyDead,C2,NoBleaching,0,6.386,RTN tips,16/3/2024,26.8,Dead,NA,NA,NA,NA,NA,23/3/2024,26.1,Dead,NA,NA,NA,NA,NA,30/3/2024,26.7,Dead,NA,NA,NA,NA,NA,6/4/2024,28.3,Dead,NA,NA,NA,NA,NA,13/4/2024,25.8,Dead,NA,NA,NA,NA,NA,19/4/2024,24.1,Dead,NA,NA,NA,NA,NA,27/4/2024,25.7,Dead,NA,NA,NA,NA,NA,10.5,151.9510635,-23.4708255,PartiallyDead,Taxon1,NoBleaching,28.39861107,21.66318321,6.735427856,24.81371681,C8/C8a
EXP15,EXP15_T1,FR2,1,T1_1,Tank5,16/3/2024,4/2/2024,30.8,Alive,D5,NoBleaching,0,10.955,NA,10/2/2024,29.7,Alive,C4,NoBleaching,0,11.644,NA,17/2/2024,29.3,Alive,C3,NoBleaching,0,9.986,NA,24/2/2024,30.1,Alive,C3,NoBleaching,0,11.843,NA,3/3/2024,28.6,Alive,C3,NoBleaching,0,5.408,Pink; RTN,9/3/2024,26.5,PartiallyDead,C3,NoBleaching,0,11.661,"Pink, RTN",16/3/2024,26.8,Dead,NA,NA,NA,NA,NA,23/3/2024,26.1,Dead,NA,NA,NA,NA,NA,30/3/2024,26.7,Dead,NA,NA,NA,NA,NA,6/4/2024,27.5,Dead,NA,NA,NA,NA,NA,13/4/2024,25.8,Dead,NA,NA,NA,NA,NA,19/4/2024,24.1,Dead,NA,NA,NA,NA,NA,27/4/2024,25.7,Dead,NA,NA,NA,NA,NA,10.5,151.9510635,-23.4708255,PartiallyDead,Taxon1,NoBleaching,28.39861107,21.66318321,6.735427856,24.81371681,C8/C8a
EXP16,EXP16_C,FR2,1,C_1,Tank7,NA,4/2/2024,30.8,Alive,D4,NoBleaching,0,5.654,NA,10/2/2024,29.7,Alive,C2,NoBleaching,0,5.749,NA,18/2/2024,30.3,Alive,D2,PartialBleaching,0.4,5.841,NA,25/2/2024,29.6,Alive,C3,PartialBleaching,0.2,5.858,NA,2/3/2024,28.6,Alive,D3,NoBleaching,0,5.89,NA,9/3/2024,26.5,Alive,C3,NoBleaching,0,5.875,NA,16/3/2024,26.8,Alive,C3,NoBleaching,0,5.873,Pink,24/3/2024,26.1,Alive,C3,NoBleaching,0,5.913,NA,30/3/2024,26.7,Alive,C3,NoBleaching,0,5.915,NA,6/4/2024,28.3,Alive,C3,NoBleaching,0,6,NA,13/4/2024,25.8,Alive,C3,NoBleaching,0,5.914,NA,19/4/2024,24.1,Alive,C4,NoBleaching,0,5.96,NA,27/4/2024,25.7,Alive,C4,NoBleaching,0,5.963,NA,10.5,151.9510635,-23.4708255,Alive,Taxon1,NoBleaching,28.39861107,21.66318321,6.735427856,24.81371681,C8/C8a
EXP16,EXP16_T1,FR2,2,T1_2,Tank12,NA,4/2/2024,30.8,Alive,D4,NoBleaching,0,8.56,NA,10/2/2024,29.7,Alive,D3,NoBleaching,0,7.95,NA,18/2/2024,30.3,Alive,C3,NoBleaching,0,8.17,NA,24/2/2024,30.1,Alive,C3,NoBleaching,0,8.191,NA,2/3/2024,28.6,Alive,D3,NoBleaching,0,10.012,NA,10/3/2024,26.5,Alive,C3,NoBleaching,0,8.285,Pink,16/3/2024,26.8,Alive,C3,NoBleaching,0,8.241,NA,23/3/2024,26.1,PartiallyDead,D3,NoBleaching,0,8.262,NA,30/3/2024,26.7,PartiallyDead,C4,NoBleaching,0,8.301,NA,6/4/2024,27.5,PartiallyDead,C4,NoBleaching,0,8.35,NA,13/4/2024,25.8,PartiallyDead,C5,NoBleaching,0,8.418,NA,19/4/2024,24.1,PartiallyDead,C5,NoBleaching,0,8.43,NA,27/4/2024,25.7,PartiallyDead,C4,NoBleaching,0,8.415,NA,10.5,151.9510635,-23.4708255,Alive,Taxon1,NoBleaching,28.39861107,21.66318321,6.735427856,24.81371681,C8/C8a
EXP16,EXP16_T2,FR2,2,T2_2,Tank8,NA,4/2/2024,30.8,Alive,D4,NoBleaching,0,6.965,NA,10/2/2024,29.7,Alive,C3,NoBleaching,0,6.986,NA,18/2/2024,30.3,Alive,C3,NoBleaching,0,6.948,re-glued,25/2/2024,29.6,Alive,D3,NoBleaching,0,7.091,NA,2/3/2024,28.6,Alive,C3,NoBleaching,0,7.112,NA,9/3/2024,26.5,Alive,C3,NoBleaching,0,7.1,NA,16/3/2024,26.8,Alive,C3,NoBleaching,0,7.148,Pink,23/3/2024,26.1,Alive,C4,NoBleaching,0,7.184,NA,30/3/2024,26.7,Alive,C5,NoBleaching,0,1.174,NA,6/4/2024,28.3,Alive,C4,NoBleaching,0,7.2,NA,13/4/2024,25.8,Alive,C4,NoBleaching,0,7.201,NA,19/4/2024,24.1,Alive,C5,NoBleaching,0,7.251,NA,27/4/2024,25.7,Alive,D4,NoBleaching,0,7.294,NA,10.5,151.9510635,-23.4708255,Alive,Taxon1,NoBleaching,28.39861107,21.66318321,6.735427856,24.81371681,C8/C8a
