IndividualID,FragID,LocationID,TableID,SumpID,TankID,DeathDate,Depth,Longitude,Latitude,Reassessment_survival,Taxon,Reassessment_bleaching,TempMaxMM,TempMinMM,TempRange,TempMean,ITS2,TimePoint,Date,WaterTemp,Survival,CoralWatchLetter,CoralWatchNumber,Bleaching,BleachedArea,BW,Comment,WaterDensity,SkelletonWeight,max_bleaching,SurvivalT12,max_bleaching_adj,tempPC2,tempPC1
EXP19,EXP19_T1,FR2,1,T1_1,Tank5,NA,9.5,151.9510635,-23.4708255,,Taxon1,,28.39861107,21.66318321,6.735427856,24.81371681,C8/C8a,T7,23/3/2024,26.1,Alive,C,3,NoBleaching,0,5.268,Pink; Reglued,1.023149895,14.29866548,0,Alive,1.00E-06,-0.840622839,1.937431223
EXP19,EXP19_T1,FR2,1,T1_1,Tank5,NA,9.5,151.9510635,-23.4708255,,Taxon1,,28.39861107,21.66318321,6.735427856,24.81371681,C8/C8a,T8,30/3/2024,26.7,Alive,C,4,NoBleaching,0,5.292,Pink,1.022960334,14.35924694,0,Alive,1.00E-06,-0.840622839,1.937431223
EXP19,EXP19_T1,FR2,1,T1_1,Tank5,NA,9.5,151.9510635,-23.4708255,,Taxon1,,28.39861107,21.66318321,6.735427856,24.81371681,C8/C8a,T9,6/4/2024,27.5,Alive,C,4,NoBleaching,0,5.293,NA,1.022703365,14.35578153,0,Alive,1.00E-06,-0.840622839,1.937431223
EXP19,EXP19_T1,FR2,1,T1_1,Tank5,NA,9.5,151.9510635,-23.4708255,,Taxon1,,28.39861107,21.66318321,6.735427856,24.81371681,C8/C8a,T10,13/4/2024,25.8,Alive,C,4,NoBleaching,0,5.293,NA,1.023243649,14.36877879,0,Alive,1.00E-06,-0.840622839,1.937431223
EXP19,EXP19_T1,FR2,1,T1_1,Tank5,NA,9.5,151.9510635,-23.4708255,,Taxon1,,28.39861107,21.66318321,6.735427856,24.81371681,C8/C8a,T11,19/4/2024,24.1,Alive,C,4,NoBleaching,0,5.299,NA,1.02376184,14.39756892,0,Alive,1.00E-06,-0.840622839,1.937431223
EXP19,EXP19_T1,FR2,1,T1_1,Tank5,NA,9.5,151.9510635,-23.4708255,,Taxon1,,28.39861107,21.66318321,6.735427856,24.81371681,C8/C8a,T12,27/4/2024,25.7,Alive,C,4,NoBleaching,0,5.273,NA,1.023274748,14.31523128,0,Alive,1.00E-06,-0.840622839,1.937431223
EXP20,EXP20_C,FR2,2,C_2,Tank9,25/3/2024,8.1,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,C8/C8a,T0,4/2/2024,30.8,Alive,D,4,NoBleaching,0,8.13,NA,1.021593521,22.0094542,0.5,Dead,0.5,-0.85561216,1.943297648
EXP20,EXP20_C,FR2,2,C_2,Tank9,25/3/2024,8.1,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,C8/C8a,T1,10/2/2024,29.7,Alive,C,2,NoBleaching,0,8.083,NA,1.021972254,21.89607435,0.5,Dead,0.5,-0.85561216,1.943297648
EXP20,EXP20_C,FR2,2,C_2,Tank9,25/3/2024,8.1,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,C8/C8a,T2,18/2/2024,30.3,Alive,C,2,NoBleaching,0,8.21,NA,1.021766746,22.23246519,0.5,Dead,0.5,-0.85561216,1.943297648
EXP20,EXP20_C,FR2,2,C_2,Tank9,25/3/2024,8.1,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,C8/C8a,T3,25/2/2024,29.6,Alive,C,2,NoBleaching,0,8.276,NA,1.022006253,22.42016754,0.5,Dead,0.5,-0.85561216,1.943297648
EXP20,EXP20_C,FR2,2,C_2,Tank9,25/3/2024,8.1,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,C8/C8a,T4,2/3/2024,28.6,Alive,C,2,NoBleaching,0,8.215,NA,1.02234225,22.26742646,0.5,Dead,0.5,-0.85561216,1.943297648
EXP20,EXP20_C,FR2,2,C_2,Tank9,25/3/2024,8.1,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,C8/C8a,T5,9/3/2024,26.5,PartiallyDead,C,2,NoBleaching,0,8.2,RTN tips,1.023023824,22.25214427,0.5,Dead,0.5,-0.85561216,1.943297648
EXP20,EXP20_C,FR2,2,C_2,Tank9,25/3/2024,8.1,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,C8/C8a,T6,16/3/2024,26.8,PartiallyDead,C,2,PartialBleaching,0.5,8.199,NA,1.022928476,22.24587752,0.5,Dead,0.5,-0.85561216,1.943297648
EXP20,EXP20_C,FR2,2,C_2,Tank9,25/3/2024,8.1,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,C8/C8a,T7,23/3/2024,26.1,PartiallyDead,C,2,NoBleaching,0,8.182,NA,1.023149895,22.20798803,0.5,Dead,0.5,-0.85561216,1.943297648
EXP20,EXP20_C,FR2,2,C_2,Tank9,25/3/2024,8.1,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,C8/C8a,T8,30/3/2024,26.7,Dead,NA,NA,NA,NA,NA,NA,1.022960334,0,0.5,Dead,0.5,-0.85561216,1.943297648
EXP20,EXP20_C,FR2,2,C_2,Tank9,25/3/2024,8.1,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,C8/C8a,T9,6/4/2024,28.3,Dead,NA,NA,NA,NA,NA,NA,1.022441623,0,0.5,Dead,0.5,-0.85561216,1.943297648
EXP20,EXP20_C,FR2,2,C_2,Tank9,25/3/2024,8.1,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,C8/C8a,T10,13/4/2024,25.8,Dead,NA,NA,NA,NA,NA,NA,1.023243649,0,0.5,Dead,0.5,-0.85561216,1.943297648
EXP20,EXP20_C,FR2,2,C_2,Tank9,25/3/2024,8.1,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,C8/C8a,T11,19/4/2024,24.1,Dead,NA,NA,NA,NA,NA,NA,1.02376184,0,0.5,Dead,0.5,-0.85561216,1.943297648
EXP20,EXP20_C,FR2,2,C_2,Tank9,25/3/2024,8.1,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,C8/C8a,T12,27/4/2024,25.7,Dead,NA,NA,NA,NA,NA,NA,1.023274748,0,0.5,Dead,0.5,-0.85561216,1.943297648
EXP20,EXP20_T1,FR2,1,T1_1,Tank3,15/3/2024,8.1,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,C8/C8a,T0,4/2/2024,30.8,Alive,D,3,NoBleaching,0,9.452,NA,1.021593521,25.58835929,0.9,Dead,0.9,-0.85561216,1.943297648
EXP20,EXP20_T1,FR2,1,T1_1,Tank3,15/3/2024,8.1,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,C8/C8a,T1,10/2/2024,29.7,Alive,D,3,NoBleaching,0,5.87,NA,1.021972254,15.90126889,0.9,Dead,0.9,-0.85561216,1.943297648
EXP20,EXP20_T1,FR2,1,T1_1,Tank3,15/3/2024,8.1,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,C8/C8a,T2,17/2/2024,29.3,Alive,D,2,NoBleaching,0,5.03,NA,1.022107816,13.62887862,0.9,Dead,0.9,-0.85561216,1.943297648
EXP20,EXP20_T1,FR2,1,T1_1,Tank3,15/3/2024,8.1,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,C8/C8a,T3,24/2/2024,30.1,Alive,D,2,NoBleaching,0,5.881,NA,1.021835536,15.9274256,0.9,Dead,0.9,-0.85561216,1.943297648
EXP20,EXP20_T1,FR2,1,T1_1,Tank3,15/3/2024,8.1,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,C8/C8a,T4,3/3/2024,28.6,Alive,C,2,NoBleaching,0,5.953,NA,1.02234225,16.13609126,0.9,Dead,0.9,-0.85561216,1.943297648
EXP20,EXP20_T1,FR2,1,T1_1,Tank3,15/3/2024,8.1,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,C8/C8a,T5,9/3/2024,26.5,PartiallyDead,C,3,PartialBleaching,0.9,5.939,RTN,1.023023824,16.11652254,0.9,Dead,0.9,-0.85561216,1.943297648
EXP20,EXP20_T1,FR2,1,T1_1,Tank3,15/3/2024,8.1,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,C8/C8a,T6,16/3/2024,26.8,Dead,NA,NA,NA,NA,NA,NA,1.022928476,0,0.9,Dead,0.9,-0.85561216,1.943297648
EXP20,EXP20_T1,FR2,1,T1_1,Tank3,15/3/2024,8.1,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,C8/C8a,T7,23/3/2024,26.1,Dead,NA,NA,NA,NA,NA,NA,1.023149895,0,0.9,Dead,0.9,-0.85561216,1.943297648
EXP20,EXP20_T1,FR2,1,T1_1,Tank3,15/3/2024,8.1,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,C8/C8a,T8,30/3/2024,26.7,Dead,NA,NA,NA,NA,NA,NA,1.022960334,0,0.9,Dead,0.9,-0.85561216,1.943297648
EXP20,EXP20_T1,FR2,1,T1_1,Tank3,15/3/2024,8.1,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,C8/C8a,T9,6/4/2024,27.5,Dead,NA,NA,NA,NA,NA,NA,1.022703365,0,0.9,Dead,0.9,-0.85561216,1.943297648
EXP20,EXP20_T1,FR2,1,T1_1,Tank3,15/3/2024,8.1,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,C8/C8a,T10,13/4/2024,25.8,Dead,NA,NA,NA,NA,NA,NA,1.023243649,0,0.9,Dead,0.9,-0.85561216,1.943297648
EXP20,EXP20_T1,FR2,1,T1_1,Tank3,15/3/2024,8.1,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,C8/C8a,T11,19/4/2024,24.1,Dead,NA,NA,NA,NA,NA,NA,1.02376184,0,0.9,Dead,0.9,-0.85561216,1.943297648
EXP20,EXP20_T1,FR2,1,T1_1,Tank3,15/3/2024,8.1,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,C8/C8a,T12,27/4/2024,25.7,Dead,NA,NA,NA,NA,NA,NA,1.023274748,0,0.9,Dead,0.9,-0.85561216,1.943297648
EXP20,EXP20_T2,FR2,1,T2_1,Tank4,9/3/2024,8.1,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,C8/C8a,T0,4/2/2024,30.8,Alive,D,3,NoBleaching,0,4.716,NA,1.021593521,12.76710775,0,Dead,1.00E-06,-0.85561216,1.943297648
EXP20,EXP20_T2,FR2,1,T2_1,Tank4,9/3/2024,8.1,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,C8/C8a,T1,10/2/2024,29.7,Alive,C,3,NoBleaching,0,4.694,NA,1.021972254,12.7155973,0,Dead,1.00E-06,-0.85561216,1.943297648
EXP20,EXP20_T2,FR2,1,T2_1,Tank4,9/3/2024,8.1,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,C8/C8a,T2,17/2/2024,29.3,Alive,C,2,NoBleaching,0,4.261,NA,1.022107816,11.5452588,0,Dead,1.00E-06,-0.85561216,1.943297648
EXP20,EXP20_T2,FR2,1,T2_1,Tank4,9/3/2024,8.1,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,C8/C8a,T3,24/2/2024,30.1,Alive,D,2,NoBleaching,0,4.816,NA,1.021835536,13.0431018,0,Dead,1.00E-06,-0.85561216,1.943297648
EXP20,EXP20_T2,FR2,1,T2_1,Tank4,9/3/2024,8.1,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,C8/C8a,T4,2/3/2024,28.6,Alive,C,2,NoBleaching,0,4.756,NA,1.02234225,12.89152529,0,Dead,1.00E-06,-0.85561216,1.943297648
EXP20,EXP20_T2,FR2,1,T2_1,Tank4,9/3/2024,8.1,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,C8/C8a,T5,9/3/2024,26.5,Dead,NA,NA,NA,NA,NA,NA,1.023023824,0,0,Dead,1.00E-06,-0.85561216,1.943297648
EXP20,EXP20_T2,FR2,1,T2_1,Tank4,9/3/2024,8.1,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,C8/C8a,T6,16/3/2024,26.8,Dead,NA,NA,NA,NA,NA,NA,1.022928476,0,0,Dead,1.00E-06,-0.85561216,1.943297648
EXP20,EXP20_T2,FR2,1,T2_1,Tank4,9/3/2024,8.1,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,C8/C8a,T7,23/3/2024,26.1,Dead,NA,NA,NA,NA,NA,NA,1.023149895,0,0,Dead,1.00E-06,-0.85561216,1.943297648
EXP20,EXP20_T2,FR2,1,T2_1,Tank4,9/3/2024,8.1,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,C8/C8a,T8,30/3/2024,26.7,Dead,NA,NA,NA,NA,NA,NA,1.022960334,0,0,Dead,1.00E-06,-0.85561216,1.943297648
EXP20,EXP20_T2,FR2,1,T2_1,Tank4,9/3/2024,8.1,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,C8/C8a,T9,6/4/2024,27.5,Dead,NA,NA,NA,NA,NA,NA,1.022703365,0,0,Dead,1.00E-06,-0.85561216,1.943297648
EXP20,EXP20_T2,FR2,1,T2_1,Tank4,9/3/2024,8.1,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,C8/C8a,T10,13/4/2024,25.8,Dead,NA,NA,NA,NA,NA,NA,1.023243649,0,0,Dead,1.00E-06,-0.85561216,1.943297648
EXP20,EXP20_T2,FR2,1,T2_1,Tank4,9/3/2024,8.1,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,C8/C8a,T11,19/4/2024,24.1,Dead,NA,NA,NA,NA,NA,NA,1.02376184,0,0,Dead,1.00E-06,-0.85561216,1.943297648
EXP20,EXP20_T2,FR2,1,T2_1,Tank4,9/3/2024,8.1,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,C8/C8a,T12,27/4/2024,25.7,Dead,NA,NA,NA,NA,NA,NA,1.023274748,0,0,Dead,1.00E-06,-0.85561216,1.943297648
EXP21,EXP21_T2,FR2,1,T2_1,Tank4,NA,6.6,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,C8/C8a,T0,4/2/2024,30.8,Alive,D,4,NoBleaching,0,6.569,NA,1.021593521,17.7835307,0.5,PartiallyDead,0.5,-0.85561216,1.943297648
EXP21,EXP21_T2,FR2,1,T2_1,Tank4,NA,6.6,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,C8/C8a,T1,10/2/2024,29.7,Alive,C,3,NoBleaching,0,6.62,NA,1.021972254,17.9329472,0.5,PartiallyDead,0.5,-0.85561216,1.943297648
EXP21,EXP21_T2,FR2,1,T2_1,Tank4,NA,6.6,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,C8/C8a,T2,17/2/2024,29.3,Alive,C,3,NoBleaching,0,5.768,Pink,1.022107816,15.62850335,0.5,PartiallyDead,0.5,-0.85561216,1.943297648
EXP21,EXP21_T2,FR2,1,T2_1,Tank4,NA,6.6,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,C8/C8a,T3,24/2/2024,30.1,Alive,C,3,NoBleaching,0,6.703,Pink,1.021835536,18.15363608,0.5,PartiallyDead,0.5,-0.85561216,1.943297648
EXP21,EXP21_T2,FR2,1,T2_1,Tank4,NA,6.6,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,C8/C8a,T4,2/3/2024,28.6,Alive,C,2,NoBleaching,0,6.772,Pink,1.02234225,18.35605745,0.5,PartiallyDead,0.5,-0.85561216,1.943297648
EXP21,EXP21_T2,FR2,1,T2_1,Tank4,NA,6.6,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,C8/C8a,T5,9/3/2024,26.5,Alive,C,3,NoBleaching,0,6.751,Pink,1.023023824,18.32002756,0.5,PartiallyDead,0.5,-0.85561216,1.943297648
EXP21,EXP21_T2,FR2,1,T2_1,Tank4,NA,6.6,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,C8/C8a,T6,16/3/2024,26.8,Alive,C,2,NoBleaching,0,6.775,NA,1.022928476,18.38221981,0.5,PartiallyDead,0.5,-0.85561216,1.943297648
EXP21,EXP21_T2,FR2,1,T2_1,Tank4,NA,6.6,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,C8/C8a,T7,23/3/2024,26.1,Alive,C,2,NoBleaching,0,6.769,Pink,1.023149895,18.37275373,0.5,PartiallyDead,0.5,-0.85561216,1.943297648
EXP21,EXP21_T2,FR2,1,T2_1,Tank4,NA,6.6,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,C8/C8a,T8,30/3/2024,26.7,Alive,C,2,NoBleaching,0,6.803,NA,1.022960334,18.45917554,0.5,PartiallyDead,0.5,-0.85561216,1.943297648
EXP21,EXP21_T2,FR2,1,T2_1,Tank4,NA,6.6,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,C8/C8a,T9,6/4/2024,27.5,PartiallyDead,C,2,NoBleaching,0,6.796,TLT,1.022703365,18.43224849,0.5,PartiallyDead,0.5,-0.85561216,1.943297648
EXP21,EXP21_T2,FR2,1,T2_1,Tank4,NA,6.6,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,C8/C8a,T10,13/4/2024,25.8,PartiallyDead,C,2,PartialBleaching,0.5,6.777,NA,1.023243649,18.39735761,0.5,PartiallyDead,0.5,-0.85561216,1.943297648
EXP21,EXP21_T2,FR2,1,T2_1,Tank4,NA,6.6,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,C8/C8a,T11,19/4/2024,24.1,PartiallyDead,C,3,NoBleaching,0,6.781,NA,1.02376184,18.42421491,0.5,PartiallyDead,0.5,-0.85561216,1.943297648
EXP21,EXP21_T2,FR2,1,T2_1,Tank4,NA,6.6,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,C8/C8a,T12,27/4/2024,25.7,PartiallyDead,C,3,NoBleaching,0,6.774,NA,1.023274748,18.39017195,0.5,PartiallyDead,0.5,-0.85561216,1.943297648
EXP21,EXP21_T1,FR2,2,T1_2,Tank12,16/3/2024,6.6,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,C8/C8a,T0,4/2/2024,30.8,Alive,D,4,NoBleaching,0,5.234,NA,1.021593521,14.16943214,0,Dead,1.00E-06,-0.85561216,1.943297648
EXP21,EXP21_T1,FR2,2,T1_2,Tank12,16/3/2024,6.6,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,C8/C8a,T1,10/2/2024,29.7,Alive,C,3,NoBleaching,0,5.144,NA,1.021972254,13.93460429,0,Dead,1.00E-06,-0.85561216,1.943297648
EXP21,EXP21_T1,FR2,2,T1_2,Tank12,16/3/2024,6.6,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,C8/C8a,T2,18/2/2024,30.3,Alive,C,3,NoBleaching,0,5.275,NA,1.021766746,14.28456198,0,Dead,1.00E-06,-0.85561216,1.943297648
EXP21,EXP21_T1,FR2,2,T1_2,Tank12,16/3/2024,6.6,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,C8/C8a,T3,24/2/2024,30.1,Alive,C,3,NoBleaching,0,5.303,Pink,1.021835536,14.36203672,0,Dead,1.00E-06,-0.85561216,1.943297648
EXP21,EXP21_T1,FR2,2,T1_2,Tank12,16/3/2024,6.6,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,C8/C8a,T4,2/3/2024,28.6,Alive,C,3,NoBleaching,0,5.889,Pink,1.02234225,15.96261405,0,Dead,1.00E-06,-0.85561216,1.943297648
EXP21,EXP21_T1,FR2,2,T1_2,Tank12,16/3/2024,6.6,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,C8/C8a,T5,10/3/2024,26.5,Alive,C,2,NoBleaching,0,5.332,NA,1.023023824,14.46932113,0,Dead,1.00E-06,-0.85561216,1.943297648
EXP21,EXP21_T1,FR2,2,T1_2,Tank12,16/3/2024,6.6,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,C8/C8a,T6,16/3/2024,26.8,Dead,NA,NA,NA,NA,NA,NA,1.022928476,0,0,Dead,1.00E-06,-0.85561216,1.943297648
EXP21,EXP21_T1,FR2,2,T1_2,Tank12,16/3/2024,6.6,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,C8/C8a,T7,23/3/2024,26.1,Dead,NA,NA,NA,NA,NA,NA,1.023149895,0,0,Dead,1.00E-06,-0.85561216,1.943297648
EXP21,EXP21_T1,FR2,2,T1_2,Tank12,16/3/2024,6.6,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,C8/C8a,T8,30/3/2024,26.7,Dead,NA,NA,NA,NA,NA,NA,1.022960334,0,0,Dead,1.00E-06,-0.85561216,1.943297648
EXP21,EXP21_T1,FR2,2,T1_2,Tank12,16/3/2024,6.6,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,C8/C8a,T9,6/4/2024,27.5,Dead,NA,NA,NA,NA,NA,NA,1.022703365,0,0,Dead,1.00E-06,-0.85561216,1.943297648
EXP21,EXP21_T1,FR2,2,T1_2,Tank12,16/3/2024,6.6,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,C8/C8a,T10,13/4/2024,25.8,Dead,NA,NA,NA,NA,NA,NA,1.023243649,0,0,Dead,1.00E-06,-0.85561216,1.943297648
EXP21,EXP21_T1,FR2,2,T1_2,Tank12,16/3/2024,6.6,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,C8/C8a,T11,19/4/2024,24.1,Dead,NA,NA,NA,NA,NA,NA,1.02376184,0,0,Dead,1.00E-06,-0.85561216,1.943297648
EXP21,EXP21_T1,FR2,2,T1_2,Tank12,16/3/2024,6.6,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,C8/C8a,T12,27/4/2024,25.7,Dead,NA,NA,NA,NA,NA,NA,1.023274748,0,0,Dead,1.00E-06,-0.85561216,1.943297648
EXP21,EXP21_C,FR2,2,C_2,Tank7,28/3/2024,6.6,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,C8/C8a,T0,4/2/2024,30.8,Alive,D,4,NoBleaching,0,7.756,NA,1.021593521,20.99696516,1,Dead,0.999999,-0.85561216,1.943297648
EXP21,EXP21_C,FR2,2,C_2,Tank7,28/3/2024,6.6,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,C8/C8a,T1,10/2/2024,29.7,Alive,C,3,NoBleaching,0,7.825,NA,1.021972254,21.19717701,1,Dead,0.999999,-0.85561216,1.943297648
EXP21,EXP21_C,FR2,2,C_2,Tank7,28/3/2024,6.6,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,C8/C8a,T2,18/2/2024,30.3,Alive,C,3,NoBleaching,0,6.13,NA,1.021766746,16.59987961,1,Dead,0.999999,-0.85561216,1.943297648
EXP21,EXP21_C,FR2,2,C_2,Tank7,28/3/2024,6.6,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,C8/C8a,T3,25/2/2024,29.6,Alive,C,3,NoBleaching,0,7.957,NA,1.022006253,21.5559779,1,Dead,0.999999,-0.85561216,1.943297648
EXP21,EXP21_C,FR2,2,C_2,Tank7,28/3/2024,6.6,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,C8/C8a,T4,2/3/2024,28.6,Alive,C,3,NoBleaching,0,8.042,NA,1.02234225,21.79849587,1,Dead,0.999999,-0.85561216,1.943297648
EXP21,EXP21_C,FR2,2,C_2,Tank7,28/3/2024,6.6,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,C8/C8a,T5,9/3/2024,26.5,PartiallyDead,C,2,NoBleaching,0,5.853,RTN tips,1.023023824,15.88314639,1,Dead,0.999999,-0.85561216,1.943297648
EXP21,EXP21_C,FR2,2,C_2,Tank7,28/3/2024,6.6,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,C8/C8a,T6,16/3/2024,26.8,PartiallyDead,C,2,NoBleaching,0,8.007,NA,1.022928476,21.72493491,1,Dead,0.999999,-0.85561216,1.943297648
EXP21,EXP21_C,FR2,2,C_2,Tank7,28/3/2024,6.6,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,C8/C8a,T7,24/3/2024,26.1,PartiallyDead,C,1,FullBleaching,1,8.017,TN tips,1.023149895,21.76013689,1,Dead,0.999999,-0.85561216,1.943297648
EXP21,EXP21_C,FR2,2,C_2,Tank7,28/3/2024,6.6,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,C8/C8a,T8,30/3/2024,26.7,Dead,NA,NA,NA,NA,NA,NA,1.022960334,0,1,Dead,0.999999,-0.85561216,1.943297648
EXP21,EXP21_C,FR2,2,C_2,Tank7,28/3/2024,6.6,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,C8/C8a,T9,6/4/2024,28.3,Dead,NA,NA,NA,NA,NA,NA,1.022441623,0,1,Dead,0.999999,-0.85561216,1.943297648
EXP21,EXP21_C,FR2,2,C_2,Tank7,28/3/2024,6.6,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,C8/C8a,T10,13/4/2024,25.8,Dead,NA,NA,NA,NA,NA,NA,1.023243649,0,1,Dead,0.999999,-0.85561216,1.943297648
EXP21,EXP21_C,FR2,2,C_2,Tank7,28/3/2024,6.6,151.9510635,-23.4708255,,Taxon1,,28.39977455,21.66377068,6.736003876,24.81396019,C8/C8a,T11,19/4/2024,24.1,Dead,NA,NA,NA,NA,NA,NA,1.02376184,0,1,Dead,0.999999,-0.85561216,1.943297648
