"","IndividualID","FragID","LocationID","TableID","SumpID","TankID","DeathDate","Depth","Longitude","Latitude","Reassessment_survival","Taxon","Reassessment_bleaching","TempMaxMM","TempMinMM","TempRange","TempMean","TimePoint","Date","WaterTemp","Survival","CoralWatchLetter","CoralWatchNumber","Bleaching","BleachedArea","BW","Comment","WaterDensity","SkelletonWeight","time_without_bleaching","time_alive","min_health_score","time_to_recovery","ITS2","SurvivalT12","tempPC1","tempPC2","DHW","time_to_recovery_paling","time_to_recovery_bleaching_extent","time_to_recovery_bleaching"
"1","EXP11","EXP11_T1","FR1",2,"T1_2","Tank12","20/3/2024",8.8,151.977937,-23.472098,"","Taxon1","",28.31132126,21.69572067,6.615600586,24.78853934,"T0","4/2/2024",30.8,"Alive","D",3,"PartialBleaching",0.2,7.506,NA,1.021593521,20.32016767,0,7,2,1,"C8",NA,-5.289355926,-0.538289602,4.58910119,NA,NA,NA
"2","EXP11","EXP11_T1","FR1",2,"T1_2","Tank12","20/3/2024",8.8,151.977937,-23.472098,"","Taxon1","",28.31132126,21.69572067,6.615600586,24.78853934,"T0","4/2/2024",30.8,"Alive","D",3,"PartialBleaching",0.2,7.506,NA,1.021593521,20.32016767,0,7,2,1,"C8",NA,-5.289355926,-0.538289602,4.880202381,NA,NA,NA
"3","EXP11","EXP11_T1","FR1",2,"T1_2","Tank12","20/3/2024",8.8,151.977937,-23.472098,"","Taxon1","",28.31132126,21.69572067,6.615600586,24.78853934,"T1","10/2/2024",29.7,"Alive","D",3,"PartialBleaching",0.5,7.585,NA,1.021972254,20.54703995,0,7,2,1,"C8",NA,-5.289355926,-0.538289602,7.472771825,NA,NA,NA
"4","EXP11","EXP11_T1","FR1",2,"T1_2","Tank12","20/3/2024",8.8,151.977937,-23.472098,"","Taxon1","",28.31132126,21.69572067,6.615600586,24.78853934,"T1","10/2/2024",29.7,"Alive","D",3,"PartialBleaching",0.5,7.585,NA,1.021972254,20.54703995,0,7,2,1,"C8",NA,-5.289355926,-0.538289602,7.690430556,NA,NA,NA
"5","EXP11","EXP11_T1","FR1",2,"T1_2","Tank12","20/3/2024",8.8,151.977937,-23.472098,"","Taxon1","",28.31132126,21.69572067,6.615600586,24.78853934,"T2","18/2/2024",30.3,"Alive","D",3,"PartialBleaching",0.5,7.683,NA,1.021766746,20.80536298,0,7,2,1,"C8",NA,-5.289355926,-0.538289602,10.37232452,NA,NA,NA
"6","EXP11","EXP11_T1","FR1",2,"T1_2","Tank12","20/3/2024",8.8,151.977937,-23.472098,"","Taxon1","",28.31132126,21.69572067,6.615600586,24.78853934,"T2","18/2/2024",30.3,"Alive","D",3,"PartialBleaching",0.5,7.683,NA,1.021766746,20.80536298,0,7,2,1,"C8",NA,-5.289355926,-0.538289602,10.52750805,NA,NA,NA
"7","EXP11","EXP11_T1","FR1",2,"T1_2","Tank12","20/3/2024",8.8,151.977937,-23.472098,"","Taxon1","",28.31132126,21.69572067,6.615600586,24.78853934,"T3","24/2/2024",30.1,"PartiallyDead","C",3,"PartialBleaching",0.5,7.63,NA,1.021835536,20.66421651,0,7,2,1,"C8",NA,-5.289355926,-0.538289602,12.64880766,NA,NA,NA
"8","EXP11","EXP11_T1","FR1",2,"T1_2","Tank12","20/3/2024",8.8,151.977937,-23.472098,"","Taxon1","",28.31132126,21.69572067,6.615600586,24.78853934,"T3","24/2/2024",30.1,"PartiallyDead","C",3,"PartialBleaching",0.5,7.63,NA,1.021835536,20.66421651,0,7,2,1,"C8",NA,-5.289355926,-0.538289602,12.87126301,NA,NA,NA
"9","EXP11","EXP11_T1","FR1",2,"T1_2","Tank12","20/3/2024",8.8,151.977937,-23.472098,"","Taxon1","",28.31132126,21.69572067,6.615600586,24.78853934,"T4","2/3/2024",28.6,"PartiallyDead","D",2,"PartialBleaching",0.6,9.078,NA,1.02234225,24.60665823,0,7,2,1,"C8",NA,-5.289355926,-0.538289602,15.4715716,NA,NA,NA
"10","EXP11","EXP11_T1","FR1",2,"T1_2","Tank12","20/3/2024",8.8,151.977937,-23.472098,"","Taxon1","",28.31132126,21.69572067,6.615600586,24.78853934,"T4","2/3/2024",28.6,"PartiallyDead","D",2,"PartialBleaching",0.6,9.078,NA,1.02234225,24.60665823,0,7,2,1,"C8",NA,-5.289355926,-0.538289602,15.68968668,NA,NA,NA
"11","EXP11","EXP11_T1","FR1",2,"T1_2","Tank12","20/3/2024",8.8,151.977937,-23.472098,"","Taxon1","",28.31132126,21.69572067,6.615600586,24.78853934,"T5","10/3/2024",26.5,"PartiallyDead","D",3,"NoBleaching",0,7.705,"RTN",1.023023824,20.90887459,0,7,2,1,"C8",NA,-5.289355926,-0.538289602,15.4500339,NA,NA,NA
"12","EXP11","EXP11_T1","FR1",2,"T1_2","Tank12","20/3/2024",8.8,151.977937,-23.472098,"","Taxon1","",28.31132126,21.69572067,6.615600586,24.78853934,"T5","10/3/2024",26.5,"PartiallyDead","D",3,"NoBleaching",0,7.705,"RTN",1.023023824,20.90887459,0,7,2,1,"C8",NA,-5.289355926,-0.538289602,15.24146247,NA,NA,NA
"13","EXP11","EXP11_T1","FR1",2,"T1_2","Tank12","20/3/2024",8.8,151.977937,-23.472098,"","Taxon1","",28.31132126,21.69572067,6.615600586,24.78853934,"T6","16/3/2024",26.8,"PartiallyDead","D",3,"PartialBleaching",0.7,7.695,NA,1.022928476,20.87840316,0,7,2,1,"C8",NA,-5.289355926,-0.538289602,12.85155771,NA,NA,NA
"14","EXP11","EXP11_T1","FR1",2,"T1_2","Tank12","20/3/2024",8.8,151.977937,-23.472098,"","Taxon1","",28.31132126,21.69572067,6.615600586,24.78853934,"T6","16/3/2024",26.8,"PartiallyDead","D",3,"PartialBleaching",0.7,7.695,NA,1.022928476,20.87840316,0,7,2,1,"C8",NA,-5.289355926,-0.538289602,12.57236128,NA,NA,NA
"15","EXP11","EXP11_T1","FR1",2,"T1_2","Tank12","20/3/2024",8.8,151.977937,-23.472098,"","Taxon1","",28.31132126,21.69572067,6.615600586,24.78853934,"T7","23/3/2024",26.1,"Dead",NA,NA,NA,NA,NA,NA,1.023149895,0,0,7,2,1,"C8",NA,-5.289355926,-0.538289602,9.490119217,NA,NA,NA
"16","EXP11","EXP11_T1","FR1",2,"T1_2","Tank12","20/3/2024",8.8,151.977937,-23.472098,"","Taxon1","",28.31132126,21.69572067,6.615600586,24.78853934,"T7","23/3/2024",26.1,"Dead",NA,NA,NA,NA,NA,NA,1.023149895,0,0,7,2,1,"C8",NA,-5.289355926,-0.538289602,9.272460486,NA,NA,NA
"17","EXP11","EXP11_T1","FR1",2,"T1_2","Tank12","20/3/2024",8.8,151.977937,-23.472098,"","Taxon1","",28.31132126,21.69572067,6.615600586,24.78853934,"T8","30/3/2024",26.7,"Dead",NA,NA,NA,NA,NA,NA,1.022960334,0,0,7,2,1,"C8",NA,-5.289355926,-0.538289602,6.925125052,NA,NA,NA
"18","EXP11","EXP11_T1","FR1",2,"T1_2","Tank12","20/3/2024",8.8,151.977937,-23.472098,"","Taxon1","",28.31132126,21.69572067,6.615600586,24.78853934,"T8","30/3/2024",26.7,"Dead",NA,NA,NA,NA,NA,NA,1.022960334,0,0,7,2,1,"C8",NA,-5.289355926,-0.538289602,6.757709378,NA,NA,NA
"19","EXP11","EXP11_T1","FR1",2,"T1_2","Tank12","20/3/2024",8.8,151.977937,-23.472098,"","Taxon1","",28.31132126,21.69572067,6.615600586,24.78853934,"T9","6/4/2024",27.5,"Dead",NA,NA,NA,NA,NA,NA,1.022703365,0,0,7,2,1,"C8",NA,-5.289355926,-0.538289602,4.314083386,NA,NA,NA
"20","EXP11","EXP11_T1","FR1",2,"T1_2","Tank12","20/3/2024",8.8,151.977937,-23.472098,"","Taxon1","",28.31132126,21.69572067,6.615600586,24.78853934,"T9","6/4/2024",27.5,"Dead",NA,NA,NA,NA,NA,NA,1.022703365,0,0,7,2,1,"C8",NA,-5.289355926,-0.538289602,4.091628028,NA,NA,NA
"21","EXP11","EXP11_T1","FR1",2,"T1_2","Tank12","20/3/2024",8.8,151.977937,-23.472098,"","Taxon1","",28.31132126,21.69572067,6.615600586,24.78853934,"T10","13/4/2024",25.8,"Dead",NA,NA,NA,NA,NA,NA,1.023243649,0,0,7,2,1,"C8",NA,-5.289355926,-0.538289602,1.491319444,NA,NA,NA
"22","EXP11","EXP11_T1","FR1",2,"T1_2","Tank12","20/3/2024",8.8,151.977937,-23.472098,"","Taxon1","",28.31132126,21.69572067,6.615600586,24.78853934,"T10","13/4/2024",25.8,"Dead",NA,NA,NA,NA,NA,NA,1.023243649,0,0,7,2,1,"C8",NA,-5.289355926,-0.538289602,1.273204365,NA,NA,NA
"23","EXP11","EXP11_T1","FR1",2,"T1_2","Tank12","20/3/2024",8.8,151.977937,-23.472098,"","Taxon1","",28.31132126,21.69572067,6.615600586,24.78853934,"T11","19/4/2024",24.1,"Dead",NA,NA,NA,NA,NA,NA,1.02376184,0,0,7,2,1,"C8",NA,-5.289355926,-0.538289602,0,NA,NA,NA
"24","EXP11","EXP11_T1","FR1",2,"T1_2","Tank12","20/3/2024",8.8,151.977937,-23.472098,"","Taxon1","",28.31132126,21.69572067,6.615600586,24.78853934,"T11","19/4/2024",24.1,"Dead",NA,NA,NA,NA,NA,NA,1.02376184,0,0,7,2,1,"C8",NA,-5.289355926,-0.538289602,0,NA,NA,NA
"25","EXP11","EXP11_T1","FR1",2,"T1_2","Tank12","20/3/2024",8.8,151.977937,-23.472098,"","Taxon1","",28.31132126,21.69572067,6.615600586,24.78853934,"T12","27/4/2024",25.7,"Dead",NA,NA,NA,NA,NA,NA,1.023274748,0,0,7,2,1,"C8",1,-5.289355926,-0.538289602,NA,NA,NA,NA
"26","EXP11","EXP11_C","FR1",2,"C_2","Tank9",NA,8.8,151.977937,-23.472098,"","Taxon1","",28.31132126,21.69572067,6.615600586,24.78853934,"T0","4/2/2024",30.8,"Alive","D",3,"NoBleaching",0,4.868,NA,1.021593521,13.17860062,2,12,2,1,"C8",NA,-5.289355926,-0.538289602,4.58910119,NA,NA,NA
"27","EXP11","EXP11_C","FR1",2,"C_2","Tank9",NA,8.8,151.977937,-23.472098,"","Taxon1","",28.31132126,21.69572067,6.615600586,24.78853934,"T0","4/2/2024",30.8,"Alive","D",3,"NoBleaching",0,4.868,NA,1.021593521,13.17860062,2,12,2,1,"C8",NA,-5.289355926,-0.538289602,4.880202381,NA,NA,NA
"28","EXP11","EXP11_C","FR1",2,"C_2","Tank9",NA,8.8,151.977937,-23.472098,"","Taxon1","",28.31132126,21.69572067,6.615600586,24.78853934,"T1","10/2/2024",29.7,"Alive","D",2,"NoBleaching",0,4.944,NA,1.021972254,13.39282341,2,12,2,1,"C8",NA,-5.289355926,-0.538289602,7.472771825,NA,NA,NA
"29","EXP11","EXP11_C","FR1",2,"C_2","Tank9",NA,8.8,151.977937,-23.472098,"","Taxon1","",28.31132126,21.69572067,6.615600586,24.78853934,"T1","10/2/2024",29.7,"Alive","D",2,"NoBleaching",0,4.944,NA,1.021972254,13.39282341,2,12,2,1,"C8",NA,-5.289355926,-0.538289602,7.690430556,NA,NA,NA
"30","EXP11","EXP11_C","FR1",2,"C_2","Tank9",NA,8.8,151.977937,-23.472098,"","Taxon1","",28.31132126,21.69572067,6.615600586,24.78853934,"T2","18/2/2024",30.3,"Alive","D",3,"PartialBleaching",0.4,4.994,NA,1.021766746,13.52362133,2,12,2,1,"C8",NA,-5.289355926,-0.538289602,10.37232452,NA,NA,NA
"31","EXP11","EXP11_C","FR1",2,"C_2","Tank9",NA,8.8,151.977937,-23.472098,"","Taxon1","",28.31132126,21.69572067,6.615600586,24.78853934,"T2","18/2/2024",30.3,"Alive","D",3,"PartialBleaching",0.4,4.994,NA,1.021766746,13.52362133,2,12,2,1,"C8",NA,-5.289355926,-0.538289602,10.52750805,NA,NA,NA
"32","EXP11","EXP11_C","FR1",2,"C_2","Tank9",NA,8.8,151.977937,-23.472098,"","Taxon1","",28.31132126,21.69572067,6.615600586,24.78853934,"T3","25/2/2024",29.6,"Alive","D",3,"PartialBleaching",0.3,5.186,NA,1.022006253,14.049177,2,12,2,1,"C8",NA,-5.289355926,-0.538289602,13.10126301,NA,NA,NA
"33","EXP11","EXP11_C","FR1",2,"C_2","Tank9",NA,8.8,151.977937,-23.472098,"","Taxon1","",28.31132126,21.69572067,6.615600586,24.78853934,"T3","25/2/2024",29.6,"Alive","D",3,"PartialBleaching",0.3,5.186,NA,1.022006253,14.049177,2,12,2,1,"C8",NA,-5.289355926,-0.538289602,13.29344059,NA,NA,NA
"34","EXP11","EXP11_C","FR1",2,"C_2","Tank9",NA,8.8,151.977937,-23.472098,"","Taxon1","",28.31132126,21.69572067,6.615600586,24.78853934,"T4","2/3/2024",28.6,"Alive","D",3,"PartialBleaching",0.4,5.196,NA,1.02234225,14.08418112,2,12,2,1,"C8",NA,-5.289355926,-0.538289602,15.4715716,NA,NA,NA
"35","EXP11","EXP11_C","FR1",2,"C_2","Tank9",NA,8.8,151.977937,-23.472098,"","Taxon1","",28.31132126,21.69572067,6.615600586,24.78853934,"T4","2/3/2024",28.6,"Alive","D",3,"PartialBleaching",0.4,5.196,NA,1.02234225,14.08418112,2,12,2,1,"C8",NA,-5.289355926,-0.538289602,15.68968668,NA,NA,NA
"36","EXP11","EXP11_C","FR1",2,"C_2","Tank9",NA,8.8,151.977937,-23.472098,"","Taxon1","",28.31132126,21.69572067,6.615600586,24.78853934,"T5","9/3/2024",26.5,"Alive","D",3,"PartialBleaching",0.5,5.178,NA,1.023023824,14.051415,2,12,2,1,"C8",NA,-5.289355926,-0.538289602,15.87717676,NA,NA,NA
"37","EXP11","EXP11_C","FR1",2,"C_2","Tank9",NA,8.8,151.977937,-23.472098,"","Taxon1","",28.31132126,21.69572067,6.615600586,24.78853934,"T5","9/3/2024",26.5,"Alive","D",3,"PartialBleaching",0.5,5.178,NA,1.023023824,14.051415,2,12,2,1,"C8",NA,-5.289355926,-0.538289602,15.6500339,NA,NA,NA
"38","EXP11","EXP11_C","FR1",2,"C_2","Tank9",NA,8.8,151.977937,-23.472098,"","Taxon1","",28.31132126,21.69572067,6.615600586,24.78853934,"T6","16/3/2024",26.8,"Alive","D",3,"PartialBleaching",0.3,5.227,NA,1.022928476,14.18211999,2,12,2,1,"C8",NA,-5.289355926,-0.538289602,12.85155771,NA,NA,NA
"39","EXP11","EXP11_C","FR1",2,"C_2","Tank9",NA,8.8,151.977937,-23.472098,"","Taxon1","",28.31132126,21.69572067,6.615600586,24.78853934,"T6","16/3/2024",26.8,"Alive","D",3,"PartialBleaching",0.3,5.227,NA,1.022928476,14.18211999,2,12,2,1,"C8",NA,-5.289355926,-0.538289602,12.57236128,NA,NA,NA
"40","EXP11","EXP11_C","FR1",2,"C_2","Tank9",NA,8.8,151.977937,-23.472098,"","Taxon1","",28.31132126,21.69572067,6.615600586,24.78853934,"T7","23/3/2024",26.1,"Alive","D",3,"PartialBleaching",0.3,5.152,NA,1.023149895,13.98381256,2,12,2,1,"C8",NA,-5.289355926,-0.538289602,9.490119217,NA,NA,NA
"41","EXP11","EXP11_C","FR1",2,"C_2","Tank9",NA,8.8,151.977937,-23.472098,"","Taxon1","",28.31132126,21.69572067,6.615600586,24.78853934,"T7","23/3/2024",26.1,"Alive","D",3,"PartialBleaching",0.3,5.152,NA,1.023149895,13.98381256,2,12,2,1,"C8",NA,-5.289355926,-0.538289602,9.272460486,NA,NA,NA
"42","EXP11","EXP11_C","FR1",2,"C_2","Tank9",NA,8.8,151.977937,-23.472098,"","Taxon1","",28.31132126,21.69572067,6.615600586,24.78853934,"T8","30/3/2024",26.7,"Alive","D",3,"PartialBleaching",0.2,5.137,NA,1.022960334,13.93867187,2,12,2,1,"C8",NA,-5.289355926,-0.538289602,6.925125052,NA,NA,NA
"43","EXP11","EXP11_C","FR1",2,"C_2","Tank9",NA,8.8,151.977937,-23.472098,"","Taxon1","",28.31132126,21.69572067,6.615600586,24.78853934,"T8","30/3/2024",26.7,"Alive","D",3,"PartialBleaching",0.2,5.137,NA,1.022960334,13.93867187,2,12,2,1,"C8",NA,-5.289355926,-0.538289602,6.757709378,NA,NA,NA
"44","EXP11","EXP11_C","FR1",2,"C_2","Tank9",NA,8.8,151.977937,-23.472098,"","Taxon1","",28.31132126,21.69572067,6.615600586,24.78853934,"T9","6/4/2024",28.3,"PartiallyDead","D",3,"PartialBleaching",0.2,5.225,"TLT",1.022441623,14.16514322,2,12,2,1,"C8",NA,-5.289355926,-0.538289602,4.314083386,NA,NA,NA
"45","EXP11","EXP11_C","FR1",2,"C_2","Tank9",NA,8.8,151.977937,-23.472098,"","Taxon1","",28.31132126,21.69572067,6.615600586,24.78853934,"T9","6/4/2024",28.3,"PartiallyDead","D",3,"PartialBleaching",0.2,5.225,"TLT",1.022441623,14.16514322,2,12,2,1,"C8",NA,-5.289355926,-0.538289602,4.091628028,NA,NA,NA
"46","EXP11","EXP11_C","FR1",2,"C_2","Tank9",NA,8.8,151.977937,-23.472098,"","Taxon1","",28.31132126,21.69572067,6.615600586,24.78853934,"T10","13/4/2024",25.8,"Alive","D",3,"PartialBleaching",0.25,5.23,NA,1.023243649,14.19775422,2,12,2,1,"C8",NA,-5.289355926,-0.538289602,1.491319444,NA,NA,NA
"47","EXP11","EXP11_C","FR1",2,"C_2","Tank9",NA,8.8,151.977937,-23.472098,"","Taxon1","",28.31132126,21.69572067,6.615600586,24.78853934,"T10","13/4/2024",25.8,"Alive","D",3,"PartialBleaching",0.25,5.23,NA,1.023243649,14.19775422,2,12,2,1,"C8",NA,-5.289355926,-0.538289602,1.273204365,NA,NA,NA
"48","EXP11","EXP11_C","FR1",2,"C_2","Tank9",NA,8.8,151.977937,-23.472098,"","Taxon1","",28.31132126,21.69572067,6.615600586,24.78853934,"T11","19/4/2024",24.1,"PartiallyDead","D",3,"PartialBleaching",0.1,5.227,NA,1.02376184,14.20194239,2,12,2,1,"C8",NA,-5.289355926,-0.538289602,0,NA,NA,NA
"49","EXP11","EXP11_C","FR1",2,"C_2","Tank9",NA,8.8,151.977937,-23.472098,"","Taxon1","",28.31132126,21.69572067,6.615600586,24.78853934,"T11","19/4/2024",24.1,"PartiallyDead","D",3,"PartialBleaching",0.1,5.227,NA,1.02376184,14.20194239,2,12,2,1,"C8",NA,-5.289355926,-0.538289602,0,NA,NA,NA
"50","EXP11","EXP11_C","FR1",2,"C_2","Tank9",NA,8.8,151.977937,-23.472098,"","Taxon1","",28.31132126,21.69572067,6.615600586,24.78853934,"T12","27/4/2024",25.7,"PartiallyDead","D",2,"NoBleaching",0,5.288,NA,1.023274748,14.35595354,2,12,2,1,"C8",0.5,-5.289355926,-0.538289602,NA,NA,NA,NA
"51","EXP11","EXP11_T2","FR1",2,"T2_2","Tank11",NA,8.8,151.977937,-23.472098,"","Taxon1","",28.31132126,21.69572067,6.615600586,24.78853934,"T0","4/2/2024",30.8,"Alive","D",3,"PartialBleaching",0.25,7.86,NA,1.021593521,21.27851291,0,12,2,1,"C8",NA,-5.289355926,-0.538289602,4.58910119,NA,NA,NA
"52","EXP11","EXP11_T2","FR1",2,"T2_2","Tank11",NA,8.8,151.977937,-23.472098,"","Taxon1","",28.31132126,21.69572067,6.615600586,24.78853934,"T0","4/2/2024",30.8,"Alive","D",3,"PartialBleaching",0.25,7.86,NA,1.021593521,21.27851291,0,12,2,1,"C8",NA,-5.289355926,-0.538289602,4.880202381,NA,NA,NA
"53","EXP11","EXP11_T2","FR1",2,"T2_2","Tank11",NA,8.8,151.977937,-23.472098,"","Taxon1","",28.31132126,21.69572067,6.615600586,24.78853934,"T1","10/2/2024",29.7,"Alive","D",3,"PartialBleaching",0.25,7.153,NA,1.021972254,19.37679325,0,12,2,1,"C8",NA,-5.289355926,-0.538289602,7.472771825,NA,NA,NA
"54","EXP11","EXP11_T2","FR1",2,"T2_2","Tank11",NA,8.8,151.977937,-23.472098,"","Taxon1","",28.31132126,21.69572067,6.615600586,24.78853934,"T1","10/2/2024",29.7,"Alive","D",3,"PartialBleaching",0.25,7.153,NA,1.021972254,19.37679325,0,12,2,1,"C8",NA,-5.289355926,-0.538289602,7.690430556,NA,NA,NA
"55","EXP11","EXP11_T2","FR1",2,"T2_2","Tank11",NA,8.8,151.977937,-23.472098,"","Taxon1","",28.31132126,21.69572067,6.615600586,24.78853934,"T2","18/2/2024",30.3,"Alive","D",2,"PartialBleaching",0.7,11.193,NA,1.021766746,30.31035114,0,12,2,1,"C8",NA,-5.289355926,-0.538289602,10.37232452,NA,NA,NA
"56","EXP11","EXP11_T2","FR1",2,"T2_2","Tank11",NA,8.8,151.977937,-23.472098,"","Taxon1","",28.31132126,21.69572067,6.615600586,24.78853934,"T2","18/2/2024",30.3,"Alive","D",2,"PartialBleaching",0.7,11.193,NA,1.021766746,30.31035114,0,12,2,1,"C8",NA,-5.289355926,-0.538289602,10.52750805,NA,NA,NA
"57","EXP11","EXP11_T2","FR1",2,"T2_2","Tank11",NA,8.8,151.977937,-23.472098,"","Taxon1","",28.31132126,21.69572067,6.615600586,24.78853934,"T3","25/2/2024",29.6,"Alive","C",3,"NoBleaching",0,5.925,NA,1.022006253,16.05117118,0,12,2,1,"C8",NA,-5.289355926,-0.538289602,13.10126301,NA,NA,NA
"58","EXP11","EXP11_T2","FR1",2,"T2_2","Tank11",NA,8.8,151.977937,-23.472098,"","Taxon1","",28.31132126,21.69572067,6.615600586,24.78853934,"T3","25/2/2024",29.6,"Alive","C",3,"NoBleaching",0,5.925,NA,1.022006253,16.05117118,0,12,2,1,"C8",NA,-5.289355926,-0.538289602,13.29344059,NA,NA,NA
"59","EXP11","EXP11_T2","FR1",2,"T2_2","Tank11",NA,8.8,151.977937,-23.472098,"","Taxon1","",28.31132126,21.69572067,6.615600586,24.78853934,"T4","2/3/2024",28.6,"Alive","D",3,"PartialBleaching",0.4,7.816,NA,1.02234225,21.18590447,0,12,2,1,"C8",NA,-5.289355926,-0.538289602,15.4715716,NA,NA,NA
"60","EXP11","EXP11_T2","FR1",2,"T2_2","Tank11",NA,8.8,151.977937,-23.472098,"","Taxon1","",28.31132126,21.69572067,6.615600586,24.78853934,"T4","2/3/2024",28.6,"Alive","D",3,"PartialBleaching",0.4,7.816,NA,1.02234225,21.18590447,0,12,2,1,"C8",NA,-5.289355926,-0.538289602,15.68968668,NA,NA,NA
"61","EXP11","EXP11_T2","FR1",2,"T2_2","Tank11",NA,8.8,151.977937,-23.472098,"","Taxon1","",28.31132126,21.69572067,6.615600586,24.78853934,"T5","10/3/2024",26.5,"Alive","D",3,"PartialBleaching",0.5,7.225,NA,1.023023824,19.60631004,0,12,2,1,"C8",NA,-5.289355926,-0.538289602,15.4500339,NA,NA,NA
"62","EXP11","EXP11_T2","FR1",2,"T2_2","Tank11",NA,8.8,151.977937,-23.472098,"","Taxon1","",28.31132126,21.69572067,6.615600586,24.78853934,"T5","10/3/2024",26.5,"Alive","D",3,"PartialBleaching",0.5,7.225,NA,1.023023824,19.60631004,0,12,2,1,"C8",NA,-5.289355926,-0.538289602,15.24146247,NA,NA,NA
"63","EXP11","EXP11_T2","FR1",2,"T2_2","Tank11",NA,8.8,151.977937,-23.472098,"","Taxon1","",28.31132126,21.69572067,6.615600586,24.78853934,"T6","16/3/2024",26.8,"PartiallyDead","D",2,"NoBleaching",0,7.198,NA,1.022928476,19.5299215,0,12,2,1,"C8",NA,-5.289355926,-0.538289602,12.85155771,NA,NA,NA
"64","EXP11","EXP11_T2","FR1",2,"T2_2","Tank11",NA,8.8,151.977937,-23.472098,"","Taxon1","",28.31132126,21.69572067,6.615600586,24.78853934,"T6","16/3/2024",26.8,"PartiallyDead","D",2,"NoBleaching",0,7.198,NA,1.022928476,19.5299215,0,12,2,1,"C8",NA,-5.289355926,-0.538289602,12.57236128,NA,NA,NA
"65","EXP11","EXP11_T2","FR1",2,"T2_2","Tank11",NA,8.8,151.977937,-23.472098,"","Taxon1","",28.31132126,21.69572067,6.615600586,24.78853934,"T7","23/3/2024",26.1,"PartiallyDead","D",2,"NoBleaching",0,7.226,NA,1.023149895,19.61316567,0,12,2,1,"C8",NA,-5.289355926,-0.538289602,9.490119217,NA,NA,NA
"66","EXP11","EXP11_T2","FR1",2,"T2_2","Tank11",NA,8.8,151.977937,-23.472098,"","Taxon1","",28.31132126,21.69572067,6.615600586,24.78853934,"T7","23/3/2024",26.1,"PartiallyDead","D",2,"NoBleaching",0,7.226,NA,1.023149895,19.61316567,0,12,2,1,"C8",NA,-5.289355926,-0.538289602,9.272460486,NA,NA,NA
"67","EXP11","EXP11_T2","FR1",2,"T2_2","Tank11",NA,8.8,151.977937,-23.472098,"","Taxon1","",28.31132126,21.69572067,6.615600586,24.78853934,"T8","30/3/2024",26.7,"PartiallyDead","D",2,"NoBleaching",0,7.263,NA,1.022960334,19.70733381,0,12,2,1,"C8",NA,-5.289355926,-0.538289602,6.925125052,NA,NA,NA
"68","EXP11","EXP11_T2","FR1",2,"T2_2","Tank11",NA,8.8,151.977937,-23.472098,"","Taxon1","",28.31132126,21.69572067,6.615600586,24.78853934,"T8","30/3/2024",26.7,"PartiallyDead","D",2,"NoBleaching",0,7.263,NA,1.022960334,19.70733381,0,12,2,1,"C8",NA,-5.289355926,-0.538289602,6.757709378,NA,NA,NA
"69","EXP11","EXP11_T2","FR1",2,"T2_2","Tank11",NA,8.8,151.977937,-23.472098,"","Taxon1","",28.31132126,21.69572067,6.615600586,24.78853934,"T9","6/4/2024",27.5,"PartiallyDead","D",2,"NoBleaching",0,7.221,NA,1.022703365,19.58494208,0,12,2,1,"C8",NA,-5.289355926,-0.538289602,4.314083386,NA,NA,NA
"70","EXP11","EXP11_T2","FR1",2,"T2_2","Tank11",NA,8.8,151.977937,-23.472098,"","Taxon1","",28.31132126,21.69572067,6.615600586,24.78853934,"T9","6/4/2024",27.5,"PartiallyDead","D",2,"NoBleaching",0,7.221,NA,1.022703365,19.58494208,0,12,2,1,"C8",NA,-5.289355926,-0.538289602,4.091628028,NA,NA,NA
"71","EXP11","EXP11_T2","FR1",2,"T2_2","Tank11",NA,8.8,151.977937,-23.472098,"","Taxon1","",28.31132126,21.69572067,6.615600586,24.78853934,"T10","13/4/2024",25.8,"PartiallyDead","C",3,"NoBleaching",0,7.274,NA,1.023243649,19.74655147,0,12,2,1,"C8",NA,-5.289355926,-0.538289602,1.491319444,NA,NA,NA
"72","EXP11","EXP11_T2","FR1",2,"T2_2","Tank11",NA,8.8,151.977937,-23.472098,"","Taxon1","",28.31132126,21.69572067,6.615600586,24.78853934,"T10","13/4/2024",25.8,"PartiallyDead","C",3,"NoBleaching",0,7.274,NA,1.023243649,19.74655147,0,12,2,1,"C8",NA,-5.289355926,-0.538289602,1.273204365,NA,NA,NA
"73","EXP11","EXP11_T2","FR1",2,"T2_2","Tank11",NA,8.8,151.977937,-23.472098,"","Taxon1","",28.31132126,21.69572067,6.615600586,24.78853934,"T11","19/4/2024",24.1,"PartiallyDead","C",3,"NoBleaching",0,7.256,NA,1.02376184,19.71480658,0,12,2,1,"C8",NA,-5.289355926,-0.538289602,0,NA,NA,NA
"74","EXP11","EXP11_T2","FR1",2,"T2_2","Tank11",NA,8.8,151.977937,-23.472098,"","Taxon1","",28.31132126,21.69572067,6.615600586,24.78853934,"T11","19/4/2024",24.1,"PartiallyDead","C",3,"NoBleaching",0,7.256,NA,1.02376184,19.71480658,0,12,2,1,"C8",NA,-5.289355926,-0.538289602,0,NA,NA,NA
