SampleName,A1er,1643_A,A5a,1551_A,1550_A,A1dh,1644_A,1645_A,1649_A,1611_A,1650_A,1584_A,1608_A,1560_A,1521_A,1612_A,1523_A,1563_A,1562_A,1613_A,1525_A,1520_A,1442_A,1564_A,A1,1522_A,1565_A,1559_A,1624_A,1622_A,1580_A,1626_A,1625_A,1657_A,1524_A,1566_A,1614_A,1628_A,1627_A,1561_A,1623_A,1629_A,1581_A,1586_A,1585_A,1658_A,1582_A,1552_A,C8,C8a,C78,1411_C,C1,C42.2,1378_C,C35.3,C35.1,C42e,1413_C,1417_C,1365_C,C8e,1412_C,1437_C,1418_C,C79,1372_C,1556_C,1421_C,C3i,1367_C,1424_C,1368_C,C50t,1420_C,C3,1373_C,1415_C,C42ae,1428_C,1366_C,1369_C,1370_C,1511_C,1371_C,1423_C,1379_C,1422_C,1414_C,1404_C,1430_C,1374_C,1425_C,1429_C,1375_C,1483_C,1427_C,1432_C,1426_C,1433_C,1376_C,1465_C,1402_C,1419_C,1515_C,1434_C,1438_C,1557_C,1377_C,1467_C,1380_C,1458_C,1460_C,1436_C,1480_C,1466_C,1459_C,1435_C,1446_C,1477_C,1431_C,1406_C,1405_C,1454_C,1508_C,1416_C,1526_C,1457_C,1455_C,1527_C,1558_C,1481_C,1451_C,1516_C,1487_C,1448_C,1510_C,1512_C,1407_C,1505_C,1439_C,1456_C,1533_C,1490_C,1517_C,1506_C,1470_C,1403_C,1409_C,1453_C,1594_C,1498_C,1486_C,1493_C,1462_C,1530_C,1491_C,1463_C,1589_C,1501_C,1440_C,1616_C,1461_C,1496_C,1535_C,1469_C,1593_C,1504_C,1531_C,1449_C,1474_C,1538_C,1518_C,1600_C,1540_C,1536_C,1541_C,1630_C,1479_C,1529_C,1542_C,1528_C,1478_C,1544_C,1543_C,1545_C,1509_C,1532_C,1503_C,1597_C,1539_C,1484_C,1573_C,1617_C,1492_C,1534_C,1499_C,1514_C,1471_C,1507_C,1494_C,1473_C,1631_C,1583_C,1500_C,1610_C,1445_C,1475_C,1476_C,1570_C,1609_C,1548_C,1513_C,1464_C,1452_C,1659_C,1502_C,1567_C,1568_C,1546_C,1595_C,1662_C,1553_C,1601_C,1468_C,1549_C,1571_C,1587_C,1599_C,1555_C,1447_C,1569_C,1441_C,1661_C,1634_C,1664_C,1663_C,1554_C,1572_C,1408_C,1592_C,1656_C,1450_C,1574_C,1537_C,1632_C,1519_C,1472_C,1636_C,1665_C,1588_C,1637_C,1596_C,1660_C,1495_C,1591_C,1598_C,C116,1482_C,1615_C,1602_C,1638_C,1497_C,1635_C,1651_C,1654_C,1633_C,1590_C,1410_C,1547_C,1485_C,1655_C,1607_C,1646_C,1640_C,1647_C,1648_C,1641_C,1642_C,1443_F,1444_F,1575_F,1605_F,1606_F,1579_F,F3.1a,1578_F,1576_F,1577_F,1621_F,1620_F,1619_F,G3a,1639_G,1381_G,1382_G,1383_G,1384_G,1385_G,1386_G,1387_G,1652_G,1388_G,1390_G,1396_G,1389_G,1391_G,1653_G,1393_G,1392_G,1394_G,1395_G,1397_G,1401_G,1398_G,G3b,1603_G,1604_G,1399_G,1400_G,1488_G,1489_G,1618_G
Spis-42T2-D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.390852918,0.224793477,0,0,0.053042132,0.065974029,0.005491719,0,0,0.045768774,0,0,0.015654402,0.030701579,0,0,0,0,0,0,0,0.012157852,0.014353205,0,0.009995863,0.00644593,0,0.008868159,0.014193058,0,0.018610455,0,0.018737238,0.010883346,0.008761394,0,0.011430516,0,0.00682628,0,0,0.006179018,0,0.008748048,0,0,0.006359184,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005171424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spis-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.387025016,0.227830626,0,0,0.049491024,0.048657491,0.005933713,0,0,0.029580004,0,0,0.010012816,0.018686769,0,0,0,0,0.019723475,0,0,0.013888744,0.011377726,0,0.008887546,0.015097367,0,0.008507247,0.009148025,0,0.014149223,0,0.014529523,0.008924013,0.009132396,0,0.007303833,0,0.006199402,0,0,0.004844911,0,0.008475989,0,0,0.006116049,0,0,0,0,0,0.005537785,0,0.007376767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005027246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014149223,0,0.006027486,0.005444013,0.002271378,0.001818144,0.00149515,0.001318024,0.001094012,0,0.00062515,0.000437605,0.000338623,0.000442814,0.000421976,0,0.000385509,0.000385509,0.00037509,0.000343832,0.000224012,0.000166707,0.000187545,0.000224012,0,0,0.000187545,0.000171916,0,0,0
Spis-24T2-D,8.33E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.385458756,0.231265256,0,0,0.050661912,0.050695237,0.006181736,0,0,0.046288042,0,0,0.010688905,0.025510077,0,0,0,0,0.021452791,0,0,0.01283835,0.012080213,0,0.006648283,0.011105464,0,0.011163783,0.011830277,0,0.019494964,0,0.018545209,0.009780807,0.008731078,0,0.007797986,0,0.007806317,0,0,0.006706601,0,0.009647508,0,0,0.006015113,0,0,0,0,0,0,0,0.006323366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005198657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spis-24T2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.384736752,0.229319612,0,0,0.052072601,0.049664722,0.006452411,0,0,0.043206424,0,0,0.011073891,0.025291565,0,0,0,0,0.020829041,0,0,0.013146198,0.012893047,0,0.007447353,0.011974638,0,0.01030855,0.012174804,0,0.019051095,0,0.019092306,0.009696278,0.009790473,0,0.008589477,0,0.007700505,0,0,0.006629028,0,0.009937654,0,0,0.006776209,0,0,0,0,0,0,0,0.00713533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005010038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spis-37-D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.380315297,0.379293696,0,0,0.045496211,0.039128701,0,0,0,0.010649836,0,0,0.011685431,0.008473687,0,0,0,0,0.013441744,0,0,0.007641012,0.009649227,0,0.007787955,0.005380896,0,0.005031033,0.005919685,0,0,0,0,0.007564042,0.005947674,0,0,0,0.005073016,0,0,0.007445089,0,0.006269549,0,0,0,0,0,0,0,0,0.005590814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010929726,0.014785219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006500458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spis-11C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.377194407,0.27807921,0,0,0.047765251,0.053559245,0.005664035,0,0,0.02575349,0,0,0.018340427,0.015345961,0,0,0,0,0.01444708,0,0,0.015226832,0.010786575,0,0.008490638,0.013293696,0,0.007564682,0.009974333,0,0.013645668,0,0.012037428,0.00928122,0.00875597,0,0.007071921,0,0.007380573,0,0,0.009692756,0,0.00819823,0,0,0.006920303,0,0,0,0,0,0.005544906,0,0.009985163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spis-35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.377176896,0.215156839,0,0,0.058542153,0.064537434,0.006912206,0,0,0.036568006,0,0,0.019826105,0.022038267,0,0,0,0,0.01397189,0,0,0.016305881,0.013593578,0,0.01102234,0.023044961,0,0.01009259,0.010932571,0,0.017613942,0,0.016927851,0.011298058,0.010509374,0,0.010387545,0,0.008624227,0,0,0,0,0.010009233,0,0,0.007726538,0,0,0,0,0,0.007181513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spis-79T1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.376876699,0.376236356,0,0,0.043464555,0.021998266,0,0,0,0.028303188,0,0,0.012826575,0.013713205,0,0,0,0,0.018786697,0,0,0,0.006915711,0,0,0,0,0.009595303,0.01080703,0,0.01176262,0,0.00998936,0.005270521,0,0,0,0,0.00499468,0,0,0.008472239,0,0,0,0,0,0,0,0,0,0,0,0,0.005388738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009023919,0.014718052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00451196,0.006344328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spis-11C-D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.371385672,0.27677048,0,0,0.045663944,0.04859863,0.005840935,0,0,0.03069477,0,0,0.017630867,0.01792661,0,0,0,0,0.01482699,0,0,0.01415588,0.010197466,0,0.007797393,0.012938781,0,0.008218259,0.012250609,0,0.015299042,0,0.013871511,0.008747185,0.008855245,0,0.007222968,0,0.007535774,0,0,0.0091908,0,0.008457129,0,0,0.006540483,0,0,0,0,0,0.005596378,0,0.009150988,0,0,0,0,0,0,0,0,0,0,0,0.004635212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spis-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.370953091,0.281853308,0,0,0.04671231,0.05145743,0.00555179,0,0,0.027996204,0,0,0.018241594,0.015625,0,0,0,0,0.013333785,0,0,0.014811551,0.01050705,0,0.009042842,0.01454718,0,0.007409165,0.010249458,0,0.013638829,0,0.012262744,0.008988612,0.008927603,0,0.006039859,0,0.007314262,0,0,0.009673265,0,0.007978579,0,0,0.006880423,0,0,0,0,0,0.005470445,0,0.009632592,0,0,0,0,0,0,0,0,0,0,0,0.00490103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spis-11T2-D,0,0,7.72E-05,0,4.83E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36643786,0.280099632,0,0,0.046070225,0.050414651,0.005686371,0,0,0.036744191,0,0,0.016470202,0.019656115,0,0,0,0,0.014809666,0,0,0.01233817,0.009750823,0,0.007858584,0.011227928,0,0.008688852,0.012762958,0,0.016170919,0,0.013863546,0.008659889,0.008157867,0,0.006053234,0,0.006593873,0,0,0.009219838,0,0.008881938,0,0,0.00536778,0,0,0,0,0,0.004576129,0,0.008727469,0,0,0,0,0,0,0,0,0,0,0,0.004585783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spis-11T2,0,0,0,0,3.34E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36520257,0.280916056,0,0,0.045217943,0.049178273,0.006057467,0,0,0.033804841,0,0,0.017320177,0.018765614,0,0,0,0,0.013877865,0,0,0.013719117,0.010644431,0,0.008129538,0.012524334,0,0.007995856,0.012532689,0,0.014805284,0,0.013702407,0.008580715,0.009157218,0,0.007477838,0,0.007143633,0,0,0.009157218,0,0.00858907,0,0,0.00596556,0,0,0,0,0,0.00495459,0,0.009048602,0,0,0,0,0,0,0,0,0,0,0,0.005497673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spis-59C,0.275865848,0,0.04890947,0,0.009151688,0.003178431,0,0,0,0,0,0,0.001863218,0.001644016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.348339544,0.113300088,0,0,0.042004603,0.05417032,0.006658264,0,0,0,0,0,0.003452433,0.005534853,0,0,0,0,0,0,0,0.013727532,0.007672074,0,0.010877904,0.007507672,0,0.006329461,0,0,0,0,0,0,0,0,0.003562034,0,0.007206269,0,0,0,0,0.002877028,0,0,0,0,0,0,0,0,0.005096449,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002877028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004247041,0,0,0,0,0,0,0,0.003233231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002794827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002740026,0,0,0,0,0,0,0.004329242,0,0,0.000274003,0.000164402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000219202,0.000191802,0,0,0,0,0
Spis-59C-D,0.292070166,0,0.058069408,0,0.008719027,0,0,0,0,0,0,0.002240066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.332322432,0.103043044,0,0,0.033359755,0.05162491,0.005755247,0,0,0,0,0,0.004514595,0,0,0,0,0,0.005858635,0,0,0.008615639,0.011613882,0,0.006478961,0.013578247,0,0.003825344,0,0,0,0,0,0.003653031,0.003480718,0,0.004342282,0,0.006582348,0,0,0,0,0.004617983,0,0,0.002860392,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004893683,0,0,0,0,0,0.002929317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005341696,0,0,0.003411793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002757005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004790295,0,0,0,0,0,0.004135507,0,0,0,0,0,0,0,0.002240066,0.000999414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000861564,0,0,0,0,0,0.000413551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spis-01-D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573779407,0.214654129,0.030981913,0.007517412,0,0,0,0,0.007631445,0.047200926,0,0,0,0,0.007815652,0,0,0,0.014552376,0,0,0,0,0,0.016675146,0,0,0,0,0.014552376,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006806898,0,0,0,0.007017421,0,0.007350748,0,0,0,0,0,0.007157769,0,0,0,0,0,0.007499868,0,0,0,0,0,0,0,0,0,0,0,0.006166558,0,0,0,0,0,0,0,0,0.007482325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015157629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spis-69-D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.570346439,0.14112308,0.055352639,0,0.032830306,0,0,0,0.025736193,0.024504635,0,0,0.009666889,0,0.019789285,0,0,0,0.012433677,0,0,0.013192857,0,0,0.009354782,0,0,0.004875621,0,0.00599752,0,0,0,0,0,0,0,0,0.019249424,0,0.004698479,0,0,0,0,0.04465664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006191533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
