SampleName,A1er,1643_A,A5a,1551_A,1550_A,A1dh,1644_A,1645_A,1649_A,1611_A,1650_A,1584_A,1608_A,1560_A,1521_A,1612_A,1523_A,1563_A,1562_A,1613_A,1525_A,1520_A,1442_A,1564_A,A1,1522_A,1565_A,1559_A,1624_A,1622_A,1580_A,1626_A,1625_A,1657_A,1524_A,1566_A,1614_A,1628_A,1627_A,1561_A,1623_A,1629_A,1581_A,1586_A,1585_A,1658_A,1582_A,1552_A,C8,C8a,C78,1411_C,C1,C42.2,1378_C,C35.3,C35.1,C42e,1413_C,1417_C,1365_C,C8e,1412_C,1437_C,1418_C,C79,1372_C,1556_C,1421_C,C3i,1367_C,1424_C,1368_C,C50t,1420_C,C3,1373_C,1415_C,C42ae,1428_C,1366_C,1369_C,1370_C,1511_C,1371_C,1423_C,1379_C,1422_C,1414_C,1404_C,1430_C,1374_C,1425_C,1429_C,1375_C,1483_C,1427_C,1432_C,1426_C,1433_C,1376_C,1465_C,1402_C,1419_C,1515_C,1434_C,1438_C,1557_C,1377_C,1467_C,1380_C,1458_C,1460_C,1436_C,1480_C,1466_C,1459_C,1435_C,1446_C,1477_C,1431_C,1406_C,1405_C,1454_C,1508_C,1416_C,1526_C,1457_C,1455_C,1527_C,1558_C,1481_C,1451_C,1516_C,1487_C,1448_C,1510_C,1512_C,1407_C,1505_C,1439_C,1456_C,1533_C,1490_C,1517_C,1506_C,1470_C,1403_C,1409_C,1453_C,1594_C,1498_C,1486_C,1493_C,1462_C,1530_C,1491_C,1463_C,1589_C,1501_C,1440_C,1616_C,1461_C,1496_C,1535_C,1469_C,1593_C,1504_C,1531_C,1449_C,1474_C,1538_C,1518_C,1600_C,1540_C,1536_C,1541_C,1630_C,1479_C,1529_C,1542_C,1528_C,1478_C,1544_C,1543_C,1545_C,1509_C,1532_C,1503_C,1597_C,1539_C,1484_C,1573_C,1617_C,1492_C,1534_C,1499_C,1514_C,1471_C,1507_C,1494_C,1473_C,1631_C,1583_C,1500_C,1610_C,1445_C,1475_C,1476_C,1570_C,1609_C,1548_C,1513_C,1464_C,1452_C,1659_C,1502_C,1567_C,1568_C,1546_C,1595_C,1662_C,1553_C,1601_C,1468_C,1549_C,1571_C,1587_C,1599_C,1555_C,1447_C,1569_C,1441_C,1661_C,1634_C,1664_C,1663_C,1554_C,1572_C,1408_C,1592_C,1656_C,1450_C,1574_C,1537_C,1632_C,1519_C,1472_C,1636_C,1665_C,1588_C,1637_C,1596_C,1660_C,1495_C,1591_C,1598_C,C116,1482_C,1615_C,1602_C,1638_C,1497_C,1635_C,1651_C,1654_C,1633_C,1590_C,1410_C,1547_C,1485_C,1655_C,1607_C,1646_C,1640_C,1647_C,1648_C,1641_C,1642_C,1443_F,1444_F,1575_F,1605_F,1606_F,1579_F,F3.1a,1578_F,1576_F,1577_F,1621_F,1620_F,1619_F,G3a,1639_G,1381_G,1382_G,1383_G,1384_G,1385_G,1386_G,1387_G,1652_G,1388_G,1390_G,1396_G,1389_G,1391_G,1653_G,1393_G,1392_G,1394_G,1395_G,1397_G,1401_G,1398_G,G3b,1603_G,1604_G,1399_G,1400_G,1488_G,1489_G,1618_G
Spis-77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.437717957,0.168813093,0,0,0.040822882,0.03878862,0.005093301,0,0,0.028081982,0,0,0.016794127,0.012985623,0,0.100443561,0,0,0.011976139,0,0,0.006729887,0.008091159,0,0.007586418,0.006989905,0,0.005322729,0.011899664,0,0,0,0.006928724,0.008029979,0.006011013,0,0.00461915,0,0.005230957,0,0,0.006791068,0,0.006806363,0,0,0.005353319,0,0,0,0,0,0.004450902,0,0.004848578,0,0,0,0.020755583,0,0.007662894,0,0.004374426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spis-16T1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.437370627,0.283606068,0,0,0.037197615,0.043726764,0.004716641,0,0,0.03536451,0,0,0.019196111,0.025035272,0,0,0,0,0,0,0,0.006570343,0.007898829,0,0.006436464,0.00485052,0,0.00671452,0.012007868,0,0.013995448,0,0.013470233,0.007486895,0,0,0.006148111,0,0.00540663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006106917,0,0.005767072,0,0,0,0.005581702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00534484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spis-60T2-D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.57E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.435628021,0.329592418,0,0,0.040634082,0.03426698,0,0,0,0.026629379,0,0,0.014537728,0.015881245,0,0,0,0,0.018422244,0,0,0.005563912,0.007936972,0,0.007024256,0.006323291,0,0.005308352,0.009857324,0,0.011105919,0,0.010543686,0,0,0,0.005717248,0,0.004914059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004789929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00525724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spis-25T2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.435597789,0.367567381,0,0,0.041326883,0.044754665,0,0,0,0.019357291,0,0,0.01747754,0.011036628,0,0,0,0,0,0,0,0.007608846,0.007809261,0,0.007553559,0.007864547,0,0,0.0085349,0,0,0,0,0,0,0,0.005583967,0,0,0,0,0.006482377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005929509,0,0,0,0,0,0.005473393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.15E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spis-25C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.435278318,0.376382328,0,0,0.040307493,0.042484023,0,0,0,0.016810225,0,0,0.01688432,0.010836343,0,0,0,0,0,0,0,0.007187182,0.007261276,0,0.007409466,0.007816986,0,0,0.007520608,0,0,0,0,0,0,0,0.004816153,0,0,0,0,0.006566639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0060665,0,0,0,0,0,0.00637214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spis-77T2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.435028853,0.180084649,0,0,0.041448297,0.037638598,0.0048538,0,0,0.016125007,0,0,0.016619045,0.013929847,0,0.097070912,0,0,0.011816177,0,0,0.007232315,0.008403747,0,0.007145731,0.006651693,0,0.005633057,0.01238152,0,0.008189833,0,0.00783331,0.007588838,0.007033681,0,0.006137282,0,0.0055261,0,0,0.007344365,0,0.006412313,0,0,0.004996409,0,0,0,0,0,0,0,0.004874173,0,0,0,0.020184271,0,0.007166104,0,0.004650073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spis-52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.434141001,0.286148665,0,0,0.040022373,0.043830628,0.00434379,0,0,0.02664588,0,0,0.015441281,0.017232351,0,0,0,0,0.013221783,0,0,0.007527253,0.01107369,0,0.009300471,0.005807588,0,0.005956348,0.009592041,0,0.013192031,0,0.011139144,0.007467749,0.006372876,0,0.007080973,0,0,0,0,0.006456181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010567906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007437997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spis-60T1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.434037751,0.335191834,0,0,0.040377513,0.037925728,0,0,0,0.022727739,0,0,0.015038982,0.015567296,0,0,0,0,0.017290726,0,0,0.00731945,0.009083915,0,0.006709069,0.005288264,0,0.005529339,0.009299343,0,0.010997128,0,0.01028929,0,0.006442347,0,0.005903775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004980509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spis-79-D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.433728155,0.362551321,0,0,0.034153254,0.026078189,0.00446899,0,0,0.009319478,0,0,0.014169967,0.009401228,0,0,0,0,0.017203793,0,0,0.005776987,0,0,0.005159321,0.005095738,0,0.004696072,0,0,0,0,0,0.006249319,0.006312902,0,0,0,0.004923155,0,0,0,0,0.006031319,0,0,0,0,0,0,0,0,0.004323657,0,0.006794317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010427642,0.016349962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006785234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spis-25T2-D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.433720104,0.365465309,0,0,0.039497987,0.043798248,0,0,0,0.025583708,0,0,0.017096851,0.013810088,0,0,0,0,0,0,0,0.006952404,0.007672271,0,0.007454416,0.007208146,0,0,0.009689794,0,0,0,0,0,0,0,0.004593891,0,0,0,0,0.006080985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006516694,0,0,0,0,0,0.004859105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spis-16T2-D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.433509897,0.273141517,0,0,0.04035646,0.043817233,0.005258452,0,0,0.035415245,0,0,0.0188516,0.025330936,0,0,0,0,0,0,0,0.006546629,0.008719226,0,0.006104419,0.004450939,0,0.006642762,0.012679888,0,0.014919777,0,0.015208175,0.008152043,0,0,0.006623535,0,0.004527845,0,0,0.005931381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005931381,0,0.006162099,0,0,0,0.006719668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004998894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spis-56-D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.432845461,0.264524194,0,0,0.057044638,0.079639565,0.006781603,0,0,0.010073441,0,0,0.01209438,0.010990156,0,0,0,0,0,0,0,0.012583989,0.013896557,0,0.013406948,0.017563415,0,0.006937861,0,0,0,0,0,0.006937861,0.008312933,0,0.006573259,0,0.005260691,0,0,0,0,0.007625397,0,0,0.006552425,0,0,0,0,0,0.006302412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005229439,0,0,0.004229387,0,0,0,0,0.004593989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spis-57-D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.432815106,0.156504086,0,0,0.047386247,0.036044621,0.005085606,0,0,0.011186262,0,0,0.015370752,0.010212643,0,0.158875988,0,0,0.011175904,0,0,0.007851098,0.008120397,0,0.008876506,0.009021513,0,0.004578081,0,0,0,0,0,0.009135447,0.007229639,0,0,0,0.005758853,0,0,0.007364289,0,0.006224947,0,0,0.00621459,0,0,0,0,0,0.005717423,0,0.00572778,0,0,0,0.016189006,0,0.007333216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spis-60T1-D,2.59E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.432358525,0.342727173,0,0,0.032918397,0.037713597,0,0,0,0.027280798,0,0,0.015389999,0.017009999,0,0,0,0,0.017761679,0,0,0.006479999,0.009123839,0,0.006577199,0,0,0.00520992,0.010918799,0,0.011968559,0,0.011152079,0,0,0,0.00594864,0,0.00457488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spis-77T2-D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.432336287,0.183819473,0,0,0.041140844,0.037583447,0.004868905,0,0,0.020061016,0,0,0.016565536,0.015192111,0,0.093449211,0,0,0.01179232,0,0,0.00717671,0.007891567,0,0.006917786,0.006855869,0,0.005707595,0.013818685,0,0.008572651,0,0.008842833,0.007548211,0.007323059,0,0.005544361,0,0.005623164,0,0,0.007266771,0,0,0,0,0.005246035,0,0,0,0,0,0,0,0.004790102,0,0,0,0.022244988,0,0.006962816,0,0.004857648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spis-76T2-D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.432313221,0.249646247,0,0,0.036677857,0.032462419,0.004369372,0,0,0.024807138,0,0,0.017566295,0.011059602,0,0.069495509,0,0,0.01072213,0,0,0.006346838,0.007240842,0,0.006773118,0.006110016,0,0.005298899,0.012604868,0,0,0,0.006755357,0.006293553,0.006548137,0,0.005115362,0,0.005233773,0,0,0.006867847,0,0,0,0,0.004819334,0,0,0,0,0,0,0,0.004576591,0,0,0,0.013860026,0,0.006435646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
